,cluster,functional,basis,n_dmso,n_water,13c_ch2_avg,13c_ch2_max,13c_ch3_avg,13c_ch3_max,1h_ch2_avg,1h_ch2_max,1h_ch3_avg,1h_ch3_max
511,1,PBE1PBE,6-31+G*,4,12,69.809,70.539,57.379,58.109,3.936,5.909,3.855,5.828
512,1,PBE1PBE,6-31+G*,6,1,70.316,71.842,57.886,59.412,7.0,7.0,6.919,6.919
513,1,PBE1PBE,6-31+G*,6,2,70.316,71.842,57.886,59.412,6.064,6.539,5.983,6.458
514,1,PBE1PBE,6-31+G*,6,3,70.316,71.842,57.886,59.412,5.514,6.399,5.433,6.318
515,1,PBE1PBE,6-31+G*,6,4,70.316,71.842,57.886,59.412,5.334,6.382,5.253,6.301
516,1,PBE1PBE,6-31+G*,6,6,70.316,71.842,57.886,59.412,4.428,6.053,4.347,5.972
517,1,PBE1PBE,6-31+G*,6,8,70.316,71.842,57.886,59.412,4.357,6.012,4.276,5.931
518,1,PBE1PBE,6-31+G*,6,10,70.316,71.842,57.886,59.412,3.981,6.431,3.9,6.35
519,1,PBE1PBE,6-31+G*,6,12,70.316,71.842,57.886,59.412,3.936,5.909,3.855,5.828
520,2,PBE1PBE,6-31+G*,1,1,68.603,68.603,56.537,56.537,7.044,7.044,6.942,6.942
521,2,PBE1PBE,6-31+G*,1,2,68.603,68.603,56.537,56.537,6.108,6.583,6.006,6.481
522,2,PBE1PBE,6-31+G*,1,3,68.603,68.603,56.537,56.537,5.558,6.443,5.456,6.341
523,2,PBE1PBE,6-31+G*,1,4,68.603,68.603,56.537,56.537,5.378,6.426,5.276,6.324
524,2,PBE1PBE,6-31+G*,1,6,68.603,68.603,56.537,56.537,4.472,6.097,4.37,5.995
525,2,PBE1PBE,6-31+G*,1,8,68.603,68.603,56.537,56.537,4.401,6.056,4.299,5.954
526,2,PBE1PBE,6-31+G*,1,10,68.603,68.603,56.537,56.537,4.025,6.475,3.923,6.373
527,2,PBE1PBE,6-31+G*,1,12,68.603,68.603,56.537,56.537,3.98,5.953,3.878,5.851
528,2,PBE1PBE,6-31+G*,2,1,68.764,68.927,56.698,56.861,7.044,7.044,6.942,6.942
529,2,PBE1PBE,6-31+G*,2,2,68.764,68.927,56.698,56.861,6.108,6.583,6.006,6.481
530,2,PBE1PBE,6-31+G*,2,3,68.764,68.927,56.698,56.861,5.558,6.443,5.456,6.341
531,2,PBE1PBE,6-31+G*,2,4,68.764,68.927,56.698,56.861,5.378,6.426,5.276,6.324
532,2,PBE1PBE,6-31+G*,2,6,68.764,68.927,56.698,56.861,4.472,6.097,4.37,5.995
533,2,PBE1PBE,6-31+G*,2,8,68.764,68.927,56.698,56.861,4.401,6.056,4.299,5.954
534,2,PBE1PBE,6-31+G*,2,10,68.764,68.927,56.698,56.861,4.025,6.475,3.923,6.373
535,2,PBE1PBE,6-31+G*,2,12,68.764,68.927,56.698,56.861,3.98,5.953,3.878,5.851
536,2,PBE1PBE,6-31+G*,3,1,69.318,69.499,57.252,57.433,7.044,7.044,6.942,6.942
537,2,PBE1PBE,6-31+G*,3,2,69.318,69.499,57.252,57.433,6.108,6.583,6.006,6.481
538,2,PBE1PBE,6-31+G*,3,3,69.318,69.499,57.252,57.433,5.558,6.443,5.456,6.341
539,2,PBE1PBE,6-31+G*,3,4,69.318,69.499,57.252,57.433,5.378,6.426,5.276,6.324
540,2,PBE1PBE,6-31+G*,3,6,69.318,69.499,57.252,57.433,4.472,6.097,4.37,5.995
541,2,PBE1PBE,6-31+G*,3,8,69.318,69.499,57.252,57.433,4.401,6.056,4.299,5.954
542,2,PBE1PBE,6-31+G*,3,10,69.318,69.499,57.252,57.433,4.025,6.475,3.923,6.373
543,2,PBE1PBE,6-31+G*,3,12,69.318,69.499,57.252,57.433,3.98,5.953,3.878,5.851
544,2,PBE1PBE,6-31+G*,4,1,69.051,69.781,56.985,57.715,7.044,7.044,6.942,6.942
545,2,PBE1PBE,6-31+G*,4,2,69.051,69.781,56.985,57.715,6.108,6.583,6.006,6.481
546,2,PBE1PBE,6-31+G*,4,3,69.051,69.781,56.985,57.715,5.558,6.443,5.456,6.341
547,2,PBE1PBE,6-31+G*,4,4,69.051,69.781,56.985,57.715,5.378,6.426,5.276,6.324
548,2,PBE1PBE,6-31+G*,4,6,69.051,69.781,56.985,57.715,4.472,6.097,4.37,5.995
549,2,PBE1PBE,6-31+G*,4,8,69.051,69.781,56.985,57.715,4.401,6.056,4.299,5.954
550,2,PBE1PBE,6-31+G*,4,10,69.051,69.781,56.985,57.715,4.025,6.475,3.923,6.373
551,2,PBE1PBE,6-31+G*,4,12,69.051,69.781,56.985,57.715,3.98,5.953,3.878,5.851
552,2,PBE1PBE,6-31+G*,6,1,69.558,71.084,57.492,59.018,7.044,7.044,6.942,6.942
553,2,PBE1PBE,6-31+G*,6,2,69.558,71.084,57.492,59.018,6.108,6.583,6.006,6.481
554,2,PBE1PBE,6-31+G*,6,3,69.558,71.084,57.492,59.018,5.558,6.443,5.456,6.341
555,2,PBE1PBE,6-31+G*,6,4,69.558,71.084,57.492,59.018,5.378,6.426,5.276,6.324
556,2,PBE1PBE,6-31+G*,6,6,69.558,71.084,57.492,59.018,4.472,6.097,4.37,5.995
557,2,PBE1PBE,6-31+G*,6,8,69.558,71.084,57.492,59.018,4.401,6.056,4.299,5.954
558,2,PBE1PBE,6-31+G*,6,10,69.558,71.084,57.492,59.018,4.025,6.475,3.923,6.373
559,2,PBE1PBE,6-31+G*,6,12,69.558,71.084,57.492,59.018,3.98,5.953,3.878,5.851
560,3,PBE1PBE,6-31+G*,1,1,68.498,68.498,56.443,56.443,7.095,7.095,6.935,6.935
561,3,PBE1PBE,6-31+G*,1,2,68.498,68.498,56.443,56.443,6.159,6.634,5.999,6.474
562,3,PBE1PBE,6-31+G*,1,3,68.498,68.498,56.443,56.443,5.609,6.494,5.449,6.334
563,3,PBE1PBE,6-31+G*,1,4,68.498,68.498,56.443,56.443,5.429,6.477,5.269,6.317
564,3,PBE1PBE,6-31+G*,1,6,68.498,68.498,56.443,56.443,4.523,6.148,4.363,5.988
565,3,PBE1PBE,6-31+G*,1,8,68.498,68.498,56.443,56.443,4.452,6.107,4.292,5.947
566,3,PBE1PBE,6-31+G*,1,10,68.498,68.498,56.443,56.443,4.076,6.526,3.916,6.366
567,3,PBE1PBE,6-31+G*,1,12,68.498,68.498,56.443,56.443,4.031,6.004,3.871,5.844
568,3,PBE1PBE,6-31+G*,2,1,68.659,68.822,56.604,56.767,7.095,7.095,6.935,6.935
569,3,PBE1PBE,6-31+G*,2,2,68.659,68.822,56.604,56.767,6.159,6.634,5.999,6.474
570,3,PBE1PBE,6-31+G*,2,3,68.659,68.822,56.604,56.767,5.609,6.494,5.449,6.334
571,3,PBE1PBE,6-31+G*,2,4,68.659,68.822,56.604,56.767,5.429,6.477,5.269,6.317
572,3,PBE1PBE,6-31+G*,2,6,68.659,68.822,56.604,56.767,4.523,6.148,4.363,5.988
573,3,PBE1PBE,6-31+G*,2,8,68.659,68.822,56.604,56.767,4.452,6.107,4.292,5.947
574,3,PBE1PBE,6-31+G*,2,10,68.659,68.822,56.604,56.767,4.076,6.526,3.916,6.366
575,3,PBE1PBE,6-31+G*,2,12,68.659,68.822,56.604,56.767,4.031,6.004,3.871,5.844
576,3,PBE1PBE,6-31+G*,3,1,69.213,69.394,57.158,57.339,7.095,7.095,6.935,6.935
577,3,PBE1PBE,6-31+G*,3,2,69.213,69.394,57.158,57.339,6.159,6.634,5.999,6.474
578,3,PBE1PBE,6-31+G*,3,3,69.213,69.394,57.158,57.339,5.609,6.494,5.449,6.334
579,3,PBE1PBE,6-31+G*,3,4,69.213,69.394,57.158,57.339,5.429,6.477,5.269,6.317
580,3,PBE1PBE,6-31+G*,3,6,69.213,69.394,57.158,57.339,4.523,6.148,4.363,5.988
581,3,PBE1PBE,6-31+G*,3,8,69.213,69.394,57.158,57.339,4.452,6.107,4.292,5.947
582,3,PBE1PBE,6-31+G*,3,10,69.213,69.394,57.158,57.339,4.076,6.526,3.916,6.366
583,3,PBE1PBE,6-31+G*,3,12,69.213,69.394,57.158,57.339,4.031,6.004,3.871,5.844
584,3,PBE1PBE,6-31+G*,4,1,68.946,69.676,56.891,57.621,7.095,7.095,6.935,6.935
585,3,PBE1PBE,6-31+G*,4,2,68.946,69.676,56.891,57.621,6.159,6.634,5.999,6.474
586,3,PBE1PBE,6-31+G*,4,3,68.946,69.676,56.891,57.621,5.609,6.494,5.449,6.334
587,3,PBE1PBE,6-31+G*,4,4,68.946,69.676,56.891,57.621,5.429,6.477,5.269,6.317
588,3,PBE1PBE,6-31+G*,4,6,68.946,69.676,56.891,57.621,4.523,6.148,4.363,5.988
589,3,PBE1PBE,6-31+G*,4,8,68.946,69.676,56.891,57.621,4.452,6.107,4.292,5.947
590,3,PBE1PBE,6-31+G*,4,10,68.946,69.676,56.891,57.621,4.076,6.526,3.916,6.366
591,3,PBE1PBE,6-31+G*,4,12,68.946,69.676,56.891,57.621,4.031,6.004,3.871,5.844
592,3,PBE1PBE,6-31+G*,6,1,69.453,70.979,57.398,58.924,7.095,7.095,6.935,6.935
593,3,PBE1PBE,6-31+G*,6,2,69.453,70.979,57.398,58.924,6.159,6.634,5.999,6.474
594,3,PBE1PBE,6-31+G*,6,3,69.453,70.979,57.398,58.924,5.609,6.494,5.449,6.334
595,3,PBE1PBE,6-31+G*,6,4,69.453,70.979,57.398,58.924,5.429,6.477,5.269,6.317
596,3,PBE1PBE,6-31+G*,6,6,69.453,70.979,57.398,58.924,4.523,6.148,4.363,5.988
597,3,PBE1PBE,6-31+G*,6,8,69.453,70.979,57.398,58.924,4.452,6.107,4.292,5.947
598,3,PBE1PBE,6-31+G*,6,10,69.453,70.979,57.398,58.924,4.076,6.526,3.916,6.366
599,3,PBE1PBE,6-31+G*,6,12,69.453,70.979,57.398,58.924,4.031,6.004,3.871,5.844
600,4,PBE1PBE,6-31+G*,1,1,68.621,68.621,57.115,57.115,7.11,7.11,6.936,6.936
601,4,PBE1PBE,6-31+G*,1,2,68.621,68.621,57.115,57.115,6.174,6.649,6.0,6.475
602,4,PBE1PBE,6-31+G*,1,3,68.621,68.621,57.115,57.115,5.624,6.509,5.45,6.335
603,4,PBE1PBE,6-31+G*,1,4,68.621,68.621,57.115,57.115,5.444,6.492,5.27,6.318
604,4,PBE1PBE,6-31+G*,1,6,68.621,68.621,57.115,57.115,4.538,6.163,4.364,5.989
605,4,PBE1PBE,6-31+G*,1,8,68.621,68.621,57.115,57.115,4.467,6.122,4.293,5.948
606,4,PBE1PBE,6-31+G*,1,10,68.621,68.621,57.115,57.115,4.091,6.541,3.917,6.367
607,4,PBE1PBE,6-31+G*,1,12,68.621,68.621,57.115,57.115,4.046,6.019,3.872,5.845
608,4,PBE1PBE,6-31+G*,2,1,68.782,68.945,57.276,57.439,7.11,7.11,6.936,6.936
609,4,PBE1PBE,6-31+G*,2,2,68.782,68.945,57.276,57.439,6.174,6.649,6.0,6.475
610,4,PBE1PBE,6-31+G*,2,3,68.782,68.945,57.276,57.439,5.624,6.509,5.45,6.335
611,4,PBE1PBE,6-31+G*,2,4,68.782,68.945,57.276,57.439,5.444,6.492,5.27,6.318
612,4,PBE1PBE,6-31+G*,2,6,68.782,68.945,57.276,57.439,4.538,6.163,4.364,5.989
613,4,PBE1PBE,6-31+G*,2,8,68.782,68.945,57.276,57.439,4.467,6.122,4.293,5.948
614,4,PBE1PBE,6-31+G*,2,10,68.782,68.945,57.276,57.439,4.091,6.541,3.917,6.367
615,4,PBE1PBE,6-31+G*,2,12,68.782,68.945,57.276,57.439,4.046,6.019,3.872,5.845
616,4,PBE1PBE,6-31+G*,3,1,69.336,69.517,57.83,58.011,7.11,7.11,6.936,6.936
617,4,PBE1PBE,6-31+G*,3,2,69.336,69.517,57.83,58.011,6.174,6.649,6.0,6.475
618,4,PBE1PBE,6-31+G*,3,3,69.336,69.517,57.83,58.011,5.624,6.509,5.45,6.335
619,4,PBE1PBE,6-31+G*,3,4,69.336,69.517,57.83,58.011,5.444,6.492,5.27,6.318
620,4,PBE1PBE,6-31+G*,3,6,69.336,69.517,57.83,58.011,4.538,6.163,4.364,5.989
621,4,PBE1PBE,6-31+G*,3,8,69.336,69.517,57.83,58.011,4.467,6.122,4.293,5.948
622,4,PBE1PBE,6-31+G*,3,10,69.336,69.517,57.83,58.011,4.091,6.541,3.917,6.367
623,4,PBE1PBE,6-31+G*,3,12,69.336,69.517,57.83,58.011,4.046,6.019,3.872,5.845
624,4,PBE1PBE,6-31+G*,4,1,69.069,69.799,57.563,58.293,7.11,7.11,6.936,6.936
625,4,PBE1PBE,6-31+G*,4,2,69.069,69.799,57.563,58.293,6.174,6.649,6.0,6.475
626,4,PBE1PBE,6-31+G*,4,3,69.069,69.799,57.563,58.293,5.624,6.509,5.45,6.335
627,4,PBE1PBE,6-31+G*,4,4,69.069,69.799,57.563,58.293,5.444,6.492,5.27,6.318
628,4,PBE1PBE,6-31+G*,4,6,69.069,69.799,57.563,58.293,4.538,6.163,4.364,5.989
629,4,PBE1PBE,6-31+G*,4,8,69.069,69.799,57.563,58.293,4.467,6.122,4.293,5.948
630,4,PBE1PBE,6-31+G*,4,10,69.069,69.799,57.563,58.293,4.091,6.541,3.917,6.367
631,4,PBE1PBE,6-31+G*,4,12,69.069,69.799,57.563,58.293,4.046,6.019,3.872,5.845
632,4,PBE1PBE,6-31+G*,6,1,69.576,71.102,58.07,59.596,7.11,7.11,6.936,6.936
633,4,PBE1PBE,6-31+G*,6,2,69.576,71.102,58.07,59.596,6.174,6.649,6.0,6.475
634,4,PBE1PBE,6-31+G*,6,3,69.576,71.102,58.07,59.596,5.624,6.509,5.45,6.335
635,4,PBE1PBE,6-31+G*,6,4,69.576,71.102,58.07,59.596,5.444,6.492,5.27,6.318
636,4,PBE1PBE,6-31+G*,6,6,69.576,71.102,58.07,59.596,4.538,6.163,4.364,5.989
637,4,PBE1PBE,6-31+G*,6,8,69.576,71.102,58.07,59.596,4.467,6.122,4.293,5.948
638,4,PBE1PBE,6-31+G*,6,10,69.576,71.102,58.07,59.596,4.091,6.541,3.917,6.367
639,4,PBE1PBE,6-31+G*,6,12,69.576,71.102,58.07,59.596,4.046,6.019,3.872,5.845
640,1,PBE1PBE,6-311++G**,1,1,70.093,70.093,56.954,56.954,7.249,7.249,7.217,7.217
641,1,PBE1PBE,6-311++G**,1,2,70.093,70.093,56.954,56.954,6.083,6.603,6.051,6.571
642,1,PBE1PBE,6-311++G**,1,3,70.093,70.093,56.954,56.954,5.227,5.248,5.195,5.216
643,1,PBE1PBE,6-311++G**,1,4,70.093,70.093,56.954,56.954,5.026,6.121,4.994,6.089
644,1,PBE1PBE,6-311++G**,1,6,70.093,70.093,56.954,56.954,4.248,6.067,4.216,6.035
645,1,PBE1PBE,6-311++G**,1,8,70.093,70.093,56.954,56.954,4.112,6.019,4.08,5.987
646,1,PBE1PBE,6-311++G**,1,10,70.093,70.093,56.954,56.954,3.718,6.482,3.686,6.45
647,1,PBE1PBE,6-311++G**,1,12,70.093,70.093,56.954,56.954,3.559,5.932,3.527,5.9
648,1,PBE1PBE,6-311++G**,2,1,70.378,70.522,57.239,57.383,7.249,7.249,7.217,7.217
649,1,PBE1PBE,6-311++G**,2,2,70.378,70.522,57.239,57.383,6.083,6.603,6.051,6.571
650,1,PBE1PBE,6-311++G**,2,3,70.378,70.522,57.239,57.383,5.227,5.248,5.195,5.216
651,1,PBE1PBE,6-311++G**,2,4,70.378,70.522,57.239,57.383,5.026,6.121,4.994,6.089
652,1,PBE1PBE,6-311++G**,2,6,70.378,70.522,57.239,57.383,4.248,6.067,4.216,6.035
653,1,PBE1PBE,6-311++G**,2,8,70.378,70.522,57.239,57.383,4.112,6.019,4.08,5.987
654,1,PBE1PBE,6-311++G**,2,10,70.378,70.522,57.239,57.383,3.718,6.482,3.686,6.45
655,1,PBE1PBE,6-311++G**,2,12,70.378,70.522,57.239,57.383,3.559,5.932,3.527,5.9
656,1,PBE1PBE,6-311++G**,3,1,71.325,72.803,58.186,59.664,7.249,7.249,7.217,7.217
657,1,PBE1PBE,6-311++G**,3,2,71.325,72.803,58.186,59.664,6.083,6.603,6.051,6.571
658,1,PBE1PBE,6-311++G**,3,3,71.325,72.803,58.186,59.664,5.227,5.248,5.195,5.216
659,1,PBE1PBE,6-311++G**,3,4,71.325,72.803,58.186,59.664,5.026,6.121,4.994,6.089
660,1,PBE1PBE,6-311++G**,3,6,71.325,72.803,58.186,59.664,4.248,6.067,4.216,6.035
661,1,PBE1PBE,6-311++G**,3,8,71.325,72.803,58.186,59.664,4.112,6.019,4.08,5.987
662,1,PBE1PBE,6-311++G**,3,10,71.325,72.803,58.186,59.664,3.718,6.482,3.686,6.45
663,1,PBE1PBE,6-311++G**,3,12,71.325,72.803,58.186,59.664,3.559,5.932,3.527,5.9
664,1,PBE1PBE,6-311++G**,4,1,69.988,71.468,56.849,58.329,7.249,7.249,7.217,7.217
665,1,PBE1PBE,6-311++G**,4,2,69.988,71.468,56.849,58.329,6.083,6.603,6.051,6.571
666,1,PBE1PBE,6-311++G**,4,3,69.988,71.468,56.849,58.329,5.227,5.248,5.195,5.216
667,1,PBE1PBE,6-311++G**,4,4,69.988,71.468,56.849,58.329,5.026,6.121,4.994,6.089
668,1,PBE1PBE,6-311++G**,4,6,69.988,71.468,56.849,58.329,4.248,6.067,4.216,6.035
669,1,PBE1PBE,6-311++G**,4,8,69.988,71.468,56.849,58.329,4.112,6.019,4.08,5.987
670,1,PBE1PBE,6-311++G**,4,10,69.988,71.468,56.849,58.329,3.718,6.482,3.686,6.45
671,1,PBE1PBE,6-311++G**,4,12,69.988,71.468,56.849,58.329,3.559,5.932,3.527,5.9
672,1,PBE1PBE,6-311++G**,6,1,70.703,72.461,57.564,59.322,7.249,7.249,7.217,7.217
673,1,PBE1PBE,6-311++G**,6,2,70.703,72.461,57.564,59.322,6.083,6.603,6.051,6.571
674,1,PBE1PBE,6-311++G**,6,3,70.703,72.461,57.564,59.322,5.227,5.248,5.195,5.216
675,1,PBE1PBE,6-311++G**,6,4,70.703,72.461,57.564,59.322,5.026,6.121,4.994,6.089
676,1,PBE1PBE,6-311++G**,6,6,70.703,72.461,57.564,59.322,4.248,6.067,4.216,6.035
677,1,PBE1PBE,6-311++G**,6,8,70.703,72.461,57.564,59.322,4.112,6.019,4.08,5.987
678,1,PBE1PBE,6-311++G**,6,10,70.703,72.461,57.564,59.322,3.718,6.482,3.686,6.45
679,1,PBE1PBE,6-311++G**,6,12,70.703,72.461,57.564,59.322,3.559,5.932,3.527,5.9
680,2,PBE1PBE,6-311++G**,1,1,69.478,69.478,56.659,56.659,7.311,7.311,7.245,7.245
681,2,PBE1PBE,6-311++G**,1,2,69.478,69.478,56.659,56.659,6.145,6.665,6.079,6.599
682,2,PBE1PBE,6-311++G**,1,3,69.478,69.478,56.659,56.659,5.289,5.31,5.223,5.244
683,2,PBE1PBE,6-311++G**,1,4,69.478,69.478,56.659,56.659,5.088,6.183,5.022,6.117
684,2,PBE1PBE,6-311++G**,1,6,69.478,69.478,56.659,56.659,4.31,6.129,4.244,6.063
685,2,PBE1PBE,6-311++G**,1,8,69.478,69.478,56.659,56.659,4.174,6.081,4.108,6.015
686,2,PBE1PBE,6-311++G**,1,10,69.478,69.478,56.659,56.659,3.78,6.544,3.714,6.478
687,2,PBE1PBE,6-311++G**,1,12,69.478,69.478,56.659,56.659,3.621,5.994,3.555,5.928
688,2,PBE1PBE,6-311++G**,2,1,69.763,69.907,56.944,57.088,7.311,7.311,7.245,7.245
689,2,PBE1PBE,6-311++G**,2,2,69.763,69.907,56.944,57.088,6.145,6.665,6.079,6.599
690,2,PBE1PBE,6-311++G**,2,3,69.763,69.907,56.944,57.088,5.289,5.31,5.223,5.244
691,2,PBE1PBE,6-311++G**,2,4,69.763,69.907,56.944,57.088,5.088,6.183,5.022,6.117
692,2,PBE1PBE,6-311++G**,2,6,69.763,69.907,56.944,57.088,4.31,6.129,4.244,6.063
693,2,PBE1PBE,6-311++G**,2,8,69.763,69.907,56.944,57.088,4.174,6.081,4.108,6.015
694,2,PBE1PBE,6-311++G**,2,10,69.763,69.907,56.944,57.088,3.78,6.544,3.714,6.478
695,2,PBE1PBE,6-311++G**,2,12,69.763,69.907,56.944,57.088,3.621,5.994,3.555,5.928
696,2,PBE1PBE,6-311++G**,3,1,70.71,72.188,57.891,59.369,7.311,7.311,7.245,7.245
697,2,PBE1PBE,6-311++G**,3,2,70.71,72.188,57.891,59.369,6.145,6.665,6.079,6.599
698,2,PBE1PBE,6-311++G**,3,3,70.71,72.188,57.891,59.369,5.289,5.31,5.223,5.244
699,2,PBE1PBE,6-311++G**,3,4,70.71,72.188,57.891,59.369,5.088,6.183,5.022,6.117
700,2,PBE1PBE,6-311++G**,3,6,70.71,72.188,57.891,59.369,4.31,6.129,4.244,6.063
701,2,PBE1PBE,6-311++G**,3,8,70.71,72.188,57.891,59.369,4.174,6.081,4.108,6.015
702,2,PBE1PBE,6-311++G**,3,10,70.71,72.188,57.891,59.369,3.78,6.544,3.714,6.478
703,2,PBE1PBE,6-311++G**,3,12,70.71,72.188,57.891,59.369,3.621,5.994,3.555,5.928
704,2,PBE1PBE,6-311++G**,4,1,69.373,70.853,56.554,58.034,7.311,7.311,7.245,7.245
705,2,PBE1PBE,6-311++G**,4,2,69.373,70.853,56.554,58.034,6.145,6.665,6.079,6.599
706,2,PBE1PBE,6-311++G**,4,3,69.373,70.853,56.554,58.034,5.289,5.31,5.223,5.244
707,2,PBE1PBE,6-311++G**,4,4,69.373,70.853,56.554,58.034,5.088,6.183,5.022,6.117
708,2,PBE1PBE,6-311++G**,4,6,69.373,70.853,56.554,58.034,4.31,6.129,4.244,6.063
709,2,PBE1PBE,6-311++G**,4,8,69.373,70.853,56.554,58.034,4.174,6.081,4.108,6.015
710,2,PBE1PBE,6-311++G**,4,10,69.373,70.853,56.554,58.034,3.78,6.544,3.714,6.478
711,2,PBE1PBE,6-311++G**,4,12,69.373,70.853,56.554,58.034,3.621,5.994,3.555,5.928
712,2,PBE1PBE,6-311++G**,6,1,70.088,71.846,57.269,59.027,7.311,7.311,7.245,7.245
713,2,PBE1PBE,6-311++G**,6,2,70.088,71.846,57.269,59.027,6.145,6.665,6.079,6.599
714,2,PBE1PBE,6-311++G**,6,3,70.088,71.846,57.269,59.027,5.289,5.31,5.223,5.244
715,2,PBE1PBE,6-311++G**,6,4,70.088,71.846,57.269,59.027,5.088,6.183,5.022,6.117
716,2,PBE1PBE,6-311++G**,6,6,70.088,71.846,57.269,59.027,4.31,6.129,4.244,6.063
717,2,PBE1PBE,6-311++G**,6,8,70.088,71.846,57.269,59.027,4.174,6.081,4.108,6.015
718,2,PBE1PBE,6-311++G**,6,10,70.088,71.846,57.269,59.027,3.78,6.544,3.714,6.478
719,2,PBE1PBE,6-311++G**,6,12,70.088,71.846,57.269,59.027,3.621,5.994,3.555,5.928
720,3,PBE1PBE,6-311++G**,1,1,69.363,69.363,56.418,56.418,7.396,7.396,7.227,7.227
721,3,PBE1PBE,6-311++G**,1,2,69.363,69.363,56.418,56.418,6.23,6.75,6.061,6.581
722,3,PBE1PBE,6-311++G**,1,3,69.363,69.363,56.418,56.418,5.374,5.395,5.205,5.226
723,3,PBE1PBE,6-311++G**,1,4,69.363,69.363,56.418,56.418,5.173,6.268,5.004,6.099
724,3,PBE1PBE,6-311++G**,1,6,69.363,69.363,56.418,56.418,4.395,6.214,4.226,6.045
725,3,PBE1PBE,6-311++G**,1,8,69.363,69.363,56.418,56.418,4.259,6.166,4.09,5.997
726,3,PBE1PBE,6-311++G**,1,10,69.363,69.363,56.418,56.418,3.865,6.629,3.696,6.46
727,3,PBE1PBE,6-311++G**,1,12,69.363,69.363,56.418,56.418,3.706,6.079,3.537,5.91
728,3,PBE1PBE,6-311++G**,2,1,69.648,69.792,56.703,56.847,7.396,7.396,7.227,7.227
729,3,PBE1PBE,6-311++G**,2,2,69.648,69.792,56.703,56.847,6.23,6.75,6.061,6.581
730,3,PBE1PBE,6-311++G**,2,3,69.648,69.792,56.703,56.847,5.374,5.395,5.205,5.226
731,3,PBE1PBE,6-311++G**,2,4,69.648,69.792,56.703,56.847,5.173,6.268,5.004,6.099
732,3,PBE1PBE,6-311++G**,2,6,69.648,69.792,56.703,56.847,4.395,6.214,4.226,6.045
733,3,PBE1PBE,6-311++G**,2,8,69.648,69.792,56.703,56.847,4.259,6.166,4.09,5.997
734,3,PBE1PBE,6-311++G**,2,10,69.648,69.792,56.703,56.847,3.865,6.629,3.696,6.46
735,3,PBE1PBE,6-311++G**,2,12,69.648,69.792,56.703,56.847,3.706,6.079,3.537,5.91
736,3,PBE1PBE,6-311++G**,3,1,70.595,72.073,57.65,59.128,7.396,7.396,7.227,7.227
737,3,PBE1PBE,6-311++G**,3,2,70.595,72.073,57.65,59.128,6.23,6.75,6.061,6.581
738,3,PBE1PBE,6-311++G**,3,3,70.595,72.073,57.65,59.128,5.374,5.395,5.205,5.226
739,3,PBE1PBE,6-311++G**,3,4,70.595,72.073,57.65,59.128,5.173,6.268,5.004,6.099
740,3,PBE1PBE,6-311++G**,3,6,70.595,72.073,57.65,59.128,4.395,6.214,4.226,6.045
741,3,PBE1PBE,6-311++G**,3,8,70.595,72.073,57.65,59.128,4.259,6.166,4.09,5.997
742,3,PBE1PBE,6-311++G**,3,10,70.595,72.073,57.65,59.128,3.865,6.629,3.696,6.46
743,3,PBE1PBE,6-311++G**,3,12,70.595,72.073,57.65,59.128,3.706,6.079,3.537,5.91
744,3,PBE1PBE,6-311++G**,4,1,69.258,70.738,56.313,57.793,7.396,7.396,7.227,7.227
745,3,PBE1PBE,6-311++G**,4,2,69.258,70.738,56.313,57.793,6.23,6.75,6.061,6.581
746,3,PBE1PBE,6-311++G**,4,3,69.258,70.738,56.313,57.793,5.374,5.395,5.205,5.226
747,3,PBE1PBE,6-311++G**,4,4,69.258,70.738,56.313,57.793,5.173,6.268,5.004,6.099
748,3,PBE1PBE,6-311++G**,4,6,69.258,70.738,56.313,57.793,4.395,6.214,4.226,6.045
749,3,PBE1PBE,6-311++G**,4,8,69.258,70.738,56.313,57.793,4.259,6.166,4.09,5.997
750,3,PBE1PBE,6-311++G**,4,10,69.258,70.738,56.313,57.793,3.865,6.629,3.696,6.46
751,3,PBE1PBE,6-311++G**,4,12,69.258,70.738,56.313,57.793,3.706,6.079,3.537,5.91
752,3,PBE1PBE,6-311++G**,6,1,69.973,71.731,57.028,58.786,7.396,7.396,7.227,7.227
753,3,PBE1PBE,6-311++G**,6,2,69.973,71.731,57.028,58.786,6.23,6.75,6.061,6.581
754,3,PBE1PBE,6-311++G**,6,3,69.973,71.731,57.028,58.786,5.374,5.395,5.205,5.226
755,3,PBE1PBE,6-311++G**,6,4,69.973,71.731,57.028,58.786,5.173,6.268,5.004,6.099
756,3,PBE1PBE,6-311++G**,6,6,69.973,71.731,57.028,58.786,4.395,6.214,4.226,6.045
757,3,PBE1PBE,6-311++G**,6,8,69.973,71.731,57.028,58.786,4.259,6.166,4.09,5.997
758,3,PBE1PBE,6-311++G**,6,10,69.973,71.731,57.028,58.786,3.865,6.629,3.696,6.46
759,3,PBE1PBE,6-311++G**,6,12,69.973,71.731,57.028,58.786,3.706,6.079,3.537,5.91
760,4,PBE1PBE,6-311++G**,1,1,69.555,69.555,56.913,56.913,7.383,7.383,7.197,7.197
761,4,PBE1PBE,6-311++G**,1,2,69.555,69.555,56.913,56.913,6.217,6.737,6.031,6.551
762,4,PBE1PBE,6-311++G**,1,3,69.555,69.555,56.913,56.913,5.361,5.382,5.175,5.196
