,cluster,functional,basis,n_dmso,n_water,13c_ch2_avg,13c_ch2_max,13c_ch3_avg,13c_ch3_max,1h_ch2_avg,1h_ch2_max,1h_ch3_avg,1h_ch3_max
253,3,B3LYP,6-311++G**,2,8,68.702,68.824,55.141,55.263,4.315,6.11,4.147,5.942
254,3,B3LYP,6-311++G**,2,10,68.702,68.824,55.141,55.263,4.312,6.03,4.144,5.862
255,3,B3LYP,6-311++G**,2,12,68.702,68.824,55.141,55.263,3.813,6.035,3.645,5.867
256,3,B3LYP,6-311++G**,3,1,68.5,68.733,54.939,55.172,7.274,7.274,7.106,7.106
257,3,B3LYP,6-311++G**,3,2,68.5,68.733,54.939,55.172,6.187,6.692,6.019,6.524
258,3,B3LYP,6-311++G**,3,3,68.5,68.733,54.939,55.172,5.389,5.41,5.221,5.242
259,3,B3LYP,6-311++G**,3,4,68.5,68.733,54.939,55.172,5.177,6.201,5.009,6.033
260,3,B3LYP,6-311++G**,3,6,68.5,68.733,54.939,55.172,4.629,6.149,4.461,5.981
261,3,B3LYP,6-311++G**,3,8,68.5,68.733,54.939,55.172,4.315,6.11,4.147,5.942
262,3,B3LYP,6-311++G**,3,10,68.5,68.733,54.939,55.172,4.312,6.03,4.144,5.862
263,3,B3LYP,6-311++G**,3,12,68.5,68.733,54.939,55.172,3.813,6.035,3.645,5.867
264,3,B3LYP,6-311++G**,4,1,68.824,70.318,55.263,56.757,7.274,7.274,7.106,7.106
265,3,B3LYP,6-311++G**,4,2,68.824,70.318,55.263,56.757,6.187,6.692,6.019,6.524
266,3,B3LYP,6-311++G**,4,3,68.824,70.318,55.263,56.757,5.389,5.41,5.221,5.242
267,3,B3LYP,6-311++G**,4,4,68.824,70.318,55.263,56.757,5.177,6.201,5.009,6.033
268,3,B3LYP,6-311++G**,4,6,68.824,70.318,55.263,56.757,4.629,6.149,4.461,5.981
269,3,B3LYP,6-311++G**,4,8,68.824,70.318,55.263,56.757,4.315,6.11,4.147,5.942
270,3,B3LYP,6-311++G**,4,10,68.824,70.318,55.263,56.757,4.312,6.03,4.144,5.862
271,3,B3LYP,6-311++G**,4,12,68.824,70.318,55.263,56.757,3.813,6.035,3.645,5.867
272,3,B3LYP,6-311++G**,6,1,68.938,71.121,55.377,57.56,7.274,7.274,7.106,7.106
273,3,B3LYP,6-311++G**,6,2,68.938,71.121,55.377,57.56,6.187,6.692,6.019,6.524
274,3,B3LYP,6-311++G**,6,3,68.938,71.121,55.377,57.56,5.389,5.41,5.221,5.242
275,3,B3LYP,6-311++G**,6,4,68.938,71.121,55.377,57.56,5.177,6.201,5.009,6.033
276,3,B3LYP,6-311++G**,6,6,68.938,71.121,55.377,57.56,4.629,6.149,4.461,5.981
277,3,B3LYP,6-311++G**,6,8,68.938,71.121,55.377,57.56,4.315,6.11,4.147,5.942
278,3,B3LYP,6-311++G**,6,10,68.938,71.121,55.377,57.56,4.312,6.03,4.144,5.862
279,3,B3LYP,6-311++G**,6,12,68.938,71.121,55.377,57.56,3.813,6.035,3.645,5.867
280,4,B3LYP,6-311++G**,1,1,68.774,68.774,55.322,55.322,7.268,7.268,7.054,7.054
281,4,B3LYP,6-311++G**,1,2,68.774,68.774,55.322,55.322,6.181,6.686,5.967,6.472
282,4,B3LYP,6-311++G**,1,3,68.774,68.774,55.322,55.322,5.383,5.404,5.169,5.19
283,4,B3LYP,6-311++G**,1,4,68.774,68.774,55.322,55.322,5.171,6.195,4.957,5.981
284,4,B3LYP,6-311++G**,1,6,68.774,68.774,55.322,55.322,4.623,6.143,4.409,5.929
285,4,B3LYP,6-311++G**,1,8,68.774,68.774,55.322,55.322,4.309,6.104,4.095,5.89
286,4,B3LYP,6-311++G**,1,10,68.774,68.774,55.322,55.322,4.306,6.024,4.092,5.81
287,4,B3LYP,6-311++G**,1,12,68.774,68.774,55.322,55.322,3.807,6.029,3.593,5.815
288,4,B3LYP,6-311++G**,2,1,69.127,69.249,55.675,55.797,7.268,7.268,7.054,7.054
289,4,B3LYP,6-311++G**,2,2,69.127,69.249,55.675,55.797,6.181,6.686,5.967,6.472
290,4,B3LYP,6-311++G**,2,3,69.127,69.249,55.675,55.797,5.383,5.404,5.169,5.19
291,4,B3LYP,6-311++G**,2,4,69.127,69.249,55.675,55.797,5.171,6.195,4.957,5.981
292,4,B3LYP,6-311++G**,2,6,69.127,69.249,55.675,55.797,4.623,6.143,4.409,5.929
293,4,B3LYP,6-311++G**,2,8,69.127,69.249,55.675,55.797,4.309,6.104,4.095,5.89
294,4,B3LYP,6-311++G**,2,10,69.127,69.249,55.675,55.797,4.306,6.024,4.092,5.81
295,4,B3LYP,6-311++G**,2,12,69.127,69.249,55.675,55.797,3.807,6.029,3.593,5.815
296,4,B3LYP,6-311++G**,3,1,68.925,69.158,55.473,55.706,7.268,7.268,7.054,7.054
297,4,B3LYP,6-311++G**,3,2,68.925,69.158,55.473,55.706,6.181,6.686,5.967,6.472
298,4,B3LYP,6-311++G**,3,3,68.925,69.158,55.473,55.706,5.383,5.404,5.169,5.19
299,4,B3LYP,6-311++G**,3,4,68.925,69.158,55.473,55.706,5.171,6.195,4.957,5.981
300,4,B3LYP,6-311++G**,3,6,68.925,69.158,55.473,55.706,4.623,6.143,4.409,5.929
301,4,B3LYP,6-311++G**,3,8,68.925,69.158,55.473,55.706,4.309,6.104,4.095,5.89
302,4,B3LYP,6-311++G**,3,10,68.925,69.158,55.473,55.706,4.306,6.024,4.092,5.81
303,4,B3LYP,6-311++G**,3,12,68.925,69.158,55.473,55.706,3.807,6.029,3.593,5.815
304,4,B3LYP,6-311++G**,4,1,69.249,70.743,55.797,57.291,7.268,7.268,7.054,7.054
305,4,B3LYP,6-311++G**,4,2,69.249,70.743,55.797,57.291,6.181,6.686,5.967,6.472
306,4,B3LYP,6-311++G**,4,3,69.249,70.743,55.797,57.291,5.383,5.404,5.169,5.19
307,4,B3LYP,6-311++G**,4,4,69.249,70.743,55.797,57.291,5.171,6.195,4.957,5.981
308,4,B3LYP,6-311++G**,4,6,69.249,70.743,55.797,57.291,4.623,6.143,4.409,5.929
309,4,B3LYP,6-311++G**,4,8,69.249,70.743,55.797,57.291,4.309,6.104,4.095,5.89
310,4,B3LYP,6-311++G**,4,10,69.249,70.743,55.797,57.291,4.306,6.024,4.092,5.81
311,4,B3LYP,6-311++G**,4,12,69.249,70.743,55.797,57.291,3.807,6.029,3.593,5.815
312,4,B3LYP,6-311++G**,6,1,69.363,71.546,55.911,58.094,7.268,7.268,7.054,7.054
313,4,B3LYP,6-311++G**,6,2,69.363,71.546,55.911,58.094,6.181,6.686,5.967,6.472
314,4,B3LYP,6-311++G**,6,3,69.363,71.546,55.911,58.094,5.383,5.404,5.169,5.19
315,4,B3LYP,6-311++G**,6,4,69.363,71.546,55.911,58.094,5.171,6.195,4.957,5.981
316,4,B3LYP,6-311++G**,6,6,69.363,71.546,55.911,58.094,4.623,6.143,4.409,5.929
317,4,B3LYP,6-311++G**,6,8,69.363,71.546,55.911,58.094,4.309,6.104,4.095,5.89
318,4,B3LYP,6-311++G**,6,10,69.363,71.546,55.911,58.094,4.306,6.024,4.092,5.81
319,4,B3LYP,6-311++G**,6,12,69.363,71.546,55.911,58.094,3.807,6.029,3.593,5.815
320,1,B3LYP,Def2TZVP,1,1,71.248,71.248,56.528,56.528,7.198,7.198,7.188,7.188
321,1,B3LYP,Def2TZVP,1,2,71.248,71.248,56.528,56.528,6.161,6.609,6.151,6.599
322,1,B3LYP,Def2TZVP,1,3,71.248,71.248,56.528,56.528,5.282,5.297,5.272,5.287
323,1,B3LYP,Def2TZVP,1,4,71.248,71.248,56.528,56.528,5.155,6.055,5.145,6.045
324,1,B3LYP,Def2TZVP,1,6,71.248,71.248,56.528,56.528,4.592,5.995,4.582,5.985
325,1,B3LYP,Def2TZVP,1,8,71.248,71.248,56.528,56.528,4.279,5.936,4.269,5.926
326,1,B3LYP,Def2TZVP,1,10,71.248,71.248,56.528,56.528,4.223,5.854,4.213,5.844
327,1,B3LYP,Def2TZVP,1,12,71.248,71.248,56.528,56.528,3.738,5.862,3.728,5.852
328,1,B3LYP,Def2TZVP,2,1,72.81,73.914,58.09,59.194,7.198,7.198,7.188,7.188
329,1,B3LYP,Def2TZVP,2,2,72.81,73.914,58.09,59.194,6.161,6.609,6.151,6.599
330,1,B3LYP,Def2TZVP,2,3,72.81,73.914,58.09,59.194,5.282,5.297,5.272,5.287
331,1,B3LYP,Def2TZVP,2,4,72.81,73.914,58.09,59.194,5.155,6.055,5.145,6.045
332,1,B3LYP,Def2TZVP,2,6,72.81,73.914,58.09,59.194,4.592,5.995,4.582,5.985
333,1,B3LYP,Def2TZVP,2,8,72.81,73.914,58.09,59.194,4.279,5.936,4.269,5.926
334,1,B3LYP,Def2TZVP,2,10,72.81,73.914,58.09,59.194,4.223,5.854,4.213,5.844
335,1,B3LYP,Def2TZVP,2,12,72.81,73.914,58.09,59.194,3.738,5.862,3.728,5.852
336,1,B3LYP,Def2TZVP,3,1,71.703,72.522,56.983,57.802,7.198,7.198,7.188,7.188
337,1,B3LYP,Def2TZVP,3,2,71.703,72.522,56.983,57.802,6.161,6.609,6.151,6.599
338,1,B3LYP,Def2TZVP,3,3,71.703,72.522,56.983,57.802,5.282,5.297,5.272,5.287
339,1,B3LYP,Def2TZVP,3,4,71.703,72.522,56.983,57.802,5.155,6.055,5.145,6.045
340,1,B3LYP,Def2TZVP,3,6,71.703,72.522,56.983,57.802,4.592,5.995,4.582,5.985
341,1,B3LYP,Def2TZVP,3,8,71.703,72.522,56.983,57.802,4.279,5.936,4.269,5.926
342,1,B3LYP,Def2TZVP,3,10,71.703,72.522,56.983,57.802,4.223,5.854,4.213,5.844
343,1,B3LYP,Def2TZVP,3,12,71.703,72.522,56.983,57.802,3.738,5.862,3.728,5.852
344,1,B3LYP,Def2TZVP,4,1,71.573,73.08,56.853,58.36,7.198,7.198,7.188,7.188
345,1,B3LYP,Def2TZVP,4,2,71.573,73.08,56.853,58.36,6.161,6.609,6.151,6.599
346,1,B3LYP,Def2TZVP,4,3,71.573,73.08,56.853,58.36,5.282,5.297,5.272,5.287
347,1,B3LYP,Def2TZVP,4,4,71.573,73.08,56.853,58.36,5.155,6.055,5.145,6.045
348,1,B3LYP,Def2TZVP,4,6,71.573,73.08,56.853,58.36,4.592,5.995,4.582,5.985
349,1,B3LYP,Def2TZVP,4,8,71.573,73.08,56.853,58.36,4.279,5.936,4.269,5.926
350,1,B3LYP,Def2TZVP,4,10,71.573,73.08,56.853,58.36,4.223,5.854,4.213,5.844
351,1,B3LYP,Def2TZVP,4,12,71.573,73.08,56.853,58.36,3.738,5.862,3.728,5.852
352,1,B3LYP,Def2TZVP,6,1,72.614,73.831,57.894,59.111,7.198,7.198,7.188,7.188
353,1,B3LYP,Def2TZVP,6,2,72.614,73.831,57.894,59.111,6.161,6.609,6.151,6.599
354,1,B3LYP,Def2TZVP,6,3,72.614,73.831,57.894,59.111,5.282,5.297,5.272,5.287
355,1,B3LYP,Def2TZVP,6,4,72.614,73.831,57.894,59.111,5.155,6.055,5.145,6.045
356,1,B3LYP,Def2TZVP,6,6,72.614,73.831,57.894,59.111,4.592,5.995,4.582,5.985
357,1,B3LYP,Def2TZVP,6,8,72.614,73.831,57.894,59.111,4.279,5.936,4.269,5.926
358,1,B3LYP,Def2TZVP,6,10,72.614,73.831,57.894,59.111,4.223,5.854,4.213,5.844
359,1,B3LYP,Def2TZVP,6,12,72.614,73.831,57.894,59.111,3.738,5.862,3.728,5.852
360,2,B3LYP,Def2TZVP,1,1,70.262,70.262,56.068,56.068,7.232,7.232,7.206,7.206
361,2,B3LYP,Def2TZVP,1,2,70.262,70.262,56.068,56.068,6.195,6.643,6.169,6.617
362,2,B3LYP,Def2TZVP,1,3,70.262,70.262,56.068,56.068,5.316,5.331,5.29,5.305
363,2,B3LYP,Def2TZVP,1,4,70.262,70.262,56.068,56.068,5.189,6.089,5.163,6.063
364,2,B3LYP,Def2TZVP,1,6,70.262,70.262,56.068,56.068,4.626,6.029,4.6,6.003
365,2,B3LYP,Def2TZVP,1,8,70.262,70.262,56.068,56.068,4.313,5.97,4.287,5.944
366,2,B3LYP,Def2TZVP,1,10,70.262,70.262,56.068,56.068,4.257,5.888,4.231,5.862
367,2,B3LYP,Def2TZVP,1,12,70.262,70.262,56.068,56.068,3.772,5.896,3.746,5.87
368,2,B3LYP,Def2TZVP,2,1,71.824,72.928,57.63,58.734,7.232,7.232,7.206,7.206
369,2,B3LYP,Def2TZVP,2,2,71.824,72.928,57.63,58.734,6.195,6.643,6.169,6.617
370,2,B3LYP,Def2TZVP,2,3,71.824,72.928,57.63,58.734,5.316,5.331,5.29,5.305
371,2,B3LYP,Def2TZVP,2,4,71.824,72.928,57.63,58.734,5.189,6.089,5.163,6.063
372,2,B3LYP,Def2TZVP,2,6,71.824,72.928,57.63,58.734,4.626,6.029,4.6,6.003
373,2,B3LYP,Def2TZVP,2,8,71.824,72.928,57.63,58.734,4.313,5.97,4.287,5.944
374,2,B3LYP,Def2TZVP,2,10,71.824,72.928,57.63,58.734,4.257,5.888,4.231,5.862
375,2,B3LYP,Def2TZVP,2,12,71.824,72.928,57.63,58.734,3.772,5.896,3.746,5.87
376,2,B3LYP,Def2TZVP,3,1,70.717,71.536,56.523,57.342,7.232,7.232,7.206,7.206
377,2,B3LYP,Def2TZVP,3,2,70.717,71.536,56.523,57.342,6.195,6.643,6.169,6.617
378,2,B3LYP,Def2TZVP,3,3,70.717,71.536,56.523,57.342,5.316,5.331,5.29,5.305
379,2,B3LYP,Def2TZVP,3,4,70.717,71.536,56.523,57.342,5.189,6.089,5.163,6.063
380,2,B3LYP,Def2TZVP,3,6,70.717,71.536,56.523,57.342,4.626,6.029,4.6,6.003
381,2,B3LYP,Def2TZVP,3,8,70.717,71.536,56.523,57.342,4.313,5.97,4.287,5.944
382,2,B3LYP,Def2TZVP,3,10,70.717,71.536,56.523,57.342,4.257,5.888,4.231,5.862
383,2,B3LYP,Def2TZVP,3,12,70.717,71.536,56.523,57.342,3.772,5.896,3.746,5.87
384,2,B3LYP,Def2TZVP,4,1,70.587,72.094,56.393,57.9,7.232,7.232,7.206,7.206
385,2,B3LYP,Def2TZVP,4,2,70.587,72.094,56.393,57.9,6.195,6.643,6.169,6.617
386,2,B3LYP,Def2TZVP,4,3,70.587,72.094,56.393,57.9,5.316,5.331,5.29,5.305
387,2,B3LYP,Def2TZVP,4,4,70.587,72.094,56.393,57.9,5.189,6.089,5.163,6.063
388,2,B3LYP,Def2TZVP,4,6,70.587,72.094,56.393,57.9,4.626,6.029,4.6,6.003
389,2,B3LYP,Def2TZVP,4,8,70.587,72.094,56.393,57.9,4.313,5.97,4.287,5.944
390,2,B3LYP,Def2TZVP,4,10,70.587,72.094,56.393,57.9,4.257,5.888,4.231,5.862
391,2,B3LYP,Def2TZVP,4,12,70.587,72.094,56.393,57.9,3.772,5.896,3.746,5.87
392,2,B3LYP,Def2TZVP,6,1,71.628,72.845,57.434,58.651,7.232,7.232,7.206,7.206
393,2,B3LYP,Def2TZVP,6,2,71.628,72.845,57.434,58.651,6.195,6.643,6.169,6.617
394,2,B3LYP,Def2TZVP,6,3,71.628,72.845,57.434,58.651,5.316,5.331,5.29,5.305
395,2,B3LYP,Def2TZVP,6,4,71.628,72.845,57.434,58.651,5.189,6.089,5.163,6.063
396,2,B3LYP,Def2TZVP,6,6,71.628,72.845,57.434,58.651,4.626,6.029,4.6,6.003
397,2,B3LYP,Def2TZVP,6,8,71.628,72.845,57.434,58.651,4.313,5.97,4.287,5.944
398,2,B3LYP,Def2TZVP,6,10,71.628,72.845,57.434,58.651,4.257,5.888,4.231,5.862
399,2,B3LYP,Def2TZVP,6,12,71.628,72.845,57.434,58.651,3.772,5.896,3.746,5.87
400,3,B3LYP,Def2TZVP,1,1,70.088,70.088,55.957,55.957,7.26,7.26,7.186,7.186
401,3,B3LYP,Def2TZVP,1,2,70.088,70.088,55.957,55.957,6.223,6.671,6.149,6.597
402,3,B3LYP,Def2TZVP,1,3,70.088,70.088,55.957,55.957,5.344,5.359,5.27,5.285
403,3,B3LYP,Def2TZVP,1,4,70.088,70.088,55.957,55.957,5.217,6.117,5.143,6.043
404,3,B3LYP,Def2TZVP,1,6,70.088,70.088,55.957,55.957,4.654,6.057,4.58,5.983
405,3,B3LYP,Def2TZVP,1,8,70.088,70.088,55.957,55.957,4.341,5.998,4.267,5.924
406,3,B3LYP,Def2TZVP,1,10,70.088,70.088,55.957,55.957,4.285,5.916,4.211,5.842
407,3,B3LYP,Def2TZVP,1,12,70.088,70.088,55.957,55.957,3.8,5.924,3.726,5.85
408,3,B3LYP,Def2TZVP,2,1,71.65,72.754,57.519,58.623,7.26,7.26,7.186,7.186
409,3,B3LYP,Def2TZVP,2,2,71.65,72.754,57.519,58.623,6.223,6.671,6.149,6.597
410,3,B3LYP,Def2TZVP,2,3,71.65,72.754,57.519,58.623,5.344,5.359,5.27,5.285
411,3,B3LYP,Def2TZVP,2,4,71.65,72.754,57.519,58.623,5.217,6.117,5.143,6.043
412,3,B3LYP,Def2TZVP,2,6,71.65,72.754,57.519,58.623,4.654,6.057,4.58,5.983
413,3,B3LYP,Def2TZVP,2,8,71.65,72.754,57.519,58.623,4.341,5.998,4.267,5.924
414,3,B3LYP,Def2TZVP,2,10,71.65,72.754,57.519,58.623,4.285,5.916,4.211,5.842
415,3,B3LYP,Def2TZVP,2,12,71.65,72.754,57.519,58.623,3.8,5.924,3.726,5.85
416,3,B3LYP,Def2TZVP,3,1,70.543,71.362,56.412,57.231,7.26,7.26,7.186,7.186
417,3,B3LYP,Def2TZVP,3,2,70.543,71.362,56.412,57.231,6.223,6.671,6.149,6.597
418,3,B3LYP,Def2TZVP,3,3,70.543,71.362,56.412,57.231,5.344,5.359,5.27,5.285
419,3,B3LYP,Def2TZVP,3,4,70.543,71.362,56.412,57.231,5.217,6.117,5.143,6.043
420,3,B3LYP,Def2TZVP,3,6,70.543,71.362,56.412,57.231,4.654,6.057,4.58,5.983
421,3,B3LYP,Def2TZVP,3,8,70.543,71.362,56.412,57.231,4.341,5.998,4.267,5.924
422,3,B3LYP,Def2TZVP,3,10,70.543,71.362,56.412,57.231,4.285,5.916,4.211,5.842
423,3,B3LYP,Def2TZVP,3,12,70.543,71.362,56.412,57.231,3.8,5.924,3.726,5.85
424,3,B3LYP,Def2TZVP,4,1,70.413,71.92,56.282,57.789,7.26,7.26,7.186,7.186
425,3,B3LYP,Def2TZVP,4,2,70.413,71.92,56.282,57.789,6.223,6.671,6.149,6.597
426,3,B3LYP,Def2TZVP,4,3,70.413,71.92,56.282,57.789,5.344,5.359,5.27,5.285
427,3,B3LYP,Def2TZVP,4,4,70.413,71.92,56.282,57.789,5.217,6.117,5.143,6.043
428,3,B3LYP,Def2TZVP,4,6,70.413,71.92,56.282,57.789,4.654,6.057,4.58,5.983
429,3,B3LYP,Def2TZVP,4,8,70.413,71.92,56.282,57.789,4.341,5.998,4.267,5.924
430,3,B3LYP,Def2TZVP,4,10,70.413,71.92,56.282,57.789,4.285,5.916,4.211,5.842
431,3,B3LYP,Def2TZVP,4,12,70.413,71.92,56.282,57.789,3.8,5.924,3.726,5.85
432,3,B3LYP,Def2TZVP,6,1,71.454,72.671,57.323,58.54,7.26,7.26,7.186,7.186
433,3,B3LYP,Def2TZVP,6,2,71.454,72.671,57.323,58.54,6.223,6.671,6.149,6.597
434,3,B3LYP,Def2TZVP,6,3,71.454,72.671,57.323,58.54,5.344,5.359,5.27,5.285
435,3,B3LYP,Def2TZVP,6,4,71.454,72.671,57.323,58.54,5.217,6.117,5.143,6.043
436,3,B3LYP,Def2TZVP,6,6,71.454,72.671,57.323,58.54,4.654,6.057,4.58,5.983
437,3,B3LYP,Def2TZVP,6,8,71.454,72.671,57.323,58.54,4.341,5.998,4.267,5.924
438,3,B3LYP,Def2TZVP,6,10,71.454,72.671,57.323,58.54,4.285,5.916,4.211,5.842
439,3,B3LYP,Def2TZVP,6,12,71.454,72.671,57.323,58.54,3.8,5.924,3.726,5.85
440,4,B3LYP,Def2TZVP,1,1,69.872,69.872,55.881,55.881,7.292,7.292,7.202,7.202
441,4,B3LYP,Def2TZVP,1,2,69.872,69.872,55.881,55.881,6.255,6.703,6.165,6.613
442,4,B3LYP,Def2TZVP,1,3,69.872,69.872,55.881,55.881,5.376,5.391,5.286,5.301
443,4,B3LYP,Def2TZVP,1,4,69.872,69.872,55.881,55.881,5.249,6.149,5.159,6.059
444,4,B3LYP,Def2TZVP,1,6,69.872,69.872,55.881,55.881,4.686,6.089,4.596,5.999
445,4,B3LYP,Def2TZVP,1,8,69.872,69.872,55.881,55.881,4.373,6.03,4.283,5.94
446,4,B3LYP,Def2TZVP,1,10,69.872,69.872,55.881,55.881,4.317,5.948,4.227,5.858
447,4,B3LYP,Def2TZVP,1,12,69.872,69.872,55.881,55.881,3.832,5.956,3.742,5.866
448,4,B3LYP,Def2TZVP,2,1,71.434,72.538,57.443,58.547,7.292,7.292,7.202,7.202
449,4,B3LYP,Def2TZVP,2,2,71.434,72.538,57.443,58.547,6.255,6.703,6.165,6.613
450,4,B3LYP,Def2TZVP,2,3,71.434,72.538,57.443,58.547,5.376,5.391,5.286,5.301
451,4,B3LYP,Def2TZVP,2,4,71.434,72.538,57.443,58.547,5.249,6.149,5.159,6.059
452,4,B3LYP,Def2TZVP,2,6,71.434,72.538,57.443,58.547,4.686,6.089,4.596,5.999
453,4,B3LYP,Def2TZVP,2,8,71.434,72.538,57.443,58.547,4.373,6.03,4.283,5.94
454,4,B3LYP,Def2TZVP,2,10,71.434,72.538,57.443,58.547,4.317,5.948,4.227,5.858
455,4,B3LYP,Def2TZVP,2,12,71.434,72.538,57.443,58.547,3.832,5.956,3.742,5.866
456,4,B3LYP,Def2TZVP,3,1,70.327,71.146,56.336,57.155,7.292,7.292,7.202,7.202
457,4,B3LYP,Def2TZVP,3,2,70.327,71.146,56.336,57.155,6.255,6.703,6.165,6.613
458,4,B3LYP,Def2TZVP,3,3,70.327,71.146,56.336,57.155,5.376,5.391,5.286,5.301
459,4,B3LYP,Def2TZVP,3,4,70.327,71.146,56.336,57.155,5.249,6.149,5.159,6.059
460,4,B3LYP,Def2TZVP,3,6,70.327,71.146,56.336,57.155,4.686,6.089,4.596,5.999
461,4,B3LYP,Def2TZVP,3,8,70.327,71.146,56.336,57.155,4.373,6.03,4.283,5.94
462,4,B3LYP,Def2TZVP,3,10,70.327,71.146,56.336,57.155,4.317,5.948,4.227,5.858
463,4,B3LYP,Def2TZVP,3,12,70.327,71.146,56.336,57.155,3.832,5.956,3.742,5.866
464,4,B3LYP,Def2TZVP,4,1,70.197,71.704,56.206,57.713,7.292,7.292,7.202,7.202
465,4,B3LYP,Def2TZVP,4,2,70.197,71.704,56.206,57.713,6.255,6.703,6.165,6.613
466,4,B3LYP,Def2TZVP,4,3,70.197,71.704,56.206,57.713,5.376,5.391,5.286,5.301
467,4,B3LYP,Def2TZVP,4,4,70.197,71.704,56.206,57.713,5.249,6.149,5.159,6.059
468,4,B3LYP,Def2TZVP,4,6,70.197,71.704,56.206,57.713,4.686,6.089,4.596,5.999
469,4,B3LYP,Def2TZVP,4,8,70.197,71.704,56.206,57.713,4.373,6.03,4.283,5.94
470,4,B3LYP,Def2TZVP,4,10,70.197,71.704,56.206,57.713,4.317,5.948,4.227,5.858
471,4,B3LYP,Def2TZVP,4,12,70.197,71.704,56.206,57.713,3.832,5.956,3.742,5.866
472,4,B3LYP,Def2TZVP,6,1,71.238,72.455,57.247,58.464,7.292,7.292,7.202,7.202
473,4,B3LYP,Def2TZVP,6,2,71.238,72.455,57.247,58.464,6.255,6.703,6.165,6.613
474,4,B3LYP,Def2TZVP,6,3,71.238,72.455,57.247,58.464,5.376,5.391,5.286,5.301
475,4,B3LYP,Def2TZVP,6,4,71.238,72.455,57.247,58.464,5.249,6.149,5.159,6.059
476,4,B3LYP,Def2TZVP,6,6,71.238,72.455,57.247,58.464,4.686,6.089,4.596,5.999
477,4,B3LYP,Def2TZVP,6,8,71.238,72.455,57.247,58.464,4.373,6.03,4.283,5.94
478,4,B3LYP,Def2TZVP,6,10,71.238,72.455,57.247,58.464,4.317,5.948,4.227,5.858
479,4,B3LYP,Def2TZVP,6,12,71.238,72.455,57.247,58.464,3.832,5.956,3.742,5.866
480,1,PBE1PBE,6-31+G*,1,1,69.361,69.361,56.931,56.931,7.0,7.0,6.919,6.919
481,1,PBE1PBE,6-31+G*,1,2,69.361,69.361,56.931,56.931,6.064,6.539,5.983,6.458
482,1,PBE1PBE,6-31+G*,1,3,69.361,69.361,56.931,56.931,5.514,6.399,5.433,6.318
483,1,PBE1PBE,6-31+G*,1,4,69.361,69.361,56.931,56.931,5.334,6.382,5.253,6.301
484,1,PBE1PBE,6-31+G*,1,6,69.361,69.361,56.931,56.931,4.428,6.053,4.347,5.972
485,1,PBE1PBE,6-31+G*,1,8,69.361,69.361,56.931,56.931,4.357,6.012,4.276,5.931
486,1,PBE1PBE,6-31+G*,1,10,69.361,69.361,56.931,56.931,3.981,6.431,3.9,6.35
487,1,PBE1PBE,6-31+G*,1,12,69.361,69.361,56.931,56.931,3.936,5.909,3.855,5.828
488,1,PBE1PBE,6-31+G*,2,1,69.522,69.685,57.092,57.255,7.0,7.0,6.919,6.919
489,1,PBE1PBE,6-31+G*,2,2,69.522,69.685,57.092,57.255,6.064,6.539,5.983,6.458
490,1,PBE1PBE,6-31+G*,2,3,69.522,69.685,57.092,57.255,5.514,6.399,5.433,6.318
491,1,PBE1PBE,6-31+G*,2,4,69.522,69.685,57.092,57.255,5.334,6.382,5.253,6.301
492,1,PBE1PBE,6-31+G*,2,6,69.522,69.685,57.092,57.255,4.428,6.053,4.347,5.972
493,1,PBE1PBE,6-31+G*,2,8,69.522,69.685,57.092,57.255,4.357,6.012,4.276,5.931
494,1,PBE1PBE,6-31+G*,2,10,69.522,69.685,57.092,57.255,3.981,6.431,3.9,6.35
495,1,PBE1PBE,6-31+G*,2,12,69.522,69.685,57.092,57.255,3.936,5.909,3.855,5.828
496,1,PBE1PBE,6-31+G*,3,1,70.076,70.257,57.646,57.827,7.0,7.0,6.919,6.919
497,1,PBE1PBE,6-31+G*,3,2,70.076,70.257,57.646,57.827,6.064,6.539,5.983,6.458
498,1,PBE1PBE,6-31+G*,3,3,70.076,70.257,57.646,57.827,5.514,6.399,5.433,6.318
499,1,PBE1PBE,6-31+G*,3,4,70.076,70.257,57.646,57.827,5.334,6.382,5.253,6.301
500,1,PBE1PBE,6-31+G*,3,6,70.076,70.257,57.646,57.827,4.428,6.053,4.347,5.972
501,1,PBE1PBE,6-31+G*,3,8,70.076,70.257,57.646,57.827,4.357,6.012,4.276,5.931
502,1,PBE1PBE,6-31+G*,3,10,70.076,70.257,57.646,57.827,3.981,6.431,3.9,6.35
503,1,PBE1PBE,6-31+G*,3,12,70.076,70.257,57.646,57.827,3.936,5.909,3.855,5.828
504,1,PBE1PBE,6-31+G*,4,1,69.809,70.539,57.379,58.109,7.0,7.0,6.919,6.919
505,1,PBE1PBE,6-31+G*,4,2,69.809,70.539,57.379,58.109,6.064,6.539,5.983,6.458
506,1,PBE1PBE,6-31+G*,4,3,69.809,70.539,57.379,58.109,5.514,6.399,5.433,6.318
507,1,PBE1PBE,6-31+G*,4,4,69.809,70.539,57.379,58.109,5.334,6.382,5.253,6.301
508,1,PBE1PBE,6-31+G*,4,6,69.809,70.539,57.379,58.109,4.428,6.053,4.347,5.972
509,1,PBE1PBE,6-31+G*,4,8,69.809,70.539,57.379,58.109,4.357,6.012,4.276,5.931
510,1,PBE1PBE,6-31+G*,4,10,69.809,70.539,57.379,58.109,3.981,6.431,3.9,6.35
