ppm	intensity
10.0528	-105.6867
10.0371	-105.2397
10.0214	81.1783
10.0057	37.1659
9.99	-99.5482
9.9742	-167.1691
9.9585	29.6586
9.9428	-2.5527
9.9271	-170.5316
9.9114	-112.4024
9.8957	-173.3104
9.88	-268.8853
9.8643	-119.7977
9.8486	1.4141
9.8329	-178.7485
9.8172	206.2163
9.8015	-278.1284
9.7858	-26.0478
9.7701	-150.8068
9.7544	-124.5009
9.7387	19.9987
9.7229	-65.3041
9.7072	105.4067
9.6915	-16.8999
9.6758	-23.1846
9.6601	-56.2479
9.6444	50.2619
9.6287	-65.6908
9.613	12.6275
9.5973	-17.8659
9.5816	151.2459
9.5659	-85.2723
9.5502	99.3083
9.5345	-111.4378
9.5188	51.6325
9.5031	-114.1539
9.4874	4.6242
9.4716	30.6926
9.4559	-20.7833
9.4402	11.0665
9.4245	60.7267
9.4088	185.4301
9.3931	-89.8661
9.3774	115.5472
9.3617	135.2617
9.346	-134.6563
9.3303	18.6359
9.3146	48.1188
9.2989	36.9485
9.2832	-19.1635
9.2675	-36.0383
9.2518	159.2568
9.2361	-78.4643
9.2203	-45.3645
9.2046	-14.441
9.1889	1.5277
9.1732	-45.8928
9.1575	-34.5021
9.1418	-83.1322
9.1261	-3.4807
9.1104	-2.928
9.0947	78.0133
9.079	-98.0766
9.0633	1.3584
9.0476	-166.3887
9.0319	129.1373
9.0162	-11.6082
9.0005	39.7106
8.9848	-1.2054
8.969	-108.8347
8.9533	-9.0579
8.9376	-159.1692
8.9219	-318.6497
8.9062	-19.045
8.8905	20.9575
8.8748	-32.5605
8.8591	31.4469
8.8434	179.7067
8.8277	86.9818
8.812	-82.8689
8.7963	4.4458
8.7806	73.2275
8.7649	-184.5832
8.7492	-74.2086
8.7335	-23.4948
8.7177	-24.558
8.702	-6.5789
8.6863	91.4842
8.6706	-10.4964
8.6549	-110.8881
8.6392	-368.0756
8.6235	17.7606
8.6078	-75.3425
8.5921	-16.5375
8.5764	1.5691
8.5607	5.9853
8.545	-61.1376
8.5293	-83.3087
8.5136	-120.8068
8.4979	-56.0164
8.4822	103.6972
8.4664	-82.2679
8.4507	2.6172
8.435	-193.9617
8.4193	0.1706
8.4036	32.8065
8.3879	-17.7512
8.3722	62.2142
8.3565	-33.1571
8.3408	-69.102
8.3251	-95.7697
8.3094	-96.5143
8.2937	24.3681
8.278	-128.2819
8.2623	-50.8991
8.2466	12.6536
8.2309	18.7891
8.2151	37.2141
8.1994	-123.1894
8.1837	-58.4034
8.168	-3.1137
8.1523	-87.4891
8.1366	-11.865
8.1209	8.4966
8.1052	62.5861
8.0895	-206.3041
8.0738	49.8453
8.0581	17.3532
8.0424	-8.1589
8.0267	48.4812
8.011	46.1112
7.9953	-27.7177
7.9796	27.697
7.9638	-18.5559
7.9481	149.2328
7.9324	15.4009
7.9167	30.6528
7.901	-27.4721
7.8853	-190.5004
7.8696	-120.1797
7.8539	-44.5996
7.8382	-152.3606
7.8225	-46.8307
7.8068	-126.5142
7.7911	96.4741
7.7754	37.5079
7.7597	65.3648
7.744	-81.9058
7.7283	-74.4675
7.7125	128.0825
7.6968	-196.1089
7.6811	62.4644
7.6654	112.9813
7.6497	-233.1092
7.634	-461.4068
7.6183	-442.189
7.6026	9.8776
7.5869	222.0267
7.5712	-5.7461
7.5555	-69.726
7.5398	-67.1289
7.5241	51.1362
7.5084	193.5958
7.4927	27.0887
7.477	-146.247
7.4612	51.4238
7.4455	-0.5374
7.4298	103.3445
7.4141	26.8959
7.3984	77.711
7.3827	79.2952
7.367	-21.4751
7.3513	-159.6347
7.3356	116.4931
7.3199	86.514
7.3042	-151.2013
7.2885	23.7258
7.2728	-93.1432
7.2571	-16.774
7.2414	45.2851
7.2257	76.8951
7.2099	-195.9676
7.1942	16.7974
7.1785	-69.6716
7.1628	14.0458
7.1471	-50.5945
7.1314	-115.1033
7.1157	213.1912
7.1	62.4997
7.0843	-102.8443
7.0686	-88.0842
7.0529	36.0896
7.0372	50.3723
7.0215	-37.379
7.0058	7.274
6.9901	19.4213
6.9744	22.6879
6.9586	-15.9017
6.9429	6.4356
6.9272	-90.0351
6.9115	-153.8104
6.8958	27.9739
6.8801	94.2175
6.8644	89.2185
6.8487	6.9013
6.833	-70.7763
6.8173	84.4764
6.8016	-180.2808
6.7859	-3.1966
6.7702	45.9555
6.7545	-35.5513
6.7388	-71.5468
6.7231	-219.4358
6.7073	-260.3201
6.6916	-138.0006
6.6759	-191.1405
6.6602	23.0658
6.6445	-47.3457
6.6288	-150.3358
6.6131	-130.1712
6.5974	-110.4941
6.5817	-95.0332
6.566	-130.8547
6.5503	-44.6172
6.5346	-134.4785
6.5189	-6.299
6.5032	16.4277
6.4875	-126.3636
6.4718	-63.6636
6.456	-51.6347
6.4403	1.8959
6.4246	61.2563
6.4089	-83.3572
6.3932	15.6025
6.3775	68.7926
6.3618	-61.8685
6.3461	108.3651
6.3304	-90.2381
6.3147	-49.629
6.299	135.2313
6.2833	-136.5576
6.2676	32.1273
6.2519	4.6721
6.2362	-160.6539
6.2204	72.8588
6.2047	69.0987
6.189	-42.0063
6.1733	117.6465
6.1576	91.0707
6.1419	-29.5602
6.1262	34.8336
6.1105	-8.1047
6.0948	-34.8182
6.0791	-225.2054
6.0634	-24.0561
6.0477	55.4263
6.032	61.9068
6.0163	-149.8973
6.0006	16.3978
5.9849	-6.5384
5.9692	-85.2669
5.9534	-167.2968
5.9377	-64.9964
5.922	-138.5977
5.9063	-128.155
5.8906	106.1013
5.8749	233.2885
5.8592	-46.1937
5.8435	-51.6936
5.8278	-34.0736
5.8121	-126.5545
5.7964	-99.7397
5.7807	-119.8695
5.765	-90.9096
5.7493	-37.8067
5.7336	-157.7197
5.7178	-270.0579
5.7021	-83.0126
5.6864	-25.5568
5.6707	-107.6902
5.655	-70.2766
5.6393	118.9864
5.6236	230.9159
5.6079	-57.7947
5.5922	-125.9289
5.5765	-10.4293
5.5608	-95.6863
5.5451	5.4653
5.5294	-31.3095
5.5137	100.0917
5.498	30.9291
5.4823	39.7969
5.4665	-91.8512
5.4508	351.6268
5.4351	1.7702
5.4194	-92.854
5.4037	142.1331
5.388	-10.9174
5.3723	102.8631
5.3566	-25.7557
5.3409	80.9074
5.3252	19.5148
5.3095	-169.2746
5.2938	24.9821
5.2781	8.312
5.2624	-187.5044
5.2467	134.7281
5.231	30.6715
5.2152	135.2899
5.1995	-141.6147
5.1838	22.687
5.1681	-28.1188
5.1524	192.2499
5.1367	-44.4554
5.121	90.7386
5.1053	-31.4526
5.0896	-90.4082
5.0739	18.6691
5.0582	107.0131
5.0425	-22.963
5.0268	21.6546
5.0111	-153.8401
4.9954	1.1275
4.9797	71.4924
4.9639	63.1124
4.9482	20.1233
4.9325	27.98
4.9168	-143.3046
4.9011	-43.4564
4.8854	-14.5667
4.8697	75.4161
4.854	-107.7849
4.8383	-192.6557
4.8226	-218.8878
4.8069	67.9595
4.7912	49.3071
4.7755	-40.8776
4.7598	-191.8477
4.7441	-81.095
4.7284	-179.7347
4.7126	-50.6524
4.6969	-73.1058
4.6812	60.9715
4.6655	-90.0769
4.6498	45.3151
4.6341	20.4427
4.6184	20.7018
4.6027	-155.4951
4.587	-136.8979
4.5713	112.748
4.5556	10.6728
4.5399	2.0036
4.5242	-125.2739
4.5085	-80.3087
4.4928	67.3157
4.4771	271.864
4.4613	-59.0335
4.4456	-208.2561
4.4299	33.2807
4.4142	39.9692
4.3985	-9.8944
4.3828	61.1558
4.3671	-171.6662
4.3514	35.3015
4.3357	95.4833
4.32	-201.6216
4.3043	-106.5484
4.2886	-258.8942
4.2729	-183.0938
4.2572	-11.5588
4.2415	-57.0074
4.2258	81.6347
4.21	-16.6343
4.1943	34.529
4.1786	-214.8018
4.1629	-92.1507
4.1472	171.7845
4.1315	-23.4071
4.1158	89.6312
4.1001	-187.938
4.0844	-75.4961
4.0687	-176.5923
4.053	-79.7409
4.0373	-10.2655
4.0216	17.779
4.0059	-25.9056
3.9902	9.472
3.9745	89.0228
3.9587	-115.1397
3.943	20.6537
3.9273	-73.6809
3.9116	74.6796
3.8959	24.4509
3.8802	-125.7408
3.8645	25.6404
3.8488	4.1114
3.8331	-109.2194
3.8174	-83.4288
3.8017	-45.2314
3.786	135.7357
3.7703	43.6589
3.7546	-0.9632
3.7389	-117.6704
3.7232	31.0527
3.7074	104.7289
3.6917	83.284
3.676	44.6799
3.6603	-81.0989
3.6446	-65.0791
3.6289	-8.3634
3.6132	-48.6659
3.5975	-230.2405
3.5818	28.2137
3.5661	-80.5611
3.5504	12.7139
3.5347	-3.335
3.519	20.4487
3.5033	27.5003
3.4876	-26.1549
3.4719	-57.5662
3.4561	-81.7058
3.4404	85.9732
3.4247	56.3337
3.409	-5.3594
3.3933	32.4393
3.3776	17.2084
3.3619	37.2921
3.3462	-24.2367
3.3305	-116.9523
3.3148	167.0053
3.2991	-147.6358
3.2834	-142.0962
3.2677	72.0907
3.252	-87.7162
3.2363	-23.2822
3.2206	44.2167
3.2048	146.8335
3.1891	44.6769
3.1734	1.2648
3.1577	-34.8309
3.142	13.2794
3.1263	-142.1431
3.1106	-123.8005
3.0949	78.8728
3.0792	-236.6026
3.0635	58.5613
3.0478	-3.745
3.0321	123.9695
3.0164	217.5739
3.0007	67.9606
2.985	109.8581
2.9693	61.8803
2.9535	-233.2463
2.9378	-110.2492
2.9221	161.2469
2.9064	-170.3544
2.8907	-52.3908
2.875	-30.7212
2.8593	-179.5165
2.8436	1.326
2.8279	25.1265
2.8122	-27.7836
2.7965	-104.2897
2.7808	64.5196
2.7651	34.2643
2.7494	-79.3708
2.7337	-61.8522
2.718	-21.6301
2.7022	20.3548
2.6865	-96.621
2.6708	37.1153
2.6551	3.3393
2.6394	-95.5856
2.6237	-125.6044
2.608	-179.0628
2.5923	-126.0666
2.5766	-138.8164
2.5609	-101.6372
2.5452	38.9466
2.5295	69.037
2.5138	58.663
2.4981	74.6939
2.4824	-15.6476
2.4667	-81.5148
2.4509	-64.4715
2.4352	-30.8854
2.4195	39.1251
2.4038	-1.5335
2.3881	44.1867
2.3724	136.117
2.3567	-23.6835
2.341	-194.725
2.3253	-7.3346
2.3096	-124.2564
2.2939	-137.2988
2.2782	-44.0297
2.2625	-41.3132
2.2468	-191.2679
2.2311	214.3573
2.2154	50.5443
2.1996	-169.5865
2.1839	-28.0573
2.1682	122.0205
2.1525	43.3045
2.1368	41.5065
2.1211	136.4123
2.1054	-50.6375
2.0897	-263.1969
2.074	-134.0473
2.0583	68.5813
2.0426	28.2648
2.0269	39.0989
2.0112	50.8159
1.9955	8.9735
1.9798	88.2371
1.9641	-65.771
1.9483	98.6426
1.9326	174.6269
1.9169	-50.3077
1.9012	-123.1546
1.8855	-192.4313
1.8698	-123.0846
1.8541	-10.8929
1.8384	-95.8316
1.8227	-33.4954
1.807	-46.2872
1.7913	-144.3205
1.7756	-163.9539
1.7599	-12.0011
1.7442	-69.6166
1.7285	-64.2757
1.7127	20.3786
1.697	45.0217
1.6813	-88.1612
1.6656	91.7766
1.6499	-99.376
1.6342	12.6046
1.6185	-59.525
1.6028	245.3627
1.5871	105.4226
1.5714	-39.7196
1.5557	-86.4073
1.54	96.2798
1.5243	55.788
1.5086	23.8994
1.4929	8.5557
1.4772	83.8586
1.4614	65.7363
1.4457	-74.3926
1.43	128.1108
1.4143	-20.7662
1.3986	-90.2193
1.3829	-86.781
1.3672	-73.7513
1.3515	73.1818
1.3358	12.1423
1.3201	32.9566
1.3044	-11.7951
1.2887	166.2388
1.273	10.5363
1.2573	-185.1431
1.2416	-107.3022
1.2259	29.977
1.2101	34.1563
1.1944	-111.4942
1.1787	-265.1459
1.163	33.9183
1.1473	-23.183
1.1316	70.9789
1.1159	-31.7801
1.1002	-81.3196
1.0845	81.2413
1.0688	191.6716
1.0531	34.7976
1.0374	195.2832
1.0217	105.0269
1.006	80.4339
0.9903	-157.8092
0.9746	-138.2332
0.9588	-275.2352
0.9431	-38.4609
0.9274	-5.2452
0.9117	-88.0164
0.896	-52.662
0.8803	53.1573
0.8646	171.2079
0.8489	46.0275
0.8332	-84.9492
0.8175	112.0201
0.8018	-81.5741
0.7861	118.0496
0.7704	39.7257
0.7547	-72.4765
0.739	-158.6535
0.7233	14.0407
0.7075	145.4648
0.6918	87.244
0.6761	163.638
0.6604	178.8223
0.6447	-178.1376
0.629	150.6001
0.6133	103.3166
0.5976	125.8119
0.5819	-126.9575
0.5662	-20.1807
0.5505	-3.7203
0.5348	-154.9755
0.5191	62.3145
0.5034	156.9682
0.4877	-28.5631
0.472	41.0565
0.4562	74.7534
0.4405	88.0371
0.4248	54.4443
0.4091	-43.9234
0.3934	98.0206
0.3777	221.3257
0.362	-63
0.3463	31.7318
0.3306	79.0777
0.3149	10.6422
0.2992	22.8987
0.2835	84.0678
0.2678	175.6569
0.2521	37.5682
0.2364	-27.7185
0.2207	146.1269
0.2049	-104.7064
0.1892	34.7398
0.1735	-15.1266
0.1578	95.2085
0.1421	185.8978
0.1264	300.6661
0.1107	-5.137
0.095	6.4907
0.0793	55.3879
0.0636	244.0293
0.0479	25.4126
0.0322	275.0749
0.0165	91.6404
8.00E-04	-21.4265
-0.0149	122.0361
-0.0306	71.566
-0.0464	132.75
-0.0621	96.8713
-0.0778	39.7938
-0.0935	134.1302
-0.1092	119.7953
-0.1249	-127.1871
-0.1406	59.7901
-0.1563	7.0057
-0.172	-44.8607
-0.1877	116.9688
-0.2034	22.1673
-0.2191	172.6641
-0.2348	175.2161
-0.2505	82.0069
-0.2662	-10.3095
-0.2819	71.1604
-0.2977	98.7164
-0.3134	-86.1526
-0.3291	109.9776
-0.3448	-0.7128
-0.3605	45.1569
-0.3762	33.7498
-0.3919	136.9746
-0.4076	-128.3008
-0.4233	114.0996
-0.439	190.1657
-0.4547	139.4319
-0.4704	202.3536
-0.4861	43.4295
-0.5018	177.79
-0.5175	35.1645
-0.5332	5.3591
-0.549	239.2831
-0.5647	168.1042
-0.5804	158.2058
-0.5961	241.1529
-0.6118	132.3387
-0.6275	70.6262
-0.6432	8.2411
-0.6589	137.6061
-0.6746	97.4828
-0.6903	175.3715
-0.706	81.53
-0.7217	4.6219
-0.7374	353.5315
-0.7531	223.4008
-0.7688	201.6661
-0.7845	433.3458
-0.8003	219.4073
-0.816	219.2169
-0.8317	499.0017
-0.8474	423.4649
-0.8631	297.525
-0.8788	596.2492
-0.8945	475.4834
-0.9102	441.1574
-0.9259	512.1013
-0.9416	480.2822
-0.9573	597.9418
-0.973	727.8554
-0.9887	703.7791
-1.0044	819.6924
-1.0201	1120.7732
-1.0358	1126.2003
-1.0516	1269.0792
-1.0673	1617.5334
-1.083	1987.0831
-1.0987	2545.1392
-1.1144	3610.9551
-1.1301	5088.8647
-1.1458	7940.041
-1.1615	15717.1611
-1.1772	51583.6094
-1.1929	621167.75
-1.2086	340547.0625
-1.2243	67045.1484
-1.24	12654.7041
-1.2557	4935.4575
-1.2714	2407.7043
-1.2871	1604.234
-1.3029	929.353
-1.3186	660.9646
-1.3343	489.9842
-1.35	365.9935
-1.3657	11.2388
-1.3814	94.4536
-1.3971	-145.308
-1.4128	61.1424
-1.4285	28.2592
-1.4442	11.739
-1.4599	-177.9585
-1.4756	-45.256
-1.4913	-235.666
-1.507	-7.4459
-1.5227	-25.9188
-1.5384	-232.7395
-1.5542	-51.7281
-1.5699	-49.9584
-1.5856	-162.4653
-1.6013	-45.159
-1.617	3.0053
-1.6327	-95.6843
-1.6484	-117.505
-1.6641	-86.8374
-1.6798	-245.8963
-1.6955	-249.4405
-1.7112	-242.428
-1.7269	-121.549
-1.7426	-91.3104
-1.7583	-135.3967
-1.774	-172.6829
-1.7897	-230.7559
-1.8055	-228.5669
-1.8212	-104.5111
-1.8369	-187.4687
-1.8526	-84.6391
-1.8683	-126.0607
-1.884	118.3306
-1.8997	-191.1289
-1.9154	-133.0471
-1.9311	-99.4808
-1.9468	31.8122
-1.9625	-86.6096
-1.9782	95.5868
-1.9939	-232.7455
-2.0096	-109.6778
-2.0253	-218.2859
-2.041	-176.6629
-2.0568	-330.8829
-2.0725	67.3234
-2.0882	-167.7113
-2.1039	-180.9074
-2.1196	-83.3116
-2.1353	-60.0072
-2.151	-182.3343
-2.1667	91.8503
-2.1824	-213.0813
-2.1981	-119.4117
-2.2138	-11.8609
-2.2295	18.8946
-2.2452	-156.2128
-2.2609	-127.0323
-2.2766	-227.4446
-2.2924	-181.9654
-2.3081	-162.5969
-2.3238	-4.3788
-2.3395	-220.1201
-2.3552	5.4781
-2.3709	-60.7609
-2.3866	32.3979
-2.4023	-109.8372
-2.418	-90.2054
-2.4337	13.511
-2.4494	-150.3004
-2.4651	-181.1021
-2.4808	46.9876
-2.4965	-146.7127
-2.5122	-173.9857
-2.5279	-123.7152
-2.5437	-72.6022
-2.5594	-29.2615
-2.5751	66.1443
-2.5908	-84.2314
-2.6065	-2.7987
-2.6222	-75.6593
-2.6379	-47.8947
-2.6536	-22.5927
-2.6693	26.1117
-2.685	53.6993
-2.7007	-80.0492
-2.7164	-191.7076
-2.7321	-7.3368
-2.7478	-257.168
-2.7635	-70.1455
-2.7792	-42.1595
-2.795	84.0077
-2.8107	6.1087
-2.8264	-203.4318
-2.8421	5.8432
-2.8578	61.1367
-2.8735	-208.2902
-2.8892	-104.8456
-2.9049	-147.9335
-2.9206	-66.4219
-2.9363	-132.29
-2.952	-74.0914
-2.9677	-124.2091
-2.9834	-279.5613
-2.9991	-104.5362
-3.0148	40.2401
-3.0305	121.7896
-3.0463	28.0017
-3.062	35.0523
-3.0777	-58.5284
-3.0934	-189.6029
-3.1091	-138.3065
-3.1248	-239.5373
-3.1405	-198.0759
-3.1562	-171.8269
-3.1719	-82.6443
-3.1876	-0.2007
-3.2033	-100.4013
-3.219	-37.0148
-3.2347	20.881
-3.2504	-6.0967
-3.2661	-2.391
-3.2818	3.2831
-3.2976	-113.2322
-3.3133	-67.1427
-3.329	-291.1816
-3.3447	-216.771
-3.3604	-4.5345
-3.3761	-187.9531
-3.3918	-180.9502
-3.4075	56.6192
-3.4232	-8.0305
-3.4389	-208.6239
-3.4546	-150.3492
-3.4703	-267.0348
-3.486	-12.2945
-3.5017	-32.2759
-3.5174	-159.8758
-3.5331	-118.4658
-3.5489	-191.657
-3.5646	-49.1512
-3.5803	-259.8851
-3.596	-266.0254
-3.6117	-76.0131
-3.6274	8.2473
-3.6431	-28.8636
-3.6588	-101.7734
-3.6745	-167.4131
-3.6902	-113.956
-3.7059	9.854
-3.7216	23.5857
-3.7373	-86.8569
-3.753	-146.8498
-3.7687	-82.8406
-3.7844	-29.0119
-3.8002	16.4593
-3.8159	-236.0725
-3.8316	-149.2003
-3.8473	-28.338
-3.863	-350.7573
-3.8787	40.1611
-3.8944	-14.0911
-3.9101	-86.7122
-3.9258	-107.8832
-3.9415	-108.7738
-3.9572	-148.2921
-3.9729	-83.4074
-3.9886	-141.3488
-4.0043	-257.6226
-4.02	-111.3324
-4.0357	-16.9842
-4.0515	94.3649
-4.0672	-130.3632
-4.0829	-116.3927
-4.0986	83.8996
-4.1143	-46.557
-4.13	-163.9149
-4.1457	-151.2305
-4.1614	-216.566
-4.1771	-140.8693
-4.1928	-93.5045
-4.2085	-3.4821
-4.2242	-52.3504
-4.2399	67.5505
-4.2556	-81.3908
-4.2713	-17.5386
-4.287	-113.1276
-4.3028	-98.854
-4.3185	-134.2123
-4.3342	-94.9893
-4.3499	-121.8376
-4.3656	101.7045
-4.3813	-160.3011
-4.397	-45.3074
-4.4127	-22.4653
-4.4284	86.2231
-4.4441	50.9562
-4.4598	-133.8712
-4.4755	43.6906
-4.4912	-72.5635
-4.5069	-46.0269
-4.5226	-135.1288
-4.5383	-294.1767
-4.5541	-138.969
-4.5698	8.5239
-4.5855	-37.7325
-4.6012	54.7314
-4.6169	157.6267
-4.6326	103.6146
-4.6483	-52.3411
-4.664	-9.3782
-4.6797	-184.6226
-4.6954	-251.9491
-4.7111	-30.6499
-4.7268	-4.5234
-4.7425	-335.4096
-4.7582	13.2336
-4.7739	64.979
-4.7896	-110.5556
-4.8054	-143.4041
-4.8211	-199.6432
-4.8368	-140.1206
-4.8525	54.0217
-4.8682	61.5748
-4.8839	-200.1602
-4.8996	-125.3416
-4.9153	-38.0466
-4.931	-94.6912
-4.9467	57.3859
-4.9624	45.3085
-4.9781	-142.5847
-4.9938	-248.6726
-5.0095	-29.9004
-5.0252	-12.6562
-5.0409	-161.6816
-5.0567	-136.3068
-5.0724	-88.719
-5.0881	-180.2669
-5.1038	-195.4394
-5.1195	-152.0684
-5.1352	-51.8889
-5.1509	-25.6268
-5.1666	-116.6016
-5.1823	37.2722
-5.198	78.383
-5.2137	-156.4679
-5.2294	-151.2209
-5.2451	-172.2668
-5.2608	48.4583
-5.2765	-109.1625
-5.2922	89.9411
-5.308	-64.316
-5.3237	-130.6801
-5.3394	-140.8764
-5.3551	-138.4462
-5.3708	-164.0271
-5.3865	-97.4515
-5.4022	27.197
-5.4179	-95.3349
-5.4336	-175.0712
-5.4493	-6.3039
-5.465	46.5942
-5.4807	-26.7682
-5.4964	-303.3543
-5.5121	-166.2311
-5.5278	20.355
-5.5435	-31.0816
-5.5593	-163.6131
-5.575	15.6095
-5.5907	-123.7738
-5.6064	18.8181
-5.6221	-114.0105
-5.6378	-27.2719
-5.6535	-284.7267
-5.6692	-0.6689
-5.6849	-111.4328
-5.7006	-125.3088
-5.7163	-72.4287
-5.732	32.3698
-5.7477	-87.6189
-5.7634	118.479
-5.7791	21.4236
-5.7948	31.5584
-5.8106	69.4876
-5.8263	-209.1637
-5.842	23.8992
-5.8577	79.9449
-5.8734	6.1878
-5.8891	47.232
-5.9048	-134.1447
-5.9205	-11.5306
-5.9362	-217.7599
-5.9519	-121.2093
-5.9676	-128.7311
-5.9833	-71.4685
-5.999	-69.5159
-6.0147	129.6148
-6.0304	-46.8261
-6.0461	-181.9701
-6.0619	-61.3358
-6.0776	-40.7582
-6.0933	-15.1265
-6.109	25.1521
-6.1247	33.8592
-6.1404	185.849
-6.1561	-47.887
-6.1718	-97.3116
-6.1875	128.3549
-6.2032	-30.898
-6.2189	13.25
-6.2346	-155.6751
-6.2503	-142.9867
-6.266	-29.5973
-6.2817	-35.6135
-6.2975	-29.0566
-6.3132	46.3818
-6.3289	-55.595
-6.3446	19.9586
-6.3603	-227.7324
-6.376	-52.6308
-6.3917	-138.1882
-6.4074	6.0667
-6.4231	-48.5515
-6.4388	-31.2271
-6.4545	-140.2423
-6.4702	-71.8481
-6.4859	-127.8337
-6.5016	-347.933
-6.5173	-188.6222
-6.533	-54.5596
-6.5487	-21.0051
-6.5645	-118.3591
-6.5802	-76.0562
-6.5959	-56.1613
-6.6116	-57.7403
-6.6273	29.4427
-6.643	-160.919
-6.6587	48.2131
-6.6744	155.5974
-6.6901	-175.3068
-6.7058	-83.2069
-6.7215	-164.3331
-6.7372	-291.7545
-6.7529	-17.5789
-6.7686	54.4461
-6.7843	-60.2008
-6.8001	65.7077
-6.8158	-125.9378
-6.8315	112.05
-6.8472	-284.0516
-6.8629	-150.2166
-6.8786	67.1376
-6.8943	-16.3605
-6.91	-137.1487
-6.9257	-51.7809
-6.9414	-60.1785
-6.9571	-75.7721
-6.9728	50.0278
-6.9885	-124.2059
-7.0042	-141.8465
-7.0199	138.3774
-7.0356	11.1891
-7.0514	12.0822
-7.0671	-123.2692
-7.0828	-7.7397
-7.0985	-126.6204
-7.1142	-105.378
-7.1299	-92.6885
-7.1456	-151.0433
-7.1613	-57.5008
-7.177	-210.2608
-7.1927	-22.885
-7.2084	91.8718
-7.2241	31.6156
-7.2398	-67.04
-7.2555	-209.29
-7.2712	-218.8497
-7.2869	-72.7268
-7.3027	-62.0417
-7.3184	-5.5178
-7.3341	17.6219
-7.3498	61.04
-7.3655	-114.1932
-7.3812	-30.0288
-7.3969	41.8626
-7.4126	-78.744
-7.4283	-54.0263
-7.444	-111.7429
-7.4597	25.1301
-7.4754	-123.6685
-7.4911	76.7725
-7.5068	73.5451
-7.5225	171.5233
-7.5382	-77.2405
-7.554	-109.7645
-7.5697	-202.4291
-7.5854	-143.3958
-7.6011	-95.5
-7.6168	-140.2889
-7.6325	-50.2299
-7.6482	-6.8438
-7.6639	-83.7317
-7.6796	-172.0015
-7.6953	-71.0563
-7.711	-136.0213
-7.7267	138.3433
-7.7424	-118.1148
-7.7581	57.0192
-7.7738	-112.8282
-7.7895	-197.0322
-7.8053	-46.573
-7.821	-126.9208
-7.8367	-108.1536
-7.8524	-208.1877
-7.8681	-91.4743
-7.8838	-14.6194
-7.8995	117.5152
-7.9152	58.4994
-7.9309	-132.455
-7.9466	19.967
-7.9623	-86.1987
-7.978	-69.3009
-7.9937	-152.4619
-8.0094	-175.1336
-8.0251	-142.7567
-8.0408	-34.3875
-8.0566	-51.6874
-8.0723	-65.9839
-8.088	-76.6802
-8.1037	38.3926
-8.1194	-89.4962
-8.1351	202.7666
-8.1508	167.7635
-8.1665	-84.0046
-8.1822	-186.9785
-8.1979	-161.5506
-8.2136	-26.2717
-8.2293	71.9215
-8.245	-214.3155
-8.2607	-55.5681
-8.2764	-30.0145
-8.2921	-171.0165
-8.3079	24.4505
-8.3236	179.7827
-8.3393	-109.8584
-8.355	-143.5686
-8.3707	70.387
-8.3864	-6.3278
-8.4021	-102.4661
-8.4178	13.3188
-8.4335	54.0022
-8.4492	181.773
-8.4649	-71.3791
-8.4806	-38.6415
-8.4963	-147.8862
-8.512	84.6858
-8.5277	-33.9659
-8.5434	90.9722
-8.5592	-260.3869
-8.5749	-99.2543
-8.5906	-123.1914
-8.6063	-91.0908
-8.622	-65.884
-8.6377	-8.4996
-8.6534	-203.5726
-8.6691	-59.2233
-8.6848	11.6964
-8.7005	16.993
-8.7162	-167.6605
-8.7319	-247.7985
-8.7476	-106.1044
-8.7633	26.5223
-8.779	200.8079
-8.7947	-58.2567
-8.8105	-225.6995
-8.8262	-51.6685
-8.8419	-10.7644
-8.8576	-32.1141
-8.8733	-144.3365
-8.889	50.7698
-8.9047	-45.5265
-8.9204	-123.6994
-8.9361	54.7954
-8.9518	31.3934
-8.9675	-50.3554
-8.9832	63.8935
-8.9989	-93.2052
-9.0146	64.9788
-9.0303	-3.3224
-9.046	-31.8256
-9.0618	13.1308
-9.0775	-80.9096
-9.0932	21.8661
-9.1089	-155.1634
-9.1246	-118.29
-9.1403	-34.6027
-9.156	89.9947
-9.1717	-58.1762
-9.1874	-79.3719
-9.2031	-49.0346
-9.2188	4.9235
-9.2345	-52.9936
-9.2502	-4.8942
-9.2659	28.8874
-9.2816	-32.2454
-9.2973	-178.4074
-9.3131	-80.393
-9.3288	37.6112
-9.3445	263.3748
-9.3602	-57.7867
-9.3759	-96.4115
-9.3916	-80.0374
-9.4073	23.9491
-9.423	-74.6955
-9.4387	34.6731
-9.4544	-65.3064
-9.4701	15.7403
-9.4858	-315.1626
-9.5015	36.8644
-9.5172	-154.0099
-9.5329	37.3351
-9.5486	-138.8652
-9.5644	-131.7241
-9.5801	49.7989
-9.5958	128.4426
-9.6115	105.9071
-9.6272	256.5189
-9.6429	-170.6114
-9.6586	-138.5126
-9.6743	-110.4461
-9.69	-93.7314
-9.7057	-131.6917
-9.7214	-96.9972
-9.7371	-134.6687
-9.7528	20.1768
-9.7685	-62.6162
-9.7842	59.2901
-9.7999	102.0064
-9.8157	6.9719
-9.8314	-72.1413
-9.8471	-50.1526
-9.8628	-42.7145
-9.8785	-7.6252
-9.8942	44.2331
-9.9099	117.4457
-9.9256	-143.8189
-9.9413	-17.5774
-9.957	-45.0289
-9.9727	-85.9064
-9.9884	-85.8638
-10.0041	43.0546
-10.0198	109.702
-10.0355	183.7119
-10.0512	278.6161
-10.067	70.3137
