ppm	intensity
85.5214	-21.2109
85.5057	106.4129
85.49	52.3371
85.4743	251.9865
85.4586	132.4613
85.4429	49.3649
85.4272	80.8007
85.4115	182.1117
85.3958	-91.9338
85.3801	-6.0325
85.3644	35.9403
85.3487	218.1348
85.333	155.7815
85.3172	110.0436
85.3015	175.9307
85.2858	76.1587
85.2701	78.7496
85.2544	-185.1528
85.2387	-26.5305
85.223	-76.7513
85.2073	-42.1915
85.1916	66.9417
85.1759	119.8462
85.1602	47.3641
85.1445	90.6848
85.1288	24.9321
85.1131	196.5278
85.0974	-36.3275
85.0816	177.933
85.0659	28.2738
85.0502	-10.5064
85.0345	96.6979
85.0188	-23.2803
85.0031	-167.7653
84.9874	-14.762
84.9717	-63.6673
84.956	168.9504
84.9403	217.2772
84.9246	249.5018
84.9089	150.4932
84.8932	-37.0506
84.8775	27.7046
84.8618	150.6569
84.8461	104.448
84.8304	-20.5653
84.8146	48.0359
84.7989	73.7904
84.7832	58.5969
84.7675	28.4551
84.7518	98.5959
84.7361	86.2135
84.7204	16.6411
84.7047	11.6693
84.689	116.3894
84.6733	91.0715
84.6576	14.54
84.6419	119.2845
84.6262	44.2134
84.6105	127.5192
84.5948	157.4951
84.579	-2.7934
84.5633	78.952
84.5476	31.0332
84.5319	200.079
84.5162	-57.3179
84.5005	52.021
84.4848	-49.4024
84.4691	26.489
84.4534	31.3038
84.4377	147.9742
84.422	75.1249
84.4063	113.672
84.3906	82.158
84.3749	192.2717
84.3592	-17.0517
84.3435	-115.8727
84.3278	129.0422
84.312	80.5691
84.2963	14.9837
84.2806	-38.1444
84.2649	83.9037
84.2492	154.2118
84.2335	-36.0736
84.2178	132.7984
84.2021	97.8668
84.1864	-118.2189
84.1707	111.5284
84.155	-25.1416
84.1393	114.5534
84.1236	-10.8878
84.1079	106.0569
84.0922	112.3181
84.0764	-117.5132
84.0607	92.4539
84.045	91.0865
84.0293	35.9145
84.0136	9.2168
83.9979	73.6603
83.9822	182.751
83.9665	13.8959
83.9508	161.4265
83.9351	-40.3271
83.9194	55.9141
83.9037	54.0735
83.888	97.8088
83.8723	41.015
83.8566	81.0736
83.8409	91.608
83.8251	114.9401
83.8094	-48.6545
83.7937	168.4406
83.778	28.8084
83.7623	137.3707
83.7466	272.5141
83.7309	187.8077
83.7152	162.3555
83.6995	70.9198
83.6838	120.7817
83.6681	-132.9221
83.6524	93.2568
83.6367	264.1033
83.621	157.378
83.6053	113.9042
83.5896	101.7092
83.5738	71.2571
83.5581	-51.2988
83.5424	137.7387
83.5267	40.9212
83.511	-52.8711
83.4953	68.8936
83.4796	168.6906
83.4639	179.3078
83.4482	91.5925
83.4325	-4.9665
83.4168	-88.7183
83.4011	138.5506
83.3854	294.4718
83.3697	79.2509
83.354	179.2521
83.3382	191.4445
83.3225	57.8555
83.3068	33.4546
83.2911	-0.7462
83.2754	111.6513
83.2597	139.8087
83.244	73.7618
83.2283	214.34
83.2126	161.5737
83.1969	51.9518
83.1812	80.6407
83.1655	112.0462
83.1498	156.0067
83.1341	89.9933
83.1184	124.8412
83.1027	135.4697
83.087	-103.1571
83.0712	-28.0074
83.0555	10.3566
83.0398	13.5915
83.0241	127.4061
83.0084	14.9417
82.9927	123.9545
82.977	166.6676
82.9613	41.9326
82.9456	-181.062
82.9299	24.2721
82.9142	-7.985
82.8985	97.6474
82.8828	146.7231
82.8671	96.6599
82.8514	65.3626
82.8357	202.1475
82.8199	82.6473
82.8042	-10.8555
82.7885	184.8948
82.7728	-63.602
82.7571	-114.4252
82.7414	148.6163
82.7257	-44.4007
82.71	-88.6336
82.6943	95.0199
82.6786	213.9215
82.6629	284.1581
82.6472	2.4946
82.6315	219.3965
82.6158	32.8686
82.6001	-29.7837
82.5844	-13.9906
82.5686	78.5991
82.5529	144.5924
82.5372	-32.7677
82.5215	254.9995
82.5058	69.3775
82.4901	4.4852
82.4744	3.318
82.4587	165.2986
82.443	-89.0773
82.4273	104.6084
82.4116	9.0938
82.3959	48.4422
82.3802	68.5287
82.3645	104.2476
82.3488	55.3707
82.3331	-3.3406
82.3173	174.4462
82.3016	50.2441
82.2859	226.9545
82.2702	233.6453
82.2545	188.3986
82.2388	43.2399
82.2231	121.4855
82.2074	23.3096
82.1917	139.6471
82.176	37.8574
82.1603	19.2857
82.1446	-27.4751
82.1289	-67.1993
82.1132	119.8348
82.0975	221.149
82.0817	-43.2635
82.066	-41.5488
82.0503	168.2354
82.0346	39.5793
82.0189	-45.059
82.0032	228.2792
81.9875	-85.9735
81.9718	14.6707
81.9561	38.2911
81.9404	26.9616
81.9247	56.618
81.909	39.9642
81.8933	76.424
81.8776	64.5656
81.8619	48.4399
81.8462	55.5449
81.8305	34.3362
81.8147	41.2482
81.799	110.8644
81.7833	13.4489
81.7676	53.5451
81.7519	-132.8893
81.7362	-99.7938
81.7205	35.7601
81.7048	-12.9788
81.6891	45.9214
81.6734	51.6341
81.6577	23.5581
81.642	-63.9393
81.6263	88.1983
81.6106	-119.1183
81.5949	175.2888
81.5791	-18.5223
81.5634	153.9847
81.5477	86.1738
81.532	91.8011
81.5163	70.0184
81.5006	-98.1034
81.4849	94.2849
81.4692	137.5873
81.4535	4.814
81.4378	-51.8291
81.4221	-105.9203
81.4064	14.9606
81.3907	119.9206
81.375	-109.3788
81.3593	87.7701
81.3436	5.065
81.3279	118.265
81.3121	200.6832
81.2964	129.549
81.2807	35.8107
81.265	220.4985
81.2493	279.9384
81.2336	18.8281
81.2179	190.7772
81.2022	89.2916
81.1865	157.1578
81.1708	-14.7665
81.1551	116.0816
81.1394	181.2747
81.1237	-41.2459
81.108	-46.1081
81.0923	-91.9259
81.0766	-74.6951
81.0608	-31.2156
81.0451	36.2899
81.0294	28.465
81.0137	141.721
80.998	-38.7454
80.9823	-61.3831
80.9666	-180.416
80.9509	-14.9933
80.9352	159.0226
80.9195	135.1654
80.9038	-44.444
80.8881	-16.7581
80.8724	68.2782
80.8567	62.827
80.841	79.7637
80.8252	255.8104
80.8095	129.2254
80.7938	58.8886
80.7781	15.9942
80.7624	99.0022
80.7467	115.6644
80.731	-48.0352
80.7153	128.4287
80.6996	15.3052
80.6839	-21.8258
80.6682	44.6787
80.6525	83.7275
80.6368	-1.9749
80.6211	0.0118
80.6054	-113.7918
80.5897	78.7029
80.574	78.7112
80.5582	-29.6289
80.5425	262.9045
80.5268	57.6725
80.5111	41.8013
80.4954	132.6031
80.4797	70.6864
80.464	8.266
80.4483	-13.9497
80.4326	-65.8428
80.4169	113.9661
80.4012	118.6338
80.3855	77.3065
80.3698	26.9763
80.3541	18.2377
80.3384	182.1774
80.3226	65.3846
80.3069	105.7447
80.2912	199.5259
80.2755	-33.543
80.2598	248.6206
80.2441	-251.2339
80.2284	113.3821
80.2127	-69.8201
80.197	101.4166
80.1813	288.4213
80.1656	86.9651
80.1499	132.7014
80.1342	139.2076
80.1185	134.9583
80.1028	19.2434
80.0871	126.9335
80.0714	251.6302
80.0556	1.4031
80.0399	-22.7053
80.0242	-39.8521
80.0085	-69.8462
79.9928	54.1589
79.9771	-18.4996
79.9614	-63.1781
79.9457	8.4425
79.93	48.8908
79.9143	-131.0638
79.8986	122.3011
79.8829	-88.1354
79.8672	47.9391
79.8515	-255.4207
79.8358	181.446
79.8201	-83.6304
79.8043	-143.4588
79.7886	131.5303
79.7729	-13.9204
79.7572	23.7119
79.7415	228.441
79.7258	124.5112
79.7101	43.7565
79.6944	290.2103
79.6787	122.9102
79.663	96.1938
79.6473	35.6329
79.6316	61.8753
79.6159	138.8407
79.6002	270.6943
79.5845	88.5594
79.5687	85.9324
79.553	133.8772
79.5373	156.5067
79.5216	93.5406
79.5059	69.1508
79.4902	47.1768
79.4745	158.9694
79.4588	177.3551
79.4431	93.4793
79.4274	-4.1606
79.4117	-231.0254
79.396	-16.8762
79.3803	-18.7738
79.3646	122.0197
79.3489	283.5336
79.3332	80.305
79.3175	73.5877
79.3017	184.8694
79.286	81.8946
79.2703	-74.7662
79.2546	-51.0842
79.2389	61.0543
79.2232	108.4774
79.2075	206.0961
79.1918	28.6278
79.1761	107.6037
79.1604	-9.5309
79.1447	-101.6372
79.129	125.8186
79.1133	87.3776
79.0976	208.6979
79.0819	115.7466
79.0661	191.3607
79.0504	-48.9013
79.0347	172.0934
79.019	178.5985
79.0033	21.5253
78.9876	105.2932
78.9719	21.1
78.9562	82.7656
78.9405	139.3124
78.9248	48.425
78.9091	-15.7877
78.8934	-8.0052
78.8777	9.4895
78.862	-26.7734
78.8463	-74.4169
78.8306	5.0015
78.8148	58.6164
78.7991	89.0481
78.7834	7.3615
78.7677	131.5931
78.752	-275.0927
78.7363	54.831
78.7206	-107.2574
78.7049	106.837
78.6892	44.1163
78.6735	-56.9888
78.6578	-30.4153
78.6421	115.701
78.6264	6.354
78.6107	-42.9901
78.595	-86.8912
78.5793	50.7392
78.5636	-55.4656
78.5478	56.4606
78.5321	149.7548
78.5164	-12.9937
78.5007	166.8526
78.485	161.3685
78.4693	151.6852
78.4536	83.7807
78.4379	-46.5186
78.4222	-30.2763
78.4065	19.5156
78.3908	35.231
78.3751	-2.5152
78.3594	72.8538
78.3437	208.8718
78.328	59.4636
78.3122	-50.4533
78.2965	45.444
78.2808	107.8161
78.2651	63.8087
78.2494	218.3722
78.2337	102.3236
78.218	121.7435
78.2023	167.8915
78.1866	168.6882
78.1709	-36.6803
78.1552	20.5259
78.1395	-90.6235
78.1238	-91.4739
78.1081	96.7929
78.0924	-61.3753
78.0767	-25.2824
78.0609	211.6004
78.0452	-76.8793
78.0295	154.9168
78.0138	-142.2691
77.9981	79.8978
77.9824	-171.7968
77.9667	49.5438
77.951	74.3321
77.9353	36.2703
77.9196	-42.6497
77.9039	67.7524
77.8882	125.4967
77.8725	187.866
77.8568	-67.9042
77.8411	55.5737
77.8254	102.1449
77.8096	-50.7019
77.7939	9.5438
77.7782	74.2327
77.7625	19.338
77.7468	148.9089
77.7311	-111.3276
77.7154	-58.0975
77.6997	-16.4613
77.684	33.3198
77.6683	-101.0407
77.6526	-54.8917
77.6369	105.4962
77.6212	106.6318
77.6055	174.0569
77.5898	15.8913
77.5741	-65.1995
77.5583	83.4307
77.5426	-49.915
77.5269	120.0648
77.5112	210.0994
77.4955	-173.4731
77.4798	150.9583
77.4641	152.4422
77.4484	196.4075
77.4327	148.6762
77.417	157.0237
77.4013	-1.5268
77.3856	-16.8986
77.3699	145.793
77.3542	62.9694
77.3385	91.1728
77.3227	99.5716
77.307	145.5206
77.2913	23.3301
77.2756	137.1324
77.2599	36.7322
77.2442	5.8134
77.2285	47.031
77.2128	-86.1127
77.1971	-32.6539
77.1814	-9.0782
77.1657	94.996
77.15	138.4714
77.1343	0.8389
77.1186	-52.9494
77.1029	95.8549
77.0872	-95.6771
77.0714	71.9988
77.0557	114.2696
77.04	74.7967
77.0243	157.2815
77.0086	70.9343
76.9929	178.3153
76.9772	153.7142
76.9615	82.2714
76.9458	143.5598
76.9301	-17.6417
76.9144	118.5516
76.8987	77.8074
76.883	176.9989
76.8673	21.7325
76.8516	-19.2722
76.8359	157.7629
76.8202	137.1279
76.8044	67.5055
76.7887	39.3419
76.773	143.4497
76.7573	-127.5651
76.7416	91.9909
76.7259	114.7325
76.7102	139.3513
76.6945	136.718
76.6788	2.0711
76.6631	65.5333
76.6474	-75.0695
76.6317	76.4275
76.616	-137.1008
76.6003	-300.5832
76.5846	90.291
76.5688	285.0148
76.5531	-136.0766
76.5374	62.1624
76.5217	-12.5726
76.506	-36.2024
76.4903	69.6184
76.4746	152.2336
76.4589	93.8702
76.4432	-129.984
76.4275	65.3418
76.4118	-99.3023
76.3961	21.4995
76.3804	120.6312
76.3647	-7.7501
76.349	85.8618
76.3333	108.2725
76.3176	71.9578
76.3018	32.386
76.2861	-30.6668
76.2704	-2.2042
76.2547	-32.6669
76.239	-19.3205
76.2233	-5.7074
76.2076	-84.25
76.1919	-212.0822
76.1762	-83.5605
76.1605	-61.3202
76.1448	-35.164
76.1291	-40.0157
76.1134	29.5775
76.0977	-44.7486
76.082	36.184
76.0662	-75.7747
76.0505	-36.0937
76.0348	44.1824
76.0191	-97.7157
76.0034	8.751
75.9877	-58.4156
75.972	42.8571
75.9563	-61.9445
75.9406	-97.8295
75.9249	138.9012
75.9092	169.8906
75.8935	162.793
75.8778	-77.7391
75.8621	-18.5207
75.8464	95.4586
75.8307	210.4289
75.8149	163.3795
75.7992	-25.6592
75.7835	94.0372
75.7678	-104.4286
75.7521	102.8356
75.7364	123.7638
75.7207	0.2679
75.705	218.4035
75.6893	278.7914
75.6736	164.577
75.6579	1.2925
75.6422	80.8065
75.6265	-47.4827
75.6108	50.5549
75.5951	126.4378
75.5794	157.1029
75.5637	78.4847
75.5479	139.7296
75.5322	108.6194
75.5165	198.7421
75.5008	140.9488
75.4851	-26.9802
75.4694	-15.0248
75.4537	-10.1398
75.438	103.7228
75.4223	8.8434
75.4066	165.3304
75.3909	-146.5705
75.3752	74.5327
75.3595	42.5228
75.3438	97.0061
75.3281	65.784
75.3123	162.4385
75.2966	110.3591
75.2809	36.0236
75.2652	134.6945
75.2495	115.5391
75.2338	101.9689
75.2181	-84.8751
75.2024	92.015
75.1867	43.4295
75.171	71.2838
75.1553	-7.528
75.1396	52.1169
75.1239	182.3998
75.1082	39.2019
75.0925	125.0792
75.0768	241.0534
75.0611	169.4954
75.0453	-74.8853
75.0296	51.6029
75.0139	136.8051
74.9982	-41.907
74.9825	63.8556
74.9668	62.2835
74.9511	107.396
74.9354	-37.8434
74.9197	30.7112
74.904	-41.4513
74.8883	-101.3014
74.8726	97.5304
74.8569	92.1738
74.8412	42.1879
74.8255	15.5984
74.8097	146.4959
74.794	66.5474
74.7783	141.8608
74.7626	-166.0831
74.7469	-78.526
74.7312	121.8657
74.7155	4.844
74.6998	108.1566
74.6841	83.3289
74.6684	47.2548
74.6527	163.0998
74.637	229.266
74.6213	225.6324
74.6056	41.061
74.5899	119.4548
74.5742	99.2929
74.5584	60.7786
74.5427	0.9707
74.527	121.4437
74.5113	55.4453
74.4956	-43.9851
74.4799	-129.4406
74.4642	-35.3111
74.4485	-3.9422
74.4328	-18.5285
74.4171	-6.2786
74.4014	-65.5015
74.3857	25.0997
74.37	161.6886
74.3543	-62.35
74.3386	5.4264
74.3229	44.0246
74.3071	28.4915
74.2914	-72.6367
74.2757	176.0561
74.26	105.3333
74.2443	-24.5033
74.2286	-26.2862
74.2129	122.3897
74.1972	-12.4272
74.1815	-130.5457
74.1658	-151.8436
74.1501	-19.3602
74.1344	90.0732
74.1187	-76.051
74.103	127.472
74.0873	117.987
74.0716	-123.8916
74.0558	120.626
74.0401	88.7635
74.0244	90.0608
74.0087	131.0793
73.993	100.8028
73.9773	-4.4006
73.9616	32.8024
73.9459	116.245
73.9302	-0.4068
73.9145	-57.5489
73.8988	134.7399
73.8831	157.3503
73.8674	10.0603
73.8517	58.3395
73.836	81.5576
73.8203	-87.1157
73.8046	-129.3763
73.7888	127.2251
73.7731	179.7841
73.7574	114.8359
73.7417	99.1294
73.726	-86.6268
73.7103	218.8678
73.6946	270.3836
73.6789	213.3532
73.6632	97.1423
73.6475	171.4498
73.6318	29.0531
73.6161	40.9017
73.6004	31.0764
73.5847	76.5904
73.569	188.8723
73.5532	8.9056
73.5375	163.3567
73.5218	84.4084
73.5061	91.3141
73.4904	-26.5329
73.4747	90.5458
73.459	-89.7524
73.4433	-79.0333
73.4276	52.0228
73.4119	155.5769
73.3962	113.8871
73.3805	21.1246
73.3648	-51.8886
73.3491	83.4631
73.3334	68.0607
73.3176	12.4963
73.3019	121.6572
73.2862	151.7519
73.2705	114.8848
73.2548	98.5423
73.2391	95.0254
73.2234	111.6189
73.2077	-60.4539
73.192	139.0819
73.1763	-77.0519
73.1606	50.6198
73.1449	291.7103
73.1292	0.345
73.1135	80.7427
73.0978	-42.7291
73.0821	-103.1987
73.0664	97.2885
73.0506	199.0727
73.0349	57.4291
73.0192	105.5409
73.0035	107.7845
72.9878	184.4776
72.9721	21.9865
72.9564	0.1509
72.9407	-3.2431
72.925	66.4746
72.9093	2.2046
72.8936	144.1292
72.8779	198.2005
72.8622	40.8553
72.8465	184.6865
72.8308	40.5713
72.8151	-92.9449
72.7993	48.7625
72.7836	-20.3508
72.7679	31.1956
72.7522	27.583
72.7365	175.2573
72.7208	83.5211
72.7051	-79.763
72.6894	-83.3017
72.6737	55.2258
72.658	12.2519
72.6423	28.8264
72.6266	-6.0075
72.6109	150.2791
72.5952	20.8002
72.5795	112.5286
72.5638	-136.7088
72.548	128.4942
72.5323	104.1683
72.5166	-26.6817
72.5009	47.7924
72.4852	40.2093
72.4695	-71.1441
72.4538	65.0016
72.4381	-24.8136
72.4224	122.7451
72.4067	105.6919
72.391	102.7261
72.3753	-208.9832
72.3596	20.5824
72.3439	-153.3141
72.3282	-156.1595
72.3125	-78.6324
72.2967	177.3129
72.281	-32.7213
72.2653	187.3589
72.2496	8.4163
72.2339	86.012
72.2182	72.7058
72.2025	-17.1732
72.1868	54.3402
72.1711	89.7558
72.1554	-146.2413
72.1397	-70.3067
72.124	-95.2055
72.1083	69.456
72.0926	-38.2732
72.0769	-2.0834
72.0611	78.6004
72.0454	-13.4062
72.0297	122.6383
72.014	40.3827
71.9983	134.8971
71.9826	141.4722
71.9669	-69.1506
71.9512	-41.052
71.9355	43.3298
71.9198	138.6808
71.9041	72.3224
71.8884	207.5415
71.8727	164.781
71.857	142.1754
71.8413	218.0195
71.8256	81.6362
71.8098	-115.1008
71.7941	10.753
71.7784	89.8013
71.7627	-0.6064
71.747	189.3044
71.7313	94.796
71.7156	-51.0821
71.6999	-9.9741
71.6842	62.5702
71.6685	145.8477
71.6528	160.555
71.6371	253.6865
71.6214	-23.6196
71.6057	98.1748
71.59	65.0144
71.5743	105.34
71.5585	9.0365
71.5428	-8.2017
71.5271	-140.1902
71.5114	-6.583
71.4957	119.5997
71.48	-67.5626
71.4643	-25.1757
71.4486	21.3001
71.4329	202.1815
71.4172	102.0547
71.4015	13.3353
71.3858	-124.6306
71.3701	-18.2962
71.3544	-249.4222
71.3387	145.2048
71.323	85.5613
71.3072	70.7248
71.2915	-207.7929
71.2758	76.1605
71.2601	191.7768
71.2444	31.5698
71.2287	-189.9132
71.213	-172.2005
71.1973	22.7941
71.1816	77.2266
71.1659	-50.597
71.1502	-119.6986
71.1345	-96.9892
71.1188	-118.8754
71.1031	94.0814
71.0874	131.0886
71.0717	48.2792
71.0559	67.6173
71.0402	45.9415
71.0245	152.83
71.0088	-76.6324
70.9931	-30.0459
70.9774	173.1084
70.9617	122.0637
70.946	98.1875
70.9303	-88.4864
70.9146	-66.1346
70.8989	44.8489
70.8832	152.1193
70.8675	19.233
70.8518	38.8713
70.8361	-16.2621
70.8204	15.6848
70.8046	172.3687
70.7889	187.7395
70.7732	98.0019
70.7575	-31.1042
70.7418	3.589
70.7261	-145.9647
70.7104	51.865
70.6947	6.1807
70.679	146.3387
70.6633	211.5497
70.6476	105.6798
70.6319	81.6337
70.6162	-41.5883
70.6005	-67.3002
70.5848	75.0122
70.5691	36.7635
70.5533	97.5121
70.5376	-43.8429
70.5219	197.5498
70.5062	-91.7237
70.4905	-54.4634
70.4748	45.1862
70.4591	-31.1038
70.4434	14.3149
70.4277	93.0006
70.412	22.7702
70.3963	15.2117
70.3806	115.3839
70.3649	62.3084
70.3492	168.2569
70.3335	-25.2252
70.3177	82.3129
70.302	-72.9843
70.2863	44.4169
70.2706	67.0602
70.2549	125.5935
70.2392	155.3259
70.2235	115.5675
70.2078	-121.5099
70.1921	-28.8983
70.1764	-80.2746
70.1607	120.6787
70.145	186.8476
70.1293	84.3733
70.1136	25.4575
70.0979	-43.1337
70.0822	74.1896
70.0665	62.5201
70.0507	-151.869
70.035	82.2864
70.0193	-18.5663
70.0036	-16.1865
69.9879	53.8414
69.9722	72.1584
69.9565	56.1625
69.9408	-17.4191
69.9251	185.2923
69.9094	-37.8741
69.8937	-1.0531
69.878	-20.5128
69.8623	18.3196
69.8466	-173.6951
69.8309	75.6339
69.8152	211.2862
69.7994	-19.0382
69.7837	154.4731
69.768	-36.843
69.7523	55.8155
69.7366	-63.9983
69.7209	99.254
69.7052	77.4421
69.6895	40.6049
69.6738	64.1529
69.6581	-111.7888
69.6424	150.9118
69.6267	-23.4198
69.611	1.0497
69.5953	-22.2595
69.5796	173.8417
69.5639	144.8236
69.5481	108.4766
69.5324	113.5819
69.5167	149.6353
69.501	-42.0134
69.4853	108.247
69.4696	140.4058
69.4539	-114.4943
69.4382	-121.8281
69.4225	-157.9434
69.4068	-22.1255
69.3911	133.927
69.3754	-143.9756
69.3597	-27.5999
69.344	35.627
69.3283	159.6416
69.3126	169.7444
69.2968	-105.2309
69.2811	22.4225
69.2654	-13.8085
69.2497	-18.1732
69.234	48.9717
69.2183	169.1579
69.2026	11.745
69.1869	-65.6624
69.1712	5.7342
69.1555	7.1369
69.1398	87.9284
69.1241	-90.0549
69.1084	-59.2795
69.0927	-73.38
69.077	129.4781
69.0612	128.2354
69.0455	-43.7071
69.0298	125.0505
69.0141	72.638
68.9984	141.7002
68.9827	54.9534
68.967	165.0821
68.9513	167.4324
68.9356	158.5865
68.9199	115.7502
68.9042	-146.1738
68.8885	75.1332
68.8728	104.3896
68.8571	-38.8421
68.8414	14.3696
68.8257	-107.9384
68.81	40.301
68.7942	211.5974
68.7785	-11.3188
68.7628	41.7706
68.7471	118.2161
68.7314	50.0938
68.7157	-85.8479
68.7	85.22
68.6843	32.7639
68.6686	11.0951
68.6529	45.829
68.6372	88.2942
68.6215	206.2303
68.6058	159.2937
68.5901	-9.9428
68.5744	-158.5077
68.5586	85.5836
68.5429	66.9915
68.5272	89.4475
68.5115	-36.5687
68.4958	138.5951
68.4801	-32.1162
68.4644	242.4816
68.4487	215.0479
68.433	36.5833
68.4173	-92.1924
68.4016	156.5712
68.3859	108.7336
68.3702	199.8677
68.3545	157.1323
68.3388	35.0681
68.3231	85.3151
68.3074	142.392
68.2916	-12.4678
68.2759	-103.8739
68.2602	11.2238
68.2445	-28.5937
68.2288	-99.8585
68.2131	-28.9547
68.1974	46.9515
68.1817	125.1248
68.166	188.5589
68.1503	147.1243
68.1346	110.8586
68.1189	133.6109
68.1032	38.6549
68.0875	-33.9965
68.0718	163.4649
68.0561	156.5994
68.0403	-54.2797
68.0246	161.4448
68.0089	126.3403
67.9932	90.0325
67.9775	117.2747
67.9618	15.2498
67.9461	167.6375
67.9304	49.9298
67.9147	-55.2738
67.899	-73.1717
67.8833	34.1651
67.8676	93.3242
67.8519	81.8707
67.8362	-49.3039
67.8205	107.0369
67.8047	53.9126
67.789	-29.6763
67.7733	33.5878
67.7576	73.3804
67.7419	60.2954
67.7262	132.8974
67.7105	161.2314
67.6948	-7.3118
67.6791	179.9425
67.6634	28.3959
67.6477	-126.6156
67.632	66.0867
67.6163	100.902
67.6006	-121.4603
67.5849	-4.0428
67.5692	57.4285
67.5535	-7.5437
67.5377	-0.2221
67.522	36.2935
67.5063	34.1267
67.4906	31.9257
67.4749	-27.6471
67.4592	19.4782
67.4435	-36.9956
67.4278	113.8619
67.4121	-155.7999
67.3964	19.5326
67.3807	-24.1385
67.365	28.4541
67.3493	-243.8283
67.3336	19.9272
67.3179	122.9321
67.3021	-42.0847
67.2864	-58.8912
67.2707	93.085
67.255	56.4795
67.2393	19.6806
67.2236	119.6772
67.2079	213.3008
67.1922	-48.5851
67.1765	18.5125
67.1608	52.3793
67.1451	93.4413
67.1294	-14.7545
67.1137	40.1701
67.098	44.3846
67.0823	151.1551
67.0666	223.9712
67.0508	67.3676
67.0351	-36.9139
67.0194	70.2501
67.0037	-82.0043
66.988	38.5732
66.9723	29.6277
66.9566	-20.838
66.9409	-165.793
66.9252	-90.82
66.9095	-167.5755
66.8938	219.4585
66.8781	87.1469
66.8624	261.1227
66.8467	26.6043
66.831	14.2893
66.8153	116.4007
66.7996	69.0273
66.7838	-0.1075
66.7681	97.0992
66.7524	38.7565
66.7367	122.8384
66.721	125.2519
66.7053	11.8273
66.6896	46.7919
66.6739	-107.3605
66.6582	-102.1905
66.6425	-73.4943
66.6268	70.961
66.6111	105.057
66.5954	227.5341
66.5797	120.3966
66.564	28.6476
66.5482	-91.7738
66.5325	91.6531
66.5168	187.1338
66.5011	49.9494
66.4854	-108.3918
66.4697	101.2626
66.454	114.4643
66.4383	128.4525
66.4226	54.1491
66.4069	-131.631
66.3912	-51.6698
66.3755	59.2032
66.3598	87.0785
66.3441	-32.9981
66.3284	120.8685
66.3127	-56.7982
66.297	80.0746
66.2812	133.7195
66.2655	24.5069
66.2498	72.8063
66.2341	-33.9497
66.2184	119.5536
66.2027	40.8553
66.187	-81.1728
66.1713	-104.0891
66.1556	17.8366
66.1399	-214.5822
66.1242	264.8411
66.1085	-31.6452
66.0928	-82.9934
66.0771	108.6657
66.0614	66.2618
66.0456	84.8142
66.0299	108.8098
66.0142	134.5587
65.9985	374.9084
65.9828	189.261
65.9671	184.9422
65.9514	91.4762
65.9357	55.4259
65.92	-107.9442
65.9043	49.1047
65.8886	-17.7669
65.8729	126.5566
65.8572	75.1168
65.8415	-72.9816
65.8258	111.6065
65.8101	99.3731
65.7943	34.5594
65.7786	113.8181
65.7629	-69.5954
65.7472	13.9515
65.7315	-30.5932
65.7158	93.2812
65.7001	208.8305
65.6844	15.9436
65.6687	-105.7181
65.653	94.6222
65.6373	226.2404
65.6216	58.1411
65.6059	-102.6606
65.5902	-65.7727
65.5745	30.9808
65.5588	-12.1598
65.543	180.562
65.5273	94.0305
65.5116	55.558
65.4959	68.2321
65.4802	52.9182
65.4645	58.9812
65.4488	-20.606
65.4331	107.1562
65.4174	110.2666
65.4017	29.0977
65.386	63.731
65.3703	-79.3653
65.3546	-12.2644
65.3389	122.7903
65.3232	92.5876
65.3075	178.9727
65.2917	6.5029
65.276	155.8677
65.2603	20.2043
65.2446	-113.4546
65.2289	69.0132
65.2132	107.3082
65.1975	56.9357
65.1818	89.1781
65.1661	210.7489
65.1504	124.2116
65.1347	130.0299
65.119	86.937
65.1033	213.3887
65.0876	32.9945
65.0719	27.3422
65.0562	175.5088
65.0404	165.3229
65.0247	82.5952
65.009	24.143
64.9933	66.6201
64.9776	-10.4424
64.9619	72.229
64.9462	20.3933
64.9305	139.8938
64.9148	35.9988
64.8991	83.5215
64.8834	198.927
64.8677	21.4841
64.852	17.0525
64.8363	149.5832
64.8206	109.2806
64.8048	-78.6284
64.7891	177.4657
64.7734	-14.9159
64.7577	-58.4358
64.742	-8.6821
64.7263	-48.6236
64.7106	47.8637
64.6949	163.0266
64.6792	36.4172
64.6635	81.2834
64.6478	101.6204
64.6321	120.1395
64.6164	28.2293
64.6007	-20.0789
64.585	136.6791
64.5693	51.3498
64.5536	-20.7406
64.5378	-121.6448
64.5221	164.3924
64.5064	109.9808
64.4907	95.9164
64.475	-170.2048
64.4593	75.7673
64.4436	327.0162
64.4279	-8.4638
64.4122	-110.3006
64.3965	87.6431
64.3808	69.6684
64.3651	85.7691
64.3494	-70.3094
64.3337	83.8285
64.318	184.4475
64.3022	-51.4245
64.2865	-190.8261
64.2708	-102.2471
64.2551	141.3866
64.2394	-8.9902
64.2237	-44.3053
64.208	156.686
64.1923	129.601
64.1766	21.3702
64.1609	80.4775
64.1452	103.3667
64.1295	-47.8636
64.1138	-51.9168
64.0981	99.435
64.0824	14.6667
64.0667	97.0574
64.0509	89.2409
64.0352	119.9965
64.0195	7.487
64.0038	69.4561
63.9881	16.8233
63.9724	-163.0881
63.9567	6.6905
63.941	29.8743
63.9253	-14.1303
63.9096	-7.0217
63.8939	51.219
63.8782	-5.9369
63.8625	191.817
63.8468	-87.686
63.8311	54.8666
63.8154	70.7262
63.7996	-62.6566
