,configuration,functional,basis,n_dmso,n_water,13c_ch2_avg,13c_ch2_max,13c_ch3_avg,13c_ch3_max,1h_ch2_avg,1h_ch2_max,1h_ch3_avg,1h_ch3_max
592,3,B3LYP,Def2TZVP,6,1,71.06,72.277,59.939,61.156,7.747,7.747,7.515,7.515
593,3,B3LYP,Def2TZVP,6,2,71.06,72.277,59.939,61.156,6.71,7.158,6.478,6.926
594,3,B3LYP,Def2TZVP,6,3,71.06,72.277,59.939,61.156,5.831,5.846,5.599,5.614
595,3,B3LYP,Def2TZVP,6,4,71.06,72.277,59.939,61.156,5.704,6.604,5.472,6.372
596,3,B3LYP,Def2TZVP,6,6,71.06,72.277,59.939,61.156,5.141,6.544,4.909,6.312
597,3,B3LYP,Def2TZVP,6,8,71.06,72.277,59.939,61.156,4.828,6.485,4.596,6.253
598,3,B3LYP,Def2TZVP,6,10,71.06,72.277,59.939,61.156,4.772,6.403,4.54,6.171
599,3,B3LYP,Def2TZVP,6,12,71.06,72.277,59.939,61.156,4.287,6.411,4.055,6.179
600,4,B3LYP,Def2TZVP,1,1,71.01,71.01,59.32,59.32,7.813,7.813,7.552,7.552
601,4,B3LYP,Def2TZVP,1,2,71.01,71.01,59.32,59.32,6.776,7.224,6.515,6.963
602,4,B3LYP,Def2TZVP,1,3,71.01,71.01,59.32,59.32,5.897,5.912,5.636,5.651
603,4,B3LYP,Def2TZVP,1,4,71.01,71.01,59.32,59.32,5.77,6.67,5.509,6.409
604,4,B3LYP,Def2TZVP,1,6,71.01,71.01,59.32,59.32,5.207,6.61,4.946,6.349
605,4,B3LYP,Def2TZVP,1,8,71.01,71.01,59.32,59.32,4.894,6.551,4.633,6.29
606,4,B3LYP,Def2TZVP,1,10,71.01,71.01,59.32,59.32,4.838,6.469,4.577,6.208
607,4,B3LYP,Def2TZVP,1,12,71.01,71.01,59.32,59.32,4.353,6.477,4.092,6.216
608,4,B3LYP,Def2TZVP,2,1,72.572,73.676,60.882,61.986,7.813,7.813,7.552,7.552
609,4,B3LYP,Def2TZVP,2,2,72.572,73.676,60.882,61.986,6.776,7.224,6.515,6.963
610,4,B3LYP,Def2TZVP,2,3,72.572,73.676,60.882,61.986,5.897,5.912,5.636,5.651
611,4,B3LYP,Def2TZVP,2,4,72.572,73.676,60.882,61.986,5.77,6.67,5.509,6.409
612,4,B3LYP,Def2TZVP,2,6,72.572,73.676,60.882,61.986,5.207,6.61,4.946,6.349
613,4,B3LYP,Def2TZVP,2,8,72.572,73.676,60.882,61.986,4.894,6.551,4.633,6.29
614,4,B3LYP,Def2TZVP,2,10,72.572,73.676,60.882,61.986,4.838,6.469,4.577,6.208
615,4,B3LYP,Def2TZVP,2,12,72.572,73.676,60.882,61.986,4.353,6.477,4.092,6.216
616,4,B3LYP,Def2TZVP,3,1,71.465,72.284,59.775,60.594,7.813,7.813,7.552,7.552
617,4,B3LYP,Def2TZVP,3,2,71.465,72.284,59.775,60.594,6.776,7.224,6.515,6.963
618,4,B3LYP,Def2TZVP,3,3,71.465,72.284,59.775,60.594,5.897,5.912,5.636,5.651
619,4,B3LYP,Def2TZVP,3,4,71.465,72.284,59.775,60.594,5.77,6.67,5.509,6.409
620,4,B3LYP,Def2TZVP,3,6,71.465,72.284,59.775,60.594,5.207,6.61,4.946,6.349
621,4,B3LYP,Def2TZVP,3,8,71.465,72.284,59.775,60.594,4.894,6.551,4.633,6.29
622,4,B3LYP,Def2TZVP,3,10,71.465,72.284,59.775,60.594,4.838,6.469,4.577,6.208
623,4,B3LYP,Def2TZVP,3,12,71.465,72.284,59.775,60.594,4.353,6.477,4.092,6.216
624,4,B3LYP,Def2TZVP,4,1,71.335,72.842,59.645,61.152,7.813,7.813,7.552,7.552
625,4,B3LYP,Def2TZVP,4,2,71.335,72.842,59.645,61.152,6.776,7.224,6.515,6.963
626,4,B3LYP,Def2TZVP,4,3,71.335,72.842,59.645,61.152,5.897,5.912,5.636,5.651
627,4,B3LYP,Def2TZVP,4,4,71.335,72.842,59.645,61.152,5.77,6.67,5.509,6.409
628,4,B3LYP,Def2TZVP,4,6,71.335,72.842,59.645,61.152,5.207,6.61,4.946,6.349
629,4,B3LYP,Def2TZVP,4,8,71.335,72.842,59.645,61.152,4.894,6.551,4.633,6.29
630,4,B3LYP,Def2TZVP,4,10,71.335,72.842,59.645,61.152,4.838,6.469,4.577,6.208
631,4,B3LYP,Def2TZVP,4,12,71.335,72.842,59.645,61.152,4.353,6.477,4.092,6.216
632,4,B3LYP,Def2TZVP,6,1,72.376,73.593,60.686,61.903,7.813,7.813,7.552,7.552
633,4,B3LYP,Def2TZVP,6,2,72.376,73.593,60.686,61.903,6.776,7.224,6.515,6.963
634,4,B3LYP,Def2TZVP,6,3,72.376,73.593,60.686,61.903,5.897,5.912,5.636,5.651
635,4,B3LYP,Def2TZVP,6,4,72.376,73.593,60.686,61.903,5.77,6.67,5.509,6.409
636,4,B3LYP,Def2TZVP,6,6,72.376,73.593,60.686,61.903,5.207,6.61,4.946,6.349
637,4,B3LYP,Def2TZVP,6,8,72.376,73.593,60.686,61.903,4.894,6.551,4.633,6.29
638,4,B3LYP,Def2TZVP,6,10,72.376,73.593,60.686,61.903,4.838,6.469,4.577,6.208
639,4,B3LYP,Def2TZVP,6,12,72.376,73.593,60.686,61.903,4.353,6.477,4.092,6.216
640,5,B3LYP,Def2TZVP,1,1,69.068,69.068,58.878,58.878,7.611,7.611,7.517,7.517
641,5,B3LYP,Def2TZVP,1,2,69.068,69.068,58.878,58.878,6.574,7.022,6.48,6.928
642,5,B3LYP,Def2TZVP,1,3,69.068,69.068,58.878,58.878,5.695,5.71,5.601,5.616
643,5,B3LYP,Def2TZVP,1,4,69.068,69.068,58.878,58.878,5.568,6.468,5.474,6.374
644,5,B3LYP,Def2TZVP,1,6,69.068,69.068,58.878,58.878,5.005,6.408,4.911,6.314
645,5,B3LYP,Def2TZVP,1,8,69.068,69.068,58.878,58.878,4.692,6.349,4.598,6.255
646,5,B3LYP,Def2TZVP,1,10,69.068,69.068,58.878,58.878,4.636,6.267,4.542,6.173
647,5,B3LYP,Def2TZVP,1,12,69.068,69.068,58.878,58.878,4.151,6.275,4.057,6.181
648,5,B3LYP,Def2TZVP,2,1,70.63,71.734,60.44,61.544,7.611,7.611,7.517,7.517
649,5,B3LYP,Def2TZVP,2,2,70.63,71.734,60.44,61.544,6.574,7.022,6.48,6.928
650,5,B3LYP,Def2TZVP,2,3,70.63,71.734,60.44,61.544,5.695,5.71,5.601,5.616
651,5,B3LYP,Def2TZVP,2,4,70.63,71.734,60.44,61.544,5.568,6.468,5.474,6.374
652,5,B3LYP,Def2TZVP,2,6,70.63,71.734,60.44,61.544,5.005,6.408,4.911,6.314
653,5,B3LYP,Def2TZVP,2,8,70.63,71.734,60.44,61.544,4.692,6.349,4.598,6.255
654,5,B3LYP,Def2TZVP,2,10,70.63,71.734,60.44,61.544,4.636,6.267,4.542,6.173
655,5,B3LYP,Def2TZVP,2,12,70.63,71.734,60.44,61.544,4.151,6.275,4.057,6.181
656,5,B3LYP,Def2TZVP,3,1,69.523,70.342,59.333,60.152,7.611,7.611,7.517,7.517
657,5,B3LYP,Def2TZVP,3,2,69.523,70.342,59.333,60.152,6.574,7.022,6.48,6.928
658,5,B3LYP,Def2TZVP,3,3,69.523,70.342,59.333,60.152,5.695,5.71,5.601,5.616
659,5,B3LYP,Def2TZVP,3,4,69.523,70.342,59.333,60.152,5.568,6.468,5.474,6.374
660,5,B3LYP,Def2TZVP,3,6,69.523,70.342,59.333,60.152,5.005,6.408,4.911,6.314
661,5,B3LYP,Def2TZVP,3,8,69.523,70.342,59.333,60.152,4.692,6.349,4.598,6.255
662,5,B3LYP,Def2TZVP,3,10,69.523,70.342,59.333,60.152,4.636,6.267,4.542,6.173
663,5,B3LYP,Def2TZVP,3,12,69.523,70.342,59.333,60.152,4.151,6.275,4.057,6.181
664,5,B3LYP,Def2TZVP,4,1,69.393,70.9,59.203,60.71,7.611,7.611,7.517,7.517
665,5,B3LYP,Def2TZVP,4,2,69.393,70.9,59.203,60.71,6.574,7.022,6.48,6.928
666,5,B3LYP,Def2TZVP,4,3,69.393,70.9,59.203,60.71,5.695,5.71,5.601,5.616
667,5,B3LYP,Def2TZVP,4,4,69.393,70.9,59.203,60.71,5.568,6.468,5.474,6.374
668,5,B3LYP,Def2TZVP,4,6,69.393,70.9,59.203,60.71,5.005,6.408,4.911,6.314
669,5,B3LYP,Def2TZVP,4,8,69.393,70.9,59.203,60.71,4.692,6.349,4.598,6.255
670,5,B3LYP,Def2TZVP,4,10,69.393,70.9,59.203,60.71,4.636,6.267,4.542,6.173
671,5,B3LYP,Def2TZVP,4,12,69.393,70.9,59.203,60.71,4.151,6.275,4.057,6.181
672,5,B3LYP,Def2TZVP,6,1,70.434,71.651,60.244,61.461,7.611,7.611,7.517,7.517
673,5,B3LYP,Def2TZVP,6,2,70.434,71.651,60.244,61.461,6.574,7.022,6.48,6.928
674,5,B3LYP,Def2TZVP,6,3,70.434,71.651,60.244,61.461,5.695,5.71,5.601,5.616
675,5,B3LYP,Def2TZVP,6,4,70.434,71.651,60.244,61.461,5.568,6.468,5.474,6.374
676,5,B3LYP,Def2TZVP,6,6,70.434,71.651,60.244,61.461,5.005,6.408,4.911,6.314
677,5,B3LYP,Def2TZVP,6,8,70.434,71.651,60.244,61.461,4.692,6.349,4.598,6.255
678,5,B3LYP,Def2TZVP,6,10,70.434,71.651,60.244,61.461,4.636,6.267,4.542,6.173
679,5,B3LYP,Def2TZVP,6,12,70.434,71.651,60.244,61.461,4.151,6.275,4.057,6.181
680,6,B3LYP,Def2TZVP,1,1,69.672,69.672,58.402,58.402,7.719,7.719,7.525,7.525
681,6,B3LYP,Def2TZVP,1,2,69.672,69.672,58.402,58.402,6.682,7.13,6.488,6.936
682,6,B3LYP,Def2TZVP,1,3,69.672,69.672,58.402,58.402,5.803,5.818,5.609,5.624
683,6,B3LYP,Def2TZVP,1,4,69.672,69.672,58.402,58.402,5.676,6.576,5.482,6.382
684,6,B3LYP,Def2TZVP,1,6,69.672,69.672,58.402,58.402,5.113,6.516,4.919,6.322
685,6,B3LYP,Def2TZVP,1,8,69.672,69.672,58.402,58.402,4.8,6.457,4.606,6.263
686,6,B3LYP,Def2TZVP,1,10,69.672,69.672,58.402,58.402,4.744,6.375,4.55,6.181
687,6,B3LYP,Def2TZVP,1,12,69.672,69.672,58.402,58.402,4.259,6.383,4.065,6.189
688,6,B3LYP,Def2TZVP,2,1,71.234,72.338,59.964,61.068,7.719,7.719,7.525,7.525
689,6,B3LYP,Def2TZVP,2,2,71.234,72.338,59.964,61.068,6.682,7.13,6.488,6.936
690,6,B3LYP,Def2TZVP,2,3,71.234,72.338,59.964,61.068,5.803,5.818,5.609,5.624
691,6,B3LYP,Def2TZVP,2,4,71.234,72.338,59.964,61.068,5.676,6.576,5.482,6.382
692,6,B3LYP,Def2TZVP,2,6,71.234,72.338,59.964,61.068,5.113,6.516,4.919,6.322
693,6,B3LYP,Def2TZVP,2,8,71.234,72.338,59.964,61.068,4.8,6.457,4.606,6.263
694,6,B3LYP,Def2TZVP,2,10,71.234,72.338,59.964,61.068,4.744,6.375,4.55,6.181
695,6,B3LYP,Def2TZVP,2,12,71.234,72.338,59.964,61.068,4.259,6.383,4.065,6.189
696,6,B3LYP,Def2TZVP,3,1,70.127,70.946,58.857,59.676,7.719,7.719,7.525,7.525
697,6,B3LYP,Def2TZVP,3,2,70.127,70.946,58.857,59.676,6.682,7.13,6.488,6.936
698,6,B3LYP,Def2TZVP,3,3,70.127,70.946,58.857,59.676,5.803,5.818,5.609,5.624
699,6,B3LYP,Def2TZVP,3,4,70.127,70.946,58.857,59.676,5.676,6.576,5.482,6.382
700,6,B3LYP,Def2TZVP,3,6,70.127,70.946,58.857,59.676,5.113,6.516,4.919,6.322
701,6,B3LYP,Def2TZVP,3,8,70.127,70.946,58.857,59.676,4.8,6.457,4.606,6.263
702,6,B3LYP,Def2TZVP,3,10,70.127,70.946,58.857,59.676,4.744,6.375,4.55,6.181
703,6,B3LYP,Def2TZVP,3,12,70.127,70.946,58.857,59.676,4.259,6.383,4.065,6.189
704,6,B3LYP,Def2TZVP,4,1,69.997,71.504,58.727,60.234,7.719,7.719,7.525,7.525
705,6,B3LYP,Def2TZVP,4,2,69.997,71.504,58.727,60.234,6.682,7.13,6.488,6.936
706,6,B3LYP,Def2TZVP,4,3,69.997,71.504,58.727,60.234,5.803,5.818,5.609,5.624
707,6,B3LYP,Def2TZVP,4,4,69.997,71.504,58.727,60.234,5.676,6.576,5.482,6.382
708,6,B3LYP,Def2TZVP,4,6,69.997,71.504,58.727,60.234,5.113,6.516,4.919,6.322
709,6,B3LYP,Def2TZVP,4,8,69.997,71.504,58.727,60.234,4.8,6.457,4.606,6.263
710,6,B3LYP,Def2TZVP,4,10,69.997,71.504,58.727,60.234,4.744,6.375,4.55,6.181
711,6,B3LYP,Def2TZVP,4,12,69.997,71.504,58.727,60.234,4.259,6.383,4.065,6.189
712,6,B3LYP,Def2TZVP,6,1,71.038,72.255,59.768,60.985,7.719,7.719,7.525,7.525
713,6,B3LYP,Def2TZVP,6,2,71.038,72.255,59.768,60.985,6.682,7.13,6.488,6.936
714,6,B3LYP,Def2TZVP,6,3,71.038,72.255,59.768,60.985,5.803,5.818,5.609,5.624
715,6,B3LYP,Def2TZVP,6,4,71.038,72.255,59.768,60.985,5.676,6.576,5.482,6.382
716,6,B3LYP,Def2TZVP,6,6,71.038,72.255,59.768,60.985,5.113,6.516,4.919,6.322
717,6,B3LYP,Def2TZVP,6,8,71.038,72.255,59.768,60.985,4.8,6.457,4.606,6.263
718,6,B3LYP,Def2TZVP,6,10,71.038,72.255,59.768,60.985,4.744,6.375,4.55,6.181
719,6,B3LYP,Def2TZVP,6,12,71.038,72.255,59.768,60.985,4.259,6.383,4.065,6.189
720,1,PBE1PBE,6-31+G*,1,1,67.821,67.821,59.282,59.282,7.487,7.487,7.331,7.331
721,1,PBE1PBE,6-31+G*,1,2,67.821,67.821,59.282,59.282,6.551,7.026,6.395,6.87
722,1,PBE1PBE,6-31+G*,1,3,67.821,67.821,59.282,59.282,6.001,6.886,5.845,6.73
723,1,PBE1PBE,6-31+G*,1,4,67.821,67.821,59.282,59.282,5.821,6.869,5.665,6.713
724,1,PBE1PBE,6-31+G*,1,6,67.821,67.821,59.282,59.282,4.915,6.54,4.759,6.384
725,1,PBE1PBE,6-31+G*,1,8,67.821,67.821,59.282,59.282,4.844,6.499,4.688,6.343
726,1,PBE1PBE,6-31+G*,1,10,67.821,67.821,59.282,59.282,4.468,6.918,4.312,6.762
727,1,PBE1PBE,6-31+G*,1,12,67.821,67.821,59.282,59.282,4.423,6.396,4.267,6.24
728,1,PBE1PBE,6-31+G*,2,1,67.982,68.145,59.443,59.606,7.487,7.487,7.331,7.331
729,1,PBE1PBE,6-31+G*,2,2,67.982,68.145,59.443,59.606,6.551,7.026,6.395,6.87
730,1,PBE1PBE,6-31+G*,2,3,67.982,68.145,59.443,59.606,6.001,6.886,5.845,6.73
731,1,PBE1PBE,6-31+G*,2,4,67.982,68.145,59.443,59.606,5.821,6.869,5.665,6.713
732,1,PBE1PBE,6-31+G*,2,6,67.982,68.145,59.443,59.606,4.915,6.54,4.759,6.384
733,1,PBE1PBE,6-31+G*,2,8,67.982,68.145,59.443,59.606,4.844,6.499,4.688,6.343
734,1,PBE1PBE,6-31+G*,2,10,67.982,68.145,59.443,59.606,4.468,6.918,4.312,6.762
735,1,PBE1PBE,6-31+G*,2,12,67.982,68.145,59.443,59.606,4.423,6.396,4.267,6.24
736,1,PBE1PBE,6-31+G*,3,1,68.536,68.717,59.997,60.178,7.487,7.487,7.331,7.331
737,1,PBE1PBE,6-31+G*,3,2,68.536,68.717,59.997,60.178,6.551,7.026,6.395,6.87
738,1,PBE1PBE,6-31+G*,3,3,68.536,68.717,59.997,60.178,6.001,6.886,5.845,6.73
739,1,PBE1PBE,6-31+G*,3,4,68.536,68.717,59.997,60.178,5.821,6.869,5.665,6.713
740,1,PBE1PBE,6-31+G*,3,6,68.536,68.717,59.997,60.178,4.915,6.54,4.759,6.384
741,1,PBE1PBE,6-31+G*,3,8,68.536,68.717,59.997,60.178,4.844,6.499,4.688,6.343
742,1,PBE1PBE,6-31+G*,3,10,68.536,68.717,59.997,60.178,4.468,6.918,4.312,6.762
743,1,PBE1PBE,6-31+G*,3,12,68.536,68.717,59.997,60.178,4.423,6.396,4.267,6.24
744,1,PBE1PBE,6-31+G*,4,1,68.269,68.999,59.73,60.46,7.487,7.487,7.331,7.331
745,1,PBE1PBE,6-31+G*,4,2,68.269,68.999,59.73,60.46,6.551,7.026,6.395,6.87
746,1,PBE1PBE,6-31+G*,4,3,68.269,68.999,59.73,60.46,6.001,6.886,5.845,6.73
747,1,PBE1PBE,6-31+G*,4,4,68.269,68.999,59.73,60.46,5.821,6.869,5.665,6.713
748,1,PBE1PBE,6-31+G*,4,6,68.269,68.999,59.73,60.46,4.915,6.54,4.759,6.384
749,1,PBE1PBE,6-31+G*,4,8,68.269,68.999,59.73,60.46,4.844,6.499,4.688,6.343
750,1,PBE1PBE,6-31+G*,4,10,68.269,68.999,59.73,60.46,4.468,6.918,4.312,6.762
751,1,PBE1PBE,6-31+G*,4,12,68.269,68.999,59.73,60.46,4.423,6.396,4.267,6.24
752,1,PBE1PBE,6-31+G*,6,1,68.776,70.302,60.237,61.763,7.487,7.487,7.331,7.331
753,1,PBE1PBE,6-31+G*,6,2,68.776,70.302,60.237,61.763,6.551,7.026,6.395,6.87
754,1,PBE1PBE,6-31+G*,6,3,68.776,70.302,60.237,61.763,6.001,6.886,5.845,6.73
755,1,PBE1PBE,6-31+G*,6,4,68.776,70.302,60.237,61.763,5.821,6.869,5.665,6.713
756,1,PBE1PBE,6-31+G*,6,6,68.776,70.302,60.237,61.763,4.915,6.54,4.759,6.384
757,1,PBE1PBE,6-31+G*,6,8,68.776,70.302,60.237,61.763,4.844,6.499,4.688,6.343
758,1,PBE1PBE,6-31+G*,6,10,68.776,70.302,60.237,61.763,4.468,6.918,4.312,6.762
759,1,PBE1PBE,6-31+G*,6,12,68.776,70.302,60.237,61.763,4.423,6.396,4.267,6.24
760,2,PBE1PBE,6-31+G*,1,1,67.807,67.807,58.472,58.472,7.464,7.464,7.268,7.268
761,2,PBE1PBE,6-31+G*,1,2,67.807,67.807,58.472,58.472,6.528,7.003,6.332,6.807
762,2,PBE1PBE,6-31+G*,1,3,67.807,67.807,58.472,58.472,5.978,6.863,5.782,6.667
763,2,PBE1PBE,6-31+G*,1,4,67.807,67.807,58.472,58.472,5.798,6.846,5.602,6.65
764,2,PBE1PBE,6-31+G*,1,6,67.807,67.807,58.472,58.472,4.892,6.517,4.696,6.321
765,2,PBE1PBE,6-31+G*,1,8,67.807,67.807,58.472,58.472,4.821,6.476,4.625,6.28
766,2,PBE1PBE,6-31+G*,1,10,67.807,67.807,58.472,58.472,4.445,6.895,4.249,6.699
767,2,PBE1PBE,6-31+G*,1,12,67.807,67.807,58.472,58.472,4.4,6.373,4.204,6.177
768,2,PBE1PBE,6-31+G*,2,1,67.968,68.131,58.633,58.796,7.464,7.464,7.268,7.268
769,2,PBE1PBE,6-31+G*,2,2,67.968,68.131,58.633,58.796,6.528,7.003,6.332,6.807
770,2,PBE1PBE,6-31+G*,2,3,67.968,68.131,58.633,58.796,5.978,6.863,5.782,6.667
771,2,PBE1PBE,6-31+G*,2,4,67.968,68.131,58.633,58.796,5.798,6.846,5.602,6.65
772,2,PBE1PBE,6-31+G*,2,6,67.968,68.131,58.633,58.796,4.892,6.517,4.696,6.321
773,2,PBE1PBE,6-31+G*,2,8,67.968,68.131,58.633,58.796,4.821,6.476,4.625,6.28
774,2,PBE1PBE,6-31+G*,2,10,67.968,68.131,58.633,58.796,4.445,6.895,4.249,6.699
775,2,PBE1PBE,6-31+G*,2,12,67.968,68.131,58.633,58.796,4.4,6.373,4.204,6.177
776,2,PBE1PBE,6-31+G*,3,1,68.522,68.703,59.187,59.368,7.464,7.464,7.268,7.268
777,2,PBE1PBE,6-31+G*,3,2,68.522,68.703,59.187,59.368,6.528,7.003,6.332,6.807
778,2,PBE1PBE,6-31+G*,3,3,68.522,68.703,59.187,59.368,5.978,6.863,5.782,6.667
779,2,PBE1PBE,6-31+G*,3,4,68.522,68.703,59.187,59.368,5.798,6.846,5.602,6.65
780,2,PBE1PBE,6-31+G*,3,6,68.522,68.703,59.187,59.368,4.892,6.517,4.696,6.321
781,2,PBE1PBE,6-31+G*,3,8,68.522,68.703,59.187,59.368,4.821,6.476,4.625,6.28
782,2,PBE1PBE,6-31+G*,3,10,68.522,68.703,59.187,59.368,4.445,6.895,4.249,6.699
783,2,PBE1PBE,6-31+G*,3,12,68.522,68.703,59.187,59.368,4.4,6.373,4.204,6.177
784,2,PBE1PBE,6-31+G*,4,1,68.255,68.985,58.92,59.65,7.464,7.464,7.268,7.268
785,2,PBE1PBE,6-31+G*,4,2,68.255,68.985,58.92,59.65,6.528,7.003,6.332,6.807
786,2,PBE1PBE,6-31+G*,4,3,68.255,68.985,58.92,59.65,5.978,6.863,5.782,6.667
787,2,PBE1PBE,6-31+G*,4,4,68.255,68.985,58.92,59.65,5.798,6.846,5.602,6.65
788,2,PBE1PBE,6-31+G*,4,6,68.255,68.985,58.92,59.65,4.892,6.517,4.696,6.321
789,2,PBE1PBE,6-31+G*,4,8,68.255,68.985,58.92,59.65,4.821,6.476,4.625,6.28
790,2,PBE1PBE,6-31+G*,4,10,68.255,68.985,58.92,59.65,4.445,6.895,4.249,6.699
791,2,PBE1PBE,6-31+G*,4,12,68.255,68.985,58.92,59.65,4.4,6.373,4.204,6.177
792,2,PBE1PBE,6-31+G*,6,1,68.762,70.288,59.427,60.953,7.464,7.464,7.268,7.268
793,2,PBE1PBE,6-31+G*,6,2,68.762,70.288,59.427,60.953,6.528,7.003,6.332,6.807
794,2,PBE1PBE,6-31+G*,6,3,68.762,70.288,59.427,60.953,5.978,6.863,5.782,6.667
795,2,PBE1PBE,6-31+G*,6,4,68.762,70.288,59.427,60.953,5.798,6.846,5.602,6.65
796,2,PBE1PBE,6-31+G*,6,6,68.762,70.288,59.427,60.953,4.892,6.517,4.696,6.321
797,2,PBE1PBE,6-31+G*,6,8,68.762,70.288,59.427,60.953,4.821,6.476,4.625,6.28
798,2,PBE1PBE,6-31+G*,6,10,68.762,70.288,59.427,60.953,4.445,6.895,4.249,6.699
799,2,PBE1PBE,6-31+G*,6,12,68.762,70.288,59.427,60.953,4.4,6.373,4.204,6.177
800,3,PBE1PBE,6-31+G*,1,1,67.188,67.188,58.064,58.064,7.519,7.519,7.396,7.396
801,3,PBE1PBE,6-31+G*,1,2,67.188,67.188,58.064,58.064,6.583,7.058,6.46,6.935
802,3,PBE1PBE,6-31+G*,1,3,67.188,67.188,58.064,58.064,6.033,6.918,5.91,6.795
803,3,PBE1PBE,6-31+G*,1,4,67.188,67.188,58.064,58.064,5.853,6.901,5.73,6.778
804,3,PBE1PBE,6-31+G*,1,6,67.188,67.188,58.064,58.064,4.947,6.572,4.824,6.449
805,3,PBE1PBE,6-31+G*,1,8,67.188,67.188,58.064,58.064,4.876,6.531,4.753,6.408
806,3,PBE1PBE,6-31+G*,1,10,67.188,67.188,58.064,58.064,4.5,6.95,4.377,6.827
807,3,PBE1PBE,6-31+G*,1,12,67.188,67.188,58.064,58.064,4.455,6.428,4.332,6.305
808,3,PBE1PBE,6-31+G*,2,1,67.349,67.512,58.225,58.388,7.519,7.519,7.396,7.396
809,3,PBE1PBE,6-31+G*,2,2,67.349,67.512,58.225,58.388,6.583,7.058,6.46,6.935
810,3,PBE1PBE,6-31+G*,2,3,67.349,67.512,58.225,58.388,6.033,6.918,5.91,6.795
811,3,PBE1PBE,6-31+G*,2,4,67.349,67.512,58.225,58.388,5.853,6.901,5.73,6.778
812,3,PBE1PBE,6-31+G*,2,6,67.349,67.512,58.225,58.388,4.947,6.572,4.824,6.449
813,3,PBE1PBE,6-31+G*,2,8,67.349,67.512,58.225,58.388,4.876,6.531,4.753,6.408
814,3,PBE1PBE,6-31+G*,2,10,67.349,67.512,58.225,58.388,4.5,6.95,4.377,6.827
815,3,PBE1PBE,6-31+G*,2,12,67.349,67.512,58.225,58.388,4.455,6.428,4.332,6.305
816,3,PBE1PBE,6-31+G*,3,1,67.903,68.084,58.779,58.96,7.519,7.519,7.396,7.396
817,3,PBE1PBE,6-31+G*,3,2,67.903,68.084,58.779,58.96,6.583,7.058,6.46,6.935
818,3,PBE1PBE,6-31+G*,3,3,67.903,68.084,58.779,58.96,6.033,6.918,5.91,6.795
819,3,PBE1PBE,6-31+G*,3,4,67.903,68.084,58.779,58.96,5.853,6.901,5.73,6.778
820,3,PBE1PBE,6-31+G*,3,6,67.903,68.084,58.779,58.96,4.947,6.572,4.824,6.449
821,3,PBE1PBE,6-31+G*,3,8,67.903,68.084,58.779,58.96,4.876,6.531,4.753,6.408
822,3,PBE1PBE,6-31+G*,3,10,67.903,68.084,58.779,58.96,4.5,6.95,4.377,6.827
823,3,PBE1PBE,6-31+G*,3,12,67.903,68.084,58.779,58.96,4.455,6.428,4.332,6.305
824,3,PBE1PBE,6-31+G*,4,1,67.636,68.366,58.512,59.242,7.519,7.519,7.396,7.396
825,3,PBE1PBE,6-31+G*,4,2,67.636,68.366,58.512,59.242,6.583,7.058,6.46,6.935
826,3,PBE1PBE,6-31+G*,4,3,67.636,68.366,58.512,59.242,6.033,6.918,5.91,6.795
827,3,PBE1PBE,6-31+G*,4,4,67.636,68.366,58.512,59.242,5.853,6.901,5.73,6.778
828,3,PBE1PBE,6-31+G*,4,6,67.636,68.366,58.512,59.242,4.947,6.572,4.824,6.449
829,3,PBE1PBE,6-31+G*,4,8,67.636,68.366,58.512,59.242,4.876,6.531,4.753,6.408
830,3,PBE1PBE,6-31+G*,4,10,67.636,68.366,58.512,59.242,4.5,6.95,4.377,6.827
831,3,PBE1PBE,6-31+G*,4,12,67.636,68.366,58.512,59.242,4.455,6.428,4.332,6.305
832,3,PBE1PBE,6-31+G*,6,1,68.143,69.669,59.019,60.545,7.519,7.519,7.396,7.396
833,3,PBE1PBE,6-31+G*,6,2,68.143,69.669,59.019,60.545,6.583,7.058,6.46,6.935
834,3,PBE1PBE,6-31+G*,6,3,68.143,69.669,59.019,60.545,6.033,6.918,5.91,6.795
835,3,PBE1PBE,6-31+G*,6,4,68.143,69.669,59.019,60.545,5.853,6.901,5.73,6.778
836,3,PBE1PBE,6-31+G*,6,6,68.143,69.669,59.019,60.545,4.947,6.572,4.824,6.449
837,3,PBE1PBE,6-31+G*,6,8,68.143,69.669,59.019,60.545,4.876,6.531,4.753,6.408
838,3,PBE1PBE,6-31+G*,6,10,68.143,69.669,59.019,60.545,4.5,6.95,4.377,6.827
839,3,PBE1PBE,6-31+G*,6,12,68.143,69.669,59.019,60.545,4.455,6.428,4.332,6.305
840,4,PBE1PBE,6-31+G*,1,1,68.598,68.598,59.162,59.162,7.542,7.542,7.374,7.374
841,4,PBE1PBE,6-31+G*,1,2,68.598,68.598,59.162,59.162,6.606,7.081,6.438,6.913
842,4,PBE1PBE,6-31+G*,1,3,68.598,68.598,59.162,59.162,6.056,6.941,5.888,6.773
843,4,PBE1PBE,6-31+G*,1,4,68.598,68.598,59.162,59.162,5.876,6.924,5.708,6.756
844,4,PBE1PBE,6-31+G*,1,6,68.598,68.598,59.162,59.162,4.97,6.595,4.802,6.427
845,4,PBE1PBE,6-31+G*,1,8,68.598,68.598,59.162,59.162,4.899,6.554,4.731,6.386
846,4,PBE1PBE,6-31+G*,1,10,68.598,68.598,59.162,59.162,4.523,6.973,4.355,6.805
