,configuration,functional,basis,n_dmso,n_water,13c_ch2_avg,13c_ch2_max,13c_ch3_avg,13c_ch3_max,1h_ch2_avg,1h_ch2_max,1h_ch3_avg,1h_ch3_max
1524,3,M062X,6-31+G*,1,6,67.583,67.583,58.093,58.093,4.807,6.238,4.766,6.197
1525,3,M062X,6-31+G*,1,8,67.583,67.583,58.093,58.093,4.435,5.802,4.394,5.761
1526,3,M062X,6-31+G*,1,10,67.583,67.583,58.093,58.093,4.432,6.257,4.391,6.216
1527,3,M062X,6-31+G*,1,12,67.583,67.583,58.093,58.093,4.259,6.154,4.218,6.113
1528,3,M062X,6-31+G*,2,1,67.543,67.733,58.053,58.243,7.159,7.159,7.118,7.118
1529,3,M062X,6-31+G*,2,2,67.543,67.733,58.053,58.243,6.258,6.716,6.217,6.675
1530,3,M062X,6-31+G*,2,3,67.543,67.733,58.053,58.243,5.501,5.513,5.46,5.472
1531,3,M062X,6-31+G*,2,4,67.543,67.733,58.053,58.243,4.816,4.858,4.775,4.817
1532,3,M062X,6-31+G*,2,6,67.543,67.733,58.053,58.243,4.807,6.238,4.766,6.197
1533,3,M062X,6-31+G*,2,8,67.543,67.733,58.053,58.243,4.435,5.802,4.394,5.761
1534,3,M062X,6-31+G*,2,10,67.543,67.733,58.053,58.243,4.432,6.257,4.391,6.216
1535,3,M062X,6-31+G*,2,12,67.543,67.733,58.053,58.243,4.259,6.154,4.218,6.113
1536,3,M062X,6-31+G*,3,1,68.195,68.668,58.705,59.178,7.159,7.159,7.118,7.118
1537,3,M062X,6-31+G*,3,2,68.195,68.668,58.705,59.178,6.258,6.716,6.217,6.675
1538,3,M062X,6-31+G*,3,3,68.195,68.668,58.705,59.178,5.501,5.513,5.46,5.472
1539,3,M062X,6-31+G*,3,4,68.195,68.668,58.705,59.178,4.816,4.858,4.775,4.817
1540,3,M062X,6-31+G*,3,6,68.195,68.668,58.705,59.178,4.807,6.238,4.766,6.197
1541,3,M062X,6-31+G*,3,8,68.195,68.668,58.705,59.178,4.435,5.802,4.394,5.761
1542,3,M062X,6-31+G*,3,10,68.195,68.668,58.705,59.178,4.432,6.257,4.391,6.216
1543,3,M062X,6-31+G*,3,12,68.195,68.668,58.705,59.178,4.259,6.154,4.218,6.113
1544,3,M062X,6-31+G*,4,1,67.869,68.214,58.379,58.724,7.159,7.159,7.118,7.118
1545,3,M062X,6-31+G*,4,2,67.869,68.214,58.379,58.724,6.258,6.716,6.217,6.675
1546,3,M062X,6-31+G*,4,3,67.869,68.214,58.379,58.724,5.501,5.513,5.46,5.472
1547,3,M062X,6-31+G*,4,4,67.869,68.214,58.379,58.724,4.816,4.858,4.775,4.817
1548,3,M062X,6-31+G*,4,6,67.869,68.214,58.379,58.724,4.807,6.238,4.766,6.197
1549,3,M062X,6-31+G*,4,8,67.869,68.214,58.379,58.724,4.435,5.802,4.394,5.761
1550,3,M062X,6-31+G*,4,10,67.869,68.214,58.379,58.724,4.432,6.257,4.391,6.216
1551,3,M062X,6-31+G*,4,12,67.869,68.214,58.379,58.724,4.259,6.154,4.218,6.113
1552,3,M062X,6-31+G*,6,1,67.148,69.68,57.658,60.19,7.159,7.159,7.118,7.118
1553,3,M062X,6-31+G*,6,2,67.148,69.68,57.658,60.19,6.258,6.716,6.217,6.675
1554,3,M062X,6-31+G*,6,3,67.148,69.68,57.658,60.19,5.501,5.513,5.46,5.472
1555,3,M062X,6-31+G*,6,4,67.148,69.68,57.658,60.19,4.816,4.858,4.775,4.817
1556,3,M062X,6-31+G*,6,6,67.148,69.68,57.658,60.19,4.807,6.238,4.766,6.197
1557,3,M062X,6-31+G*,6,8,67.148,69.68,57.658,60.19,4.435,5.802,4.394,5.761
1558,3,M062X,6-31+G*,6,10,67.148,69.68,57.658,60.19,4.432,6.257,4.391,6.216
1559,3,M062X,6-31+G*,6,12,67.148,69.68,57.658,60.19,4.259,6.154,4.218,6.113
1560,4,M062X,6-31+G*,1,1,68.252,68.252,58.619,58.619,7.144,7.144,7.134,7.134
1561,4,M062X,6-31+G*,1,2,68.252,68.252,58.619,58.619,6.243,6.701,6.233,6.691
1562,4,M062X,6-31+G*,1,3,68.252,68.252,58.619,58.619,5.486,5.498,5.476,5.488
1563,4,M062X,6-31+G*,1,4,68.252,68.252,58.619,58.619,4.801,4.843,4.791,4.833
1564,4,M062X,6-31+G*,1,6,68.252,68.252,58.619,58.619,4.792,6.223,4.782,6.213
1565,4,M062X,6-31+G*,1,8,68.252,68.252,58.619,58.619,4.42,5.787,4.41,5.777
1566,4,M062X,6-31+G*,1,10,68.252,68.252,58.619,58.619,4.417,6.242,4.407,6.232
1567,4,M062X,6-31+G*,1,12,68.252,68.252,58.619,58.619,4.244,6.139,4.234,6.129
1568,4,M062X,6-31+G*,2,1,68.212,68.402,58.579,58.769,7.144,7.144,7.134,7.134
1569,4,M062X,6-31+G*,2,2,68.212,68.402,58.579,58.769,6.243,6.701,6.233,6.691
1570,4,M062X,6-31+G*,2,3,68.212,68.402,58.579,58.769,5.486,5.498,5.476,5.488
1571,4,M062X,6-31+G*,2,4,68.212,68.402,58.579,58.769,4.801,4.843,4.791,4.833
1572,4,M062X,6-31+G*,2,6,68.212,68.402,58.579,58.769,4.792,6.223,4.782,6.213
1573,4,M062X,6-31+G*,2,8,68.212,68.402,58.579,58.769,4.42,5.787,4.41,5.777
1574,4,M062X,6-31+G*,2,10,68.212,68.402,58.579,58.769,4.417,6.242,4.407,6.232
1575,4,M062X,6-31+G*,2,12,68.212,68.402,58.579,58.769,4.244,6.139,4.234,6.129
1576,4,M062X,6-31+G*,3,1,68.864,69.337,59.231,59.704,7.144,7.144,7.134,7.134
1577,4,M062X,6-31+G*,3,2,68.864,69.337,59.231,59.704,6.243,6.701,6.233,6.691
1578,4,M062X,6-31+G*,3,3,68.864,69.337,59.231,59.704,5.486,5.498,5.476,5.488
1579,4,M062X,6-31+G*,3,4,68.864,69.337,59.231,59.704,4.801,4.843,4.791,4.833
1580,4,M062X,6-31+G*,3,6,68.864,69.337,59.231,59.704,4.792,6.223,4.782,6.213
1581,4,M062X,6-31+G*,3,8,68.864,69.337,59.231,59.704,4.42,5.787,4.41,5.777
1582,4,M062X,6-31+G*,3,10,68.864,69.337,59.231,59.704,4.417,6.242,4.407,6.232
1583,4,M062X,6-31+G*,3,12,68.864,69.337,59.231,59.704,4.244,6.139,4.234,6.129
1584,4,M062X,6-31+G*,4,1,68.538,68.883,58.905,59.25,7.144,7.144,7.134,7.134
1585,4,M062X,6-31+G*,4,2,68.538,68.883,58.905,59.25,6.243,6.701,6.233,6.691
1586,4,M062X,6-31+G*,4,3,68.538,68.883,58.905,59.25,5.486,5.498,5.476,5.488
1587,4,M062X,6-31+G*,4,4,68.538,68.883,58.905,59.25,4.801,4.843,4.791,4.833
1588,4,M062X,6-31+G*,4,6,68.538,68.883,58.905,59.25,4.792,6.223,4.782,6.213
1589,4,M062X,6-31+G*,4,8,68.538,68.883,58.905,59.25,4.42,5.787,4.41,5.777
1590,4,M062X,6-31+G*,4,10,68.538,68.883,58.905,59.25,4.417,6.242,4.407,6.232
1591,4,M062X,6-31+G*,4,12,68.538,68.883,58.905,59.25,4.244,6.139,4.234,6.129
1592,4,M062X,6-31+G*,6,1,67.817,70.349,58.184,60.716,7.144,7.144,7.134,7.134
1593,4,M062X,6-31+G*,6,2,67.817,70.349,58.184,60.716,6.243,6.701,6.233,6.691
1594,4,M062X,6-31+G*,6,3,67.817,70.349,58.184,60.716,5.486,5.498,5.476,5.488
1595,4,M062X,6-31+G*,6,4,67.817,70.349,58.184,60.716,4.801,4.843,4.791,4.833
1596,4,M062X,6-31+G*,6,6,67.817,70.349,58.184,60.716,4.792,6.223,4.782,6.213
1597,4,M062X,6-31+G*,6,8,67.817,70.349,58.184,60.716,4.42,5.787,4.41,5.777
1598,4,M062X,6-31+G*,6,10,67.817,70.349,58.184,60.716,4.417,6.242,4.407,6.232
1599,4,M062X,6-31+G*,6,12,67.817,70.349,58.184,60.716,4.244,6.139,4.234,6.129
1600,5,M062X,6-31+G*,1,1,66.353,66.353,57.662,57.662,7.122,7.122,6.948,6.948
1601,5,M062X,6-31+G*,1,2,66.353,66.353,57.662,57.662,6.221,6.679,6.047,6.505
1602,5,M062X,6-31+G*,1,3,66.353,66.353,57.662,57.662,5.464,5.476,5.29,5.302
1603,5,M062X,6-31+G*,1,4,66.353,66.353,57.662,57.662,4.779,4.821,4.605,4.647
1604,5,M062X,6-31+G*,1,6,66.353,66.353,57.662,57.662,4.77,6.201,4.596,6.027
1605,5,M062X,6-31+G*,1,8,66.353,66.353,57.662,57.662,4.398,5.765,4.224,5.591
1606,5,M062X,6-31+G*,1,10,66.353,66.353,57.662,57.662,4.395,6.22,4.221,6.046
1607,5,M062X,6-31+G*,1,12,66.353,66.353,57.662,57.662,4.222,6.117,4.048,5.943
1608,5,M062X,6-31+G*,2,1,66.313,66.503,57.622,57.812,7.122,7.122,6.948,6.948
1609,5,M062X,6-31+G*,2,2,66.313,66.503,57.622,57.812,6.221,6.679,6.047,6.505
1610,5,M062X,6-31+G*,2,3,66.313,66.503,57.622,57.812,5.464,5.476,5.29,5.302
1611,5,M062X,6-31+G*,2,4,66.313,66.503,57.622,57.812,4.779,4.821,4.605,4.647
1612,5,M062X,6-31+G*,2,6,66.313,66.503,57.622,57.812,4.77,6.201,4.596,6.027
1613,5,M062X,6-31+G*,2,8,66.313,66.503,57.622,57.812,4.398,5.765,4.224,5.591
1614,5,M062X,6-31+G*,2,10,66.313,66.503,57.622,57.812,4.395,6.22,4.221,6.046
1615,5,M062X,6-31+G*,2,12,66.313,66.503,57.622,57.812,4.222,6.117,4.048,5.943
1616,5,M062X,6-31+G*,3,1,66.965,67.438,58.274,58.747,7.122,7.122,6.948,6.948
1617,5,M062X,6-31+G*,3,2,66.965,67.438,58.274,58.747,6.221,6.679,6.047,6.505
1618,5,M062X,6-31+G*,3,3,66.965,67.438,58.274,58.747,5.464,5.476,5.29,5.302
1619,5,M062X,6-31+G*,3,4,66.965,67.438,58.274,58.747,4.779,4.821,4.605,4.647
1620,5,M062X,6-31+G*,3,6,66.965,67.438,58.274,58.747,4.77,6.201,4.596,6.027
1621,5,M062X,6-31+G*,3,8,66.965,67.438,58.274,58.747,4.398,5.765,4.224,5.591
1622,5,M062X,6-31+G*,3,10,66.965,67.438,58.274,58.747,4.395,6.22,4.221,6.046
1623,5,M062X,6-31+G*,3,12,66.965,67.438,58.274,58.747,4.222,6.117,4.048,5.943
1624,5,M062X,6-31+G*,4,1,66.639,66.984,57.948,58.293,7.122,7.122,6.948,6.948
1625,5,M062X,6-31+G*,4,2,66.639,66.984,57.948,58.293,6.221,6.679,6.047,6.505
1626,5,M062X,6-31+G*,4,3,66.639,66.984,57.948,58.293,5.464,5.476,5.29,5.302
1627,5,M062X,6-31+G*,4,4,66.639,66.984,57.948,58.293,4.779,4.821,4.605,4.647
1628,5,M062X,6-31+G*,4,6,66.639,66.984,57.948,58.293,4.77,6.201,4.596,6.027
1629,5,M062X,6-31+G*,4,8,66.639,66.984,57.948,58.293,4.398,5.765,4.224,5.591
1630,5,M062X,6-31+G*,4,10,66.639,66.984,57.948,58.293,4.395,6.22,4.221,6.046
1631,5,M062X,6-31+G*,4,12,66.639,66.984,57.948,58.293,4.222,6.117,4.048,5.943
1632,5,M062X,6-31+G*,6,1,65.918,68.45,57.227,59.759,7.122,7.122,6.948,6.948
1633,5,M062X,6-31+G*,6,2,65.918,68.45,57.227,59.759,6.221,6.679,6.047,6.505
1634,5,M062X,6-31+G*,6,3,65.918,68.45,57.227,59.759,5.464,5.476,5.29,5.302
1635,5,M062X,6-31+G*,6,4,65.918,68.45,57.227,59.759,4.779,4.821,4.605,4.647
1636,5,M062X,6-31+G*,6,6,65.918,68.45,57.227,59.759,4.77,6.201,4.596,6.027
1637,5,M062X,6-31+G*,6,8,65.918,68.45,57.227,59.759,4.398,5.765,4.224,5.591
1638,5,M062X,6-31+G*,6,10,65.918,68.45,57.227,59.759,4.395,6.22,4.221,6.046
1639,5,M062X,6-31+G*,6,12,65.918,68.45,57.227,59.759,4.222,6.117,4.048,5.943
1640,6,M062X,6-31+G*,1,1,68.564,68.564,57.459,57.459,7.461,7.461,6.98,6.98
1641,6,M062X,6-31+G*,1,2,68.564,68.564,57.459,57.459,6.56,7.018,6.079,6.537
1642,6,M062X,6-31+G*,1,3,68.564,68.564,57.459,57.459,5.803,5.815,5.322,5.334
1643,6,M062X,6-31+G*,1,4,68.564,68.564,57.459,57.459,5.118,5.16,4.637,4.679
1644,6,M062X,6-31+G*,1,6,68.564,68.564,57.459,57.459,5.109,6.54,4.628,6.059
1645,6,M062X,6-31+G*,1,8,68.564,68.564,57.459,57.459,4.737,6.104,4.256,5.623
1646,6,M062X,6-31+G*,1,10,68.564,68.564,57.459,57.459,4.734,6.559,4.253,6.078
1647,6,M062X,6-31+G*,1,12,68.564,68.564,57.459,57.459,4.561,6.456,4.08,5.975
1648,6,M062X,6-31+G*,2,1,68.524,68.714,57.419,57.609,7.461,7.461,6.98,6.98
1649,6,M062X,6-31+G*,2,2,68.524,68.714,57.419,57.609,6.56,7.018,6.079,6.537
1650,6,M062X,6-31+G*,2,3,68.524,68.714,57.419,57.609,5.803,5.815,5.322,5.334
1651,6,M062X,6-31+G*,2,4,68.524,68.714,57.419,57.609,5.118,5.16,4.637,4.679
1652,6,M062X,6-31+G*,2,6,68.524,68.714,57.419,57.609,5.109,6.54,4.628,6.059
1653,6,M062X,6-31+G*,2,8,68.524,68.714,57.419,57.609,4.737,6.104,4.256,5.623
1654,6,M062X,6-31+G*,2,10,68.524,68.714,57.419,57.609,4.734,6.559,4.253,6.078
1655,6,M062X,6-31+G*,2,12,68.524,68.714,57.419,57.609,4.561,6.456,4.08,5.975
1656,6,M062X,6-31+G*,3,1,69.176,69.649,58.071,58.544,7.461,7.461,6.98,6.98
1657,6,M062X,6-31+G*,3,2,69.176,69.649,58.071,58.544,6.56,7.018,6.079,6.537
1658,6,M062X,6-31+G*,3,3,69.176,69.649,58.071,58.544,5.803,5.815,5.322,5.334
1659,6,M062X,6-31+G*,3,4,69.176,69.649,58.071,58.544,5.118,5.16,4.637,4.679
1660,6,M062X,6-31+G*,3,6,69.176,69.649,58.071,58.544,5.109,6.54,4.628,6.059
1661,6,M062X,6-31+G*,3,8,69.176,69.649,58.071,58.544,4.737,6.104,4.256,5.623
1662,6,M062X,6-31+G*,3,10,69.176,69.649,58.071,58.544,4.734,6.559,4.253,6.078
1663,6,M062X,6-31+G*,3,12,69.176,69.649,58.071,58.544,4.561,6.456,4.08,5.975
1664,6,M062X,6-31+G*,4,1,68.85,69.195,57.745,58.09,7.461,7.461,6.98,6.98
1665,6,M062X,6-31+G*,4,2,68.85,69.195,57.745,58.09,6.56,7.018,6.079,6.537
1666,6,M062X,6-31+G*,4,3,68.85,69.195,57.745,58.09,5.803,5.815,5.322,5.334
1667,6,M062X,6-31+G*,4,4,68.85,69.195,57.745,58.09,5.118,5.16,4.637,4.679
1668,6,M062X,6-31+G*,4,6,68.85,69.195,57.745,58.09,5.109,6.54,4.628,6.059
1669,6,M062X,6-31+G*,4,8,68.85,69.195,57.745,58.09,4.737,6.104,4.256,5.623
1670,6,M062X,6-31+G*,4,10,68.85,69.195,57.745,58.09,4.734,6.559,4.253,6.078
1671,6,M062X,6-31+G*,4,12,68.85,69.195,57.745,58.09,4.561,6.456,4.08,5.975
1672,6,M062X,6-31+G*,6,1,68.129,70.661,57.024,59.556,7.461,7.461,6.98,6.98
1673,6,M062X,6-31+G*,6,2,68.129,70.661,57.024,59.556,6.56,7.018,6.079,6.537
1674,6,M062X,6-31+G*,6,3,68.129,70.661,57.024,59.556,5.803,5.815,5.322,5.334
1675,6,M062X,6-31+G*,6,4,68.129,70.661,57.024,59.556,5.118,5.16,4.637,4.679
1676,6,M062X,6-31+G*,6,6,68.129,70.661,57.024,59.556,5.109,6.54,4.628,6.059
1677,6,M062X,6-31+G*,6,8,68.129,70.661,57.024,59.556,4.737,6.104,4.256,5.623
1678,6,M062X,6-31+G*,6,10,68.129,70.661,57.024,59.556,4.734,6.559,4.253,6.078
1679,6,M062X,6-31+G*,6,12,68.129,70.661,57.024,59.556,4.561,6.456,4.08,5.975
1680,1,M062X,6-311++G**,1,1,68.924,68.924,59.007,59.007,7.451,7.451,7.378,7.378
1681,1,M062X,6-311++G**,1,2,68.924,68.924,59.007,59.007,6.356,6.825,6.283,6.752
1682,1,M062X,6-311++G**,1,3,68.924,68.924,59.007,59.007,5.651,5.655,5.578,5.582
1683,1,M062X,6-311++G**,1,4,68.924,68.924,59.007,59.007,4.763,4.813,4.69,4.74
1684,1,M062X,6-311++G**,1,6,68.924,68.924,59.007,59.007,4.865,6.282,4.792,6.209
1685,1,M062X,6-311++G**,1,8,68.924,68.924,59.007,59.007,4.321,5.891,4.248,5.818
1686,1,M062X,6-311++G**,1,10,68.924,68.924,59.007,59.007,4.422,6.252,4.349,6.179
1687,1,M062X,6-311++G**,1,12,68.924,68.924,59.007,59.007,4.119,6.231,4.046,6.158
1688,1,M062X,6-311++G**,2,1,68.915,69.155,58.998,59.238,7.451,7.451,7.378,7.378
1689,1,M062X,6-311++G**,2,2,68.915,69.155,58.998,59.238,6.356,6.825,6.283,6.752
1690,1,M062X,6-311++G**,2,3,68.915,69.155,58.998,59.238,5.651,5.655,5.578,5.582
1691,1,M062X,6-311++G**,2,4,68.915,69.155,58.998,59.238,4.763,4.813,4.69,4.74
1692,1,M062X,6-311++G**,2,6,68.915,69.155,58.998,59.238,4.865,6.282,4.792,6.209
1693,1,M062X,6-311++G**,2,8,68.915,69.155,58.998,59.238,4.321,5.891,4.248,5.818
1694,1,M062X,6-311++G**,2,10,68.915,69.155,58.998,59.238,4.422,6.252,4.349,6.179
1695,1,M062X,6-311++G**,2,12,68.915,69.155,58.998,59.238,4.119,6.231,4.046,6.158
1696,1,M062X,6-311++G**,3,1,69.168,69.35,59.251,59.433,7.451,7.451,7.378,7.378
1697,1,M062X,6-311++G**,3,2,69.168,69.35,59.251,59.433,6.356,6.825,6.283,6.752
1698,1,M062X,6-311++G**,3,3,69.168,69.35,59.251,59.433,5.651,5.655,5.578,5.582
1699,1,M062X,6-311++G**,3,4,69.168,69.35,59.251,59.433,4.763,4.813,4.69,4.74
1700,1,M062X,6-311++G**,3,6,69.168,69.35,59.251,59.433,4.865,6.282,4.792,6.209
1701,1,M062X,6-311++G**,3,8,69.168,69.35,59.251,59.433,4.321,5.891,4.248,5.818
1702,1,M062X,6-311++G**,3,10,69.168,69.35,59.251,59.433,4.422,6.252,4.349,6.179
1703,1,M062X,6-311++G**,3,12,69.168,69.35,59.251,59.433,4.119,6.231,4.046,6.158
1704,1,M062X,6-311++G**,4,1,68.495,69.621,58.578,59.704,7.451,7.451,7.378,7.378
1705,1,M062X,6-311++G**,4,2,68.495,69.621,58.578,59.704,6.356,6.825,6.283,6.752
1706,1,M062X,6-311++G**,4,3,68.495,69.621,58.578,59.704,5.651,5.655,5.578,5.582
1707,1,M062X,6-311++G**,4,4,68.495,69.621,58.578,59.704,4.763,4.813,4.69,4.74
1708,1,M062X,6-311++G**,4,6,68.495,69.621,58.578,59.704,4.865,6.282,4.792,6.209
1709,1,M062X,6-311++G**,4,8,68.495,69.621,58.578,59.704,4.321,5.891,4.248,5.818
1710,1,M062X,6-311++G**,4,10,68.495,69.621,58.578,59.704,4.422,6.252,4.349,6.179
1711,1,M062X,6-311++G**,4,12,68.495,69.621,58.578,59.704,4.119,6.231,4.046,6.158
1712,1,M062X,6-311++G**,6,1,68.363,71.187,58.446,61.27,7.451,7.451,7.378,7.378
1713,1,M062X,6-311++G**,6,2,68.363,71.187,58.446,61.27,6.356,6.825,6.283,6.752
1714,1,M062X,6-311++G**,6,3,68.363,71.187,58.446,61.27,5.651,5.655,5.578,5.582
1715,1,M062X,6-311++G**,6,4,68.363,71.187,58.446,61.27,4.763,4.813,4.69,4.74
1716,1,M062X,6-311++G**,6,6,68.363,71.187,58.446,61.27,4.865,6.282,4.792,6.209
1717,1,M062X,6-311++G**,6,8,68.363,71.187,58.446,61.27,4.321,5.891,4.248,5.818
1718,1,M062X,6-311++G**,6,10,68.363,71.187,58.446,61.27,4.422,6.252,4.349,6.179
1719,1,M062X,6-311++G**,6,12,68.363,71.187,58.446,61.27,4.119,6.231,4.046,6.158
1720,2,M062X,6-311++G**,1,1,69.544,69.544,57.14,57.14,7.466,7.466,7.103,7.103
1721,2,M062X,6-311++G**,1,2,69.544,69.544,57.14,57.14,6.371,6.84,6.008,6.477
1722,2,M062X,6-311++G**,1,3,69.544,69.544,57.14,57.14,5.666,5.67,5.303,5.307
1723,2,M062X,6-311++G**,1,4,69.544,69.544,57.14,57.14,4.778,4.828,4.415,4.465
1724,2,M062X,6-311++G**,1,6,69.544,69.544,57.14,57.14,4.88,6.297,4.517,5.934
1725,2,M062X,6-311++G**,1,8,69.544,69.544,57.14,57.14,4.336,5.906,3.973,5.543
1726,2,M062X,6-311++G**,1,10,69.544,69.544,57.14,57.14,4.437,6.267,4.074,5.904
1727,2,M062X,6-311++G**,1,12,69.544,69.544,57.14,57.14,4.134,6.246,3.771,5.883
1728,2,M062X,6-311++G**,2,1,69.535,69.775,57.131,57.371,7.466,7.466,7.103,7.103
1729,2,M062X,6-311++G**,2,2,69.535,69.775,57.131,57.371,6.371,6.84,6.008,6.477
1730,2,M062X,6-311++G**,2,3,69.535,69.775,57.131,57.371,5.666,5.67,5.303,5.307
1731,2,M062X,6-311++G**,2,4,69.535,69.775,57.131,57.371,4.778,4.828,4.415,4.465
1732,2,M062X,6-311++G**,2,6,69.535,69.775,57.131,57.371,4.88,6.297,4.517,5.934
1733,2,M062X,6-311++G**,2,8,69.535,69.775,57.131,57.371,4.336,5.906,3.973,5.543
1734,2,M062X,6-311++G**,2,10,69.535,69.775,57.131,57.371,4.437,6.267,4.074,5.904
1735,2,M062X,6-311++G**,2,12,69.535,69.775,57.131,57.371,4.134,6.246,3.771,5.883
1736,2,M062X,6-311++G**,3,1,69.788,69.97,57.384,57.566,7.466,7.466,7.103,7.103
1737,2,M062X,6-311++G**,3,2,69.788,69.97,57.384,57.566,6.371,6.84,6.008,6.477
1738,2,M062X,6-311++G**,3,3,69.788,69.97,57.384,57.566,5.666,5.67,5.303,5.307
1739,2,M062X,6-311++G**,3,4,69.788,69.97,57.384,57.566,4.778,4.828,4.415,4.465
1740,2,M062X,6-311++G**,3,6,69.788,69.97,57.384,57.566,4.88,6.297,4.517,5.934
1741,2,M062X,6-311++G**,3,8,69.788,69.97,57.384,57.566,4.336,5.906,3.973,5.543
1742,2,M062X,6-311++G**,3,10,69.788,69.97,57.384,57.566,4.437,6.267,4.074,5.904
1743,2,M062X,6-311++G**,3,12,69.788,69.97,57.384,57.566,4.134,6.246,3.771,5.883
1744,2,M062X,6-311++G**,4,1,69.115,70.241,56.711,57.837,7.466,7.466,7.103,7.103
1745,2,M062X,6-311++G**,4,2,69.115,70.241,56.711,57.837,6.371,6.84,6.008,6.477
1746,2,M062X,6-311++G**,4,3,69.115,70.241,56.711,57.837,5.666,5.67,5.303,5.307
1747,2,M062X,6-311++G**,4,4,69.115,70.241,56.711,57.837,4.778,4.828,4.415,4.465
1748,2,M062X,6-311++G**,4,6,69.115,70.241,56.711,57.837,4.88,6.297,4.517,5.934
1749,2,M062X,6-311++G**,4,8,69.115,70.241,56.711,57.837,4.336,5.906,3.973,5.543
1750,2,M062X,6-311++G**,4,10,69.115,70.241,56.711,57.837,4.437,6.267,4.074,5.904
1751,2,M062X,6-311++G**,4,12,69.115,70.241,56.711,57.837,4.134,6.246,3.771,5.883
1752,2,M062X,6-311++G**,6,1,68.983,71.807,56.579,59.403,7.466,7.466,7.103,7.103
1753,2,M062X,6-311++G**,6,2,68.983,71.807,56.579,59.403,6.371,6.84,6.008,6.477
1754,2,M062X,6-311++G**,6,3,68.983,71.807,56.579,59.403,5.666,5.67,5.303,5.307
1755,2,M062X,6-311++G**,6,4,68.983,71.807,56.579,59.403,4.778,4.828,4.415,4.465
1756,2,M062X,6-311++G**,6,6,68.983,71.807,56.579,59.403,4.88,6.297,4.517,5.934
1757,2,M062X,6-311++G**,6,8,68.983,71.807,56.579,59.403,4.336,5.906,3.973,5.543
1758,2,M062X,6-311++G**,6,10,68.983,71.807,56.579,59.403,4.437,6.267,4.074,5.904
1759,2,M062X,6-311++G**,6,12,68.983,71.807,56.579,59.403,4.134,6.246,3.771,5.883
1760,3,M062X,6-311++G**,1,1,67.759,67.759,58.715,58.715,7.586,7.586,7.563,7.563
1761,3,M062X,6-311++G**,1,2,67.759,67.759,58.715,58.715,6.491,6.96,6.468,6.937
1762,3,M062X,6-311++G**,1,3,67.759,67.759,58.715,58.715,5.786,5.79,5.763,5.767
1763,3,M062X,6-311++G**,1,4,67.759,67.759,58.715,58.715,4.898,4.948,4.875,4.925
1764,3,M062X,6-311++G**,1,6,67.759,67.759,58.715,58.715,5.0,6.417,4.977,6.394
1765,3,M062X,6-311++G**,1,8,67.759,67.759,58.715,58.715,4.456,6.026,4.433,6.003
1766,3,M062X,6-311++G**,1,10,67.759,67.759,58.715,58.715,4.557,6.387,4.534,6.364
1767,3,M062X,6-311++G**,1,12,67.759,67.759,58.715,58.715,4.254,6.366,4.231,6.343
1768,3,M062X,6-311++G**,2,1,67.75,67.99,58.706,58.946,7.586,7.586,7.563,7.563
1769,3,M062X,6-311++G**,2,2,67.75,67.99,58.706,58.946,6.491,6.96,6.468,6.937
1770,3,M062X,6-311++G**,2,3,67.75,67.99,58.706,58.946,5.786,5.79,5.763,5.767
1771,3,M062X,6-311++G**,2,4,67.75,67.99,58.706,58.946,4.898,4.948,4.875,4.925
1772,3,M062X,6-311++G**,2,6,67.75,67.99,58.706,58.946,5.0,6.417,4.977,6.394
1773,3,M062X,6-311++G**,2,8,67.75,67.99,58.706,58.946,4.456,6.026,4.433,6.003
1774,3,M062X,6-311++G**,2,10,67.75,67.99,58.706,58.946,4.557,6.387,4.534,6.364
1775,3,M062X,6-311++G**,2,12,67.75,67.99,58.706,58.946,4.254,6.366,4.231,6.343
1776,3,M062X,6-311++G**,3,1,68.003,68.185,58.959,59.141,7.586,7.586,7.563,7.563
1777,3,M062X,6-311++G**,3,2,68.003,68.185,58.959,59.141,6.491,6.96,6.468,6.937
1778,3,M062X,6-311++G**,3,3,68.003,68.185,58.959,59.141,5.786,5.79,5.763,5.767
1779,3,M062X,6-311++G**,3,4,68.003,68.185,58.959,59.141,4.898,4.948,4.875,4.925
1780,3,M062X,6-311++G**,3,6,68.003,68.185,58.959,59.141,5.0,6.417,4.977,6.394
1781,3,M062X,6-311++G**,3,8,68.003,68.185,58.959,59.141,4.456,6.026,4.433,6.003
1782,3,M062X,6-311++G**,3,10,68.003,68.185,58.959,59.141,4.557,6.387,4.534,6.364
1783,3,M062X,6-311++G**,3,12,68.003,68.185,58.959,59.141,4.254,6.366,4.231,6.343
1784,3,M062X,6-311++G**,4,1,67.33,68.456,58.286,59.412,7.586,7.586,7.563,7.563
1785,3,M062X,6-311++G**,4,2,67.33,68.456,58.286,59.412,6.491,6.96,6.468,6.937
1786,3,M062X,6-311++G**,4,3,67.33,68.456,58.286,59.412,5.786,5.79,5.763,5.767
1787,3,M062X,6-311++G**,4,4,67.33,68.456,58.286,59.412,4.898,4.948,4.875,4.925
1788,3,M062X,6-311++G**,4,6,67.33,68.456,58.286,59.412,5.0,6.417,4.977,6.394
1789,3,M062X,6-311++G**,4,8,67.33,68.456,58.286,59.412,4.456,6.026,4.433,6.003
1790,3,M062X,6-311++G**,4,10,67.33,68.456,58.286,59.412,4.557,6.387,4.534,6.364
