structure,conf,functional,basis_set,gibbs,atom,nucleus,shift,weight,weighted_shift
1,11,wB97X,Def2TZVP,-967112.768,25,h,8.361,0.1815,1.518
1,11,wB97X,Def2TZVP,-967112.768,26,c,177.659,0.1815,32.24
1,11,wB97X,Def2TZVP,-967112.768,28,c,176.549,0.1815,32.04
1,11,wB97X,Def2TZVP,-967112.768,30,h,1.917,0.1815,0.3479
1,11,wB97X,Def2TZVP,-967112.768,31,h,2.515,0.1815,0.4564
1,11,wB97X,Def2TZVP,-967112.768,32,h,1.184,0.1815,0.2149
1,11,wB97X,Def2TZVP,-967112.768,33,h,1.587,0.1815,0.288
1,11,wB97X,Def2TZVP,-967112.768,34,h,1.302,0.1815,0.2363
1,11,wB97X,Def2TZVP,-967112.768,35,h,2.11,0.1815,0.383
1,11,wB97X,Def2TZVP,-967112.768,36,h,5.542,0.1815,1.006
1,11,wB97X,Def2TZVP,-967112.768,37,h,4.984,0.1815,0.9046
1,11,wB97X,Def2TZVP,-967112.768,38,h,3.805,0.1815,0.6907
1,11,wB97X,Def2TZVP,-967112.768,39,h,3.859,0.1815,0.7003
1,11,wB97X,Def2TZVP,-967112.768,40,h,3.914,0.1815,0.7105
1,11,wB97X,Def2TZVP,-967112.768,41,h,3.799,0.1815,0.6895
1,12,wB97X,Def2TZVP,-967112.768,1,c,60.872,0.1815,11.05
1,12,wB97X,Def2TZVP,-967112.768,3,c,64.348,0.1815,11.68
1,12,wB97X,Def2TZVP,-967112.768,4,c,73.422,0.1815,13.33
1,12,wB97X,Def2TZVP,-967112.768,5,c,65.862,0.1815,11.95
1,12,wB97X,Def2TZVP,-967112.768,7,c,177.054,0.1815,32.13
1,12,wB97X,Def2TZVP,-967112.768,10,c,29.073,0.1815,5.277
1,12,wB97X,Def2TZVP,-967112.768,11,c,31.808,0.1815,5.773
1,12,wB97X,Def2TZVP,-967112.768,13,c,55.569,0.1815,10.09
1,12,wB97X,Def2TZVP,-967112.768,14,c,176.671,0.1815,32.06
1,12,wB97X,Def2TZVP,-967112.768,16,c,140.497,0.1815,25.5
1,12,wB97X,Def2TZVP,-967112.768,17,c,131.318,0.1815,23.83
1,12,wB97X,Def2TZVP,-967112.768,18,c,142.551,0.1815,25.87
1,12,wB97X,Def2TZVP,-967112.768,19,c,142.108,0.1815,25.79
1,12,wB97X,Def2TZVP,-967112.768,20,c,131.314,0.1815,23.83
1,12,wB97X,Def2TZVP,-967112.768,21,c,139.448,0.1815,25.31
1,12,wB97X,Def2TZVP,-967112.768,22,h,8.361,0.1815,1.518
1,12,wB97X,Def2TZVP,-967112.768,23,h,8.269,0.1815,1.501
1,12,wB97X,Def2TZVP,-967112.768,24,h,8.245,0.1815,1.496
1,12,wB97X,Def2TZVP,-967112.768,25,h,8.35,0.1815,1.515
1,12,wB97X,Def2TZVP,-967112.768,26,c,176.549,0.1815,32.04
1,12,wB97X,Def2TZVP,-967112.768,28,c,177.659,0.1815,32.24
1,12,wB97X,Def2TZVP,-967112.768,30,h,1.917,0.1815,0.3479
1,12,wB97X,Def2TZVP,-967112.768,31,h,2.515,0.1815,0.4564
1,12,wB97X,Def2TZVP,-967112.768,32,h,1.184,0.1815,0.2149
1,12,wB97X,Def2TZVP,-967112.768,33,h,1.587,0.1815,0.288
1,12,wB97X,Def2TZVP,-967112.768,34,h,1.302,0.1815,0.2363
1,12,wB97X,Def2TZVP,-967112.768,35,h,2.11,0.1815,0.383
1,12,wB97X,Def2TZVP,-967112.768,36,h,5.542,0.1815,1.006
1,12,wB97X,Def2TZVP,-967112.768,37,h,4.984,0.1815,0.9046
1,12,wB97X,Def2TZVP,-967112.768,38,h,3.805,0.1815,0.6907
1,12,wB97X,Def2TZVP,-967112.768,39,h,3.859,0.1815,0.7003
1,12,wB97X,Def2TZVP,-967112.768,40,h,3.914,0.1815,0.7105
1,12,wB97X,Def2TZVP,-967112.768,41,h,3.799,0.1815,0.6895
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,1,c,64.94,0.0001366,0.008869
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,3,c,78.975,0.0001366,0.01079
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,4,c,68.961,0.0001366,0.009418
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,5,c,82.487,0.0001366,0.01127
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,7,c,175.11,0.0001366,0.02391
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,10,c,34.365,0.0001366,0.004693
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,11,c,29.331,0.0001366,0.004006
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,13,c,59.216,0.0001366,0.008087
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,14,c,178.521,0.0001366,0.02438
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,16,c,137.5,0.0001366,0.01878
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,17,c,129.108,0.0001366,0.01763
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,18,c,140.893,0.0001366,0.01924
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,19,c,141.099,0.0001366,0.01927
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,20,c,129.082,0.0001366,0.01763
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,21,c,138.358,0.0001366,0.0189
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,22,h,8.162,0.0001366,0.001115
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,23,h,8.105,0.0001366,0.001107
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,24,h,8.115,0.0001366,0.001108
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,25,h,8.164,0.0001366,0.001115
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,26,c,175.92,0.0001366,0.02403
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,28,c,175.672,0.0001366,0.02399
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,30,h,1.538,0.0001366,0.00021
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,31,h,3.063,0.0001366,0.0004183
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,32,h,1.45,0.0001366,0.0001981
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,33,h,1.648,0.0001366,0.000225
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,34,h,1.624,0.0001366,0.0002218
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,35,h,1.334,0.0001366,0.0001822
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,36,h,5.701,0.0001366,0.0007785
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,37,h,5.964,0.0001366,0.0008146
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,38,h,5.084,0.0001366,0.0006943
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,39,h,4.155,0.0001366,0.0005675
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,40,h,4.008,0.0001366,0.0005474
2,1,B3LYP,"6-311+G(2d, p)",-967267.764,41,h,3.962,0.0001366,0.000541
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,1,c,64.942,0.0001347,0.008745
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,3,c,78.979,0.0001347,0.01063
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,4,c,68.968,0.0001347,0.009287
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,5,c,82.488,0.0001347,0.01111
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,7,c,175.109,0.0001347,0.02358
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,10,c,34.366,0.0001347,0.004627
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,11,c,29.334,0.0001347,0.00395
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,13,c,59.219,0.0001347,0.007974
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,14,c,178.523,0.0001347,0.02404
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,16,c,138.361,0.0001347,0.01863
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,17,c,129.081,0.0001347,0.01738
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,18,c,141.096,0.0001347,0.019
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,19,c,140.891,0.0001347,0.01897
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,20,c,129.107,0.0001347,0.01738
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,21,c,137.497,0.0001347,0.01851
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,22,h,8.164,0.0001347,0.001099
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,23,h,8.115,0.0001347,0.001093
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,24,h,8.105,0.0001347,0.001091
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,25,h,8.162,0.0001347,0.001099
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,26,c,175.673,0.0001347,0.02365
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,28,c,175.921,0.0001347,0.02369
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,30,h,3.063,0.0001347,0.0004124
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,31,h,1.45,0.0001347,0.0001953
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,32,h,1.538,0.0001347,0.0002071
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,33,h,1.647,0.0001347,0.0002218
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,34,h,1.624,0.0001347,0.0002187
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,35,h,1.334,0.0001347,0.0001796
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,36,h,5.701,0.0001347,0.0007676
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,37,h,5.964,0.0001347,0.0008031
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,38,h,5.084,0.0001347,0.0006846
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,39,h,4.156,0.0001347,0.0005596
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,40,h,4.008,0.0001347,0.0005397
2,2,B3LYP,"6-311+G(2d, p)",-967267.75,41,h,3.962,0.0001347,0.0005335
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,1,c,65.212,0.1555,10.14
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,3,c,78.695,0.1555,12.23
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,4,c,73.824,0.1555,11.48
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,5,c,83.056,0.1555,12.91
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,7,c,175.0,0.1555,27.21
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,10,c,35.148,0.1555,5.464
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,11,c,29.127,0.1555,4.528
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,13,c,55.742,0.1555,8.666
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,14,c,179.181,0.1555,27.86
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,16,c,137.515,0.1555,21.38
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,17,c,129.006,0.1555,20.06
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,18,c,140.994,0.1555,21.92
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,19,c,141.203,0.1555,21.95
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,20,c,129.172,0.1555,20.08
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,21,c,138.411,0.1555,21.52
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,22,h,8.153,0.1555,1.268
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,23,h,8.095,0.1555,1.258
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,24,h,8.125,0.1555,1.263
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,25,h,8.167,0.1555,1.27
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,26,c,176.074,0.1555,27.37
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,28,c,175.447,0.1555,27.28
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,30,h,1.454,0.1555,0.226
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,31,h,2.985,0.1555,0.4641
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,32,h,1.367,0.1555,0.2125
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,33,h,1.575,0.1555,0.2448
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,34,h,1.291,0.1555,0.2006
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,35,h,1.572,0.1555,0.2444
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,36,h,5.7,0.1555,0.8862
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,37,h,5.961,0.1555,0.9267
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,38,h,4.688,0.1555,0.7289
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,39,h,3.96,0.1555,0.6157
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,40,h,3.848,0.1555,0.5983
2,3,B3LYP,"6-311+G(2d, p)",-967274.801,41,h,3.71,0.1555,0.5767
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,1,c,65.212,0.1554,10.13
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,3,c,78.695,0.1554,12.23
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,4,c,73.824,0.1554,11.47
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,5,c,83.056,0.1554,12.9
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,7,c,175.0,0.1554,27.19
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,10,c,35.148,0.1554,5.461
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,11,c,29.127,0.1554,4.526
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,13,c,55.742,0.1554,8.661
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,14,c,179.181,0.1554,27.84
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,16,c,138.412,0.1554,21.51
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,17,c,129.172,0.1554,20.07
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,18,c,141.203,0.1554,21.94
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,19,c,140.995,0.1554,21.91
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,20,c,129.006,0.1554,20.04
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,21,c,137.515,0.1554,21.37
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,22,h,8.167,0.1554,1.269
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,23,h,8.125,0.1554,1.262
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,24,h,8.095,0.1554,1.258
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,25,h,8.153,0.1554,1.267
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,26,c,175.447,0.1554,27.26
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,28,c,176.074,0.1554,27.36
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,30,h,1.367,0.1554,0.2123
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,31,h,1.454,0.1554,0.2259
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,32,h,2.985,0.1554,0.4638
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,33,h,1.575,0.1554,0.2447
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,34,h,1.291,0.1554,0.2005
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,35,h,1.572,0.1554,0.2442
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,36,h,5.7,0.1554,0.8857
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,37,h,5.961,0.1554,0.9262
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,38,h,4.688,0.1554,0.7285
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,39,h,3.96,0.1554,0.6153
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,40,h,3.848,0.1554,0.5979
2,4,B3LYP,"6-311+G(2d, p)",-967274.801,41,h,3.71,0.1554,0.5764
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,1,c,64.836,0.1474,9.559
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,3,c,78.885,0.1474,11.63
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,4,c,75.655,0.1474,11.15
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,5,c,83.012,0.1474,12.24
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,7,c,174.876,0.1474,25.78
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,10,c,35.435,0.1474,5.224
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,11,c,28.974,0.1474,4.272
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,13,c,55.665,0.1474,8.206
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,14,c,178.549,0.1474,26.32
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,16,c,138.229,0.1474,20.38
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,17,c,129.332,0.1474,19.07
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,18,c,141.312,0.1474,20.83
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,19,c,141.049,0.1474,20.79
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,20,c,129.027,0.1474,19.02
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,21,c,137.318,0.1474,20.24
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,22,h,8.168,0.1474,1.204
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,23,h,8.11,0.1474,1.196
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,24,h,8.09,0.1474,1.193
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,25,h,8.154,0.1474,1.202
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,26,c,175.482,0.1474,25.87
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,28,c,176.178,0.1474,25.97
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,30,h,1.442,0.1474,0.2126
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,31,h,2.956,0.1474,0.4358
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,32,h,1.342,0.1474,0.1978
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,33,h,1.569,0.1474,0.2313
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,34,h,1.271,0.1474,0.1873
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,35,h,1.503,0.1474,0.2216
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,36,h,5.678,0.1474,0.8371
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,37,h,5.85,0.1474,0.8624
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,38,h,4.618,0.1474,0.6809
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,39,h,3.89,0.1474,0.5735
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,40,h,3.77,0.1474,0.5559
2,5,B3LYP,"6-311+G(2d, p)",-967274.748,41,h,3.906,0.1474,0.5758
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,1,c,64.837,0.1483,9.613
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,3,c,78.886,0.1483,11.7
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,4,c,75.656,0.1483,11.22
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,5,c,83.008,0.1483,12.31
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,7,c,174.874,0.1483,25.93
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,10,c,35.435,0.1483,5.254
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,11,c,28.973,0.1483,4.296
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,13,c,55.664,0.1483,8.253
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,14,c,178.549,0.1483,26.47
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,16,c,137.319,0.1483,20.36
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,17,c,129.027,0.1483,19.13
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,18,c,141.044,0.1483,20.91
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,19,c,141.309,0.1483,20.95
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,20,c,129.331,0.1483,19.18
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,21,c,138.228,0.1483,20.49
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,22,h,8.154,0.1483,1.209
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,23,h,8.09,0.1483,1.199
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,24,h,8.109,0.1483,1.202
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,25,h,8.168,0.1483,1.211
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,26,c,176.177,0.1483,26.12
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,28,c,175.48,0.1483,26.02
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,30,h,1.442,0.1483,0.2138
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,31,h,2.956,0.1483,0.4383
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,32,h,1.342,0.1483,0.199
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,33,h,1.568,0.1483,0.2325
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,34,h,1.271,0.1483,0.1884
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,35,h,1.503,0.1483,0.2229
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,36,h,5.678,0.1483,0.8418
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,37,h,5.85,0.1483,0.8673
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,38,h,4.618,0.1483,0.6847
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,39,h,3.906,0.1483,0.5792
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,40,h,3.89,0.1483,0.5767
2,6,B3LYP,"6-311+G(2d, p)",-967274.754,41,h,3.77,0.1483,0.559
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,1,c,61.681,0.1083,6.682
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,3,c,75.673,0.1083,8.198
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,4,c,76.094,0.1083,8.244
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,5,c,79.816,0.1083,8.647
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,7,c,177.49,0.1083,19.23
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,10,c,28.94,0.1083,3.135
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,11,c,29.867,0.1083,3.236
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,13,c,56.077,0.1083,6.075
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,14,c,178.727,0.1083,19.36
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,16,c,138.155,0.1083,14.97
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,17,c,129.028,0.1083,13.98
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,18,c,140.994,0.1083,15.28
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,19,c,140.566,0.1083,15.23
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,20,c,129.003,0.1083,13.98
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,21,c,137.553,0.1083,14.9
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,22,h,8.134,0.1083,0.8812
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,23,h,8.083,0.1083,0.8757
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,24,h,8.088,0.1083,0.8763
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,25,h,8.146,0.1083,0.8826
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,26,c,175.8,0.1083,19.05
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,28,c,175.884,0.1083,19.06
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,30,h,2.014,0.1083,0.2182
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,31,h,1.697,0.1083,0.1839
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,32,h,1.525,0.1083,0.1652
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,33,h,1.446,0.1083,0.1567
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,34,h,1.842,0.1083,0.1996
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,35,h,1.068,0.1083,0.1157
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,36,h,5.61,0.1083,0.6078
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,37,h,5.713,0.1083,0.6189
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,38,h,4.719,0.1083,0.5113
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,39,h,3.843,0.1083,0.4164
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,40,h,3.752,0.1083,0.4065
2,7,B3LYP,"6-311+G(2d, p)",-967274.44,41,h,3.972,0.1083,0.4303
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,1,c,61.681,0.1083,6.682
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,3,c,75.673,0.1083,8.198
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,4,c,76.094,0.1083,8.244
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,5,c,79.816,0.1083,8.647
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,7,c,177.49,0.1083,19.23
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,10,c,28.94,0.1083,3.135
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,11,c,29.867,0.1083,3.236
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,13,c,56.077,0.1083,6.075
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,14,c,178.727,0.1083,19.36
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,16,c,137.553,0.1083,14.9
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,17,c,129.003,0.1083,13.98
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,18,c,140.566,0.1083,15.23
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,19,c,140.994,0.1083,15.28
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,20,c,129.028,0.1083,13.98
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,21,c,138.155,0.1083,14.97
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,22,h,8.146,0.1083,0.8826
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,23,h,8.088,0.1083,0.8763
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,24,h,8.083,0.1083,0.8757
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,25,h,8.134,0.1083,0.8812
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,26,c,175.884,0.1083,19.06
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,28,c,175.8,0.1083,19.05
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,30,h,2.014,0.1083,0.2182
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,31,h,1.697,0.1083,0.1839
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,32,h,1.525,0.1083,0.1652
2,8,B3LYP,"6-311+G(2d, p)",-967274.44,33,h,1.446,0.1083,0.1567
